,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
MLI,314700,308600,303100,297500,292200,287100,281900,276900,272000,267200,262000,257300,252800,248100,243500,239100,234700,230600,226200,222300,218200,214400,210600,206700,203000,199500,195900,192300,188800,185400,182100,178900,175600,175600,175600,175600,175600,175600
MLT,17700,16900,16000,15300,14700,14100,13500,13100,12600,12200,11700,11300,10800,10400,9900,9500,9200,8900,8500,8200,7900,7800,7500,7300,7200,7000,6800,6600,6400,6300,6200,6100,5900,5900,5900,5900,5900,5900
MMR,139700,136500,133600,130200,127100,124300,121400,118600,115700,112700,110000,107400,104600,102000,99900,97100,95000,92800,90100,87800,85900,83500,81700,79500,77100,75400,73400,71600,70000,68300,66300,64500,62400,62400,62400,62400,62400,62400
MNE,0,0,0,0,210,202,20600,19900,19300,18700,18100,17600,17100,16500,15900,15500,15000,14500,14100,13800,13200,12600,12000,11500,10900,10400,9900,9400,9000,8500,8000,7600,7200,7200,7200,7200,7200,7200
MNG,148900,145300,141800,137500,133900,130000,126400,123100,120000,116900,111900,106500,100900,96300,91800,87300,83500,79800,76000,72000,67600,63400,59400,55600,52200,48800,45700,42800,40100,37600,34900,33000,30700,30700,30700,30700,30700,30700
MOZ,255000,251700,248200,244600,241400,238800,236900,235100,233000,230100,227500,225700,224000,221500,217900,211800,205100,198300,191300,184000,177700,172100,165800,158900,152100,145600,139300,133200,125900,119300,113300,108400,103100,103100,103100,103100,103100,103100
MRT,164100,158900,153400,148400,144000,139900,136500,133500,131700,128900,126400,124700,123600,122900,122200,121400,120600,119700,119100,118700,117900,117900,117200,116600,116400,115900,115500,114500,114300,113700,113400,112900,112100,112100,112100,112100,112100,112100
MUS,43700,40100,36900,34500,32600,31100,29500,28200,27000,26000,25000,23900,23000,22400,22000,21900,21700,21600,21100,20500,19600,18600,17700,16900,16400,16000,15900,15700,15600,15500,15400,15200,15100,15100,15100,15100,15100,15100
MWI,263400,256300,250400,245400,241200,239400,237700,236200,235000,234400,231000,227000,222700,218500,214000,209000,203800,197700,189000,180300,171900,164100,156600,149500,142600,135900,129000,121800,109700,102300,95400,89000,82600,82600,82600,82600,82600,82600
MYS,33000,31100,29300,27600,26000,24500,23000,21600,20400,19300,18200,17200,16300,15400,14600,13900,13300,12700,12100,11600,11100,10600,10100,9700,9300,8900,8500,8100,7800,7400,7100,6800,6500,6500,6500,6500,6500,6500
NAM,93800,91800,89900,88000,86100,84300,82600,80800,78800,76600,74600,72800,71200,69800,69000,68400,68400,68800,69700,70900,72200,73500,74500,75000,74800,73700,69000,63100,58600,54300,50100,45900,41500,41500,41500,41500,41500,41500
NER,319500,316600,314100,311100,312300,314400,318000,320300,321000,319800,317900,313700,307900,298300,288900,278600,267000,257300,247600,236900,226300,215600,205100,195400,185700,177000,168500,160200,152300,144900,137800,130900,124500,124500,124500,124500,124500,124500
NGA,221500,217300,214700,212500,211400,209900,209900,211100,212000,213100,213200,213600,213800,214300,214100,212800,211300,207200,203400,199600,193600,187900,181300,174600,168300,162000,156000,150300,144600,139100,133900,129200,124100,124100,124100,124100,124100,124100
NIC,114000,106500,100200,93700,88500,85000,79900,76600,73700,70900,68500,66100,63300,60500,57900,55200,52700,50400,48300,46100,44200,42300,40400,38700,36900,35300,33700,32300,30900,29500,28200,27000,25600,25600,25600,25600,25600,25600
NIU,0,0,1,1,8100,8900,9700,10500,11400,12400,13200,14200,14500,14500,14500,14900,15800,17200,19500,22500,26100,29400,31800,31100,30100,29000,27900,26400,25300,24100,23000,21900,21100,21100,21100,21100,21100,21100
NLD,11300,10900,10600,10400,10200,9900,9700,9400,9200,8900,8600,8300,8000,7700,7400,7200,6900,6700,6500,6400,6300,6200,6000,5900,5800,5500,5300,5100,4900,4600,4400,4200,4000,4000,4000,4000,4000,4000
NOR,10600,10300,10100,10000,10000,10000,10000,10000,9800,9400,9000,8400,7800,7200,6600,6200,5800,5500,5300,5100,5000,4900,4700,4500,4300,4200,4000,3800,3700,3500,3400,3200,3100,3100,3100,3100,3100,3100
NPL,205800,199700,193800,187200,180900,174500,168100,161200,154700,147800,141000,134600,128200,122400,116700,111100,106000,100900,96000,91600,87200,82900,78900,75100,71600,68000,64600,61500,58400,55600,52900,50300,48000,48000,48000,48000,48000,48000
NRU,0,0,0,0,0,0,0,0,0,11,11,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000
NZL,16000,15600,15100,14700,14400,14100,13800,13400,12900,12300,11700,11100,10500,10000,9500,9100,8700,8400,8100,7900,7600,7400,7200,7000,6900,6800,6600,6500,6400,6200,6100,6000,5900,5900,5900,5900,5900,5900
OMN,109000,101100,94100,87100,80500,74300,68500,63100,59000,54700,50600,47500,44400,41300,38600,35800,33000,30500,28000,25800,23600,21700,20100,18500,17000,15600,14400,13300,12200,11200,10300,9400,8700,8700,8700,8700,8700,8700
PAK,146800,145200,143400,141700,140200,137800,135700,132800,129800,126700,124600,122200,120000,117400,114900,112700,109800,106300,102700,99900,97800,95300,93000,90600,88600,86200,83900,82000,80000,78100,75700,73700,72000,72000,72000,72000,72000,72000
PAN,46000,44400,43000,41600,40300,39000,38000,36900,36000,35100,34100,33300,32400,31600,30800,30000,29200,28500,27800,27100,26400,25700,25100,24500,23900,23300,22700,22200,21700,21100,20600,20000,19500,19500,19500,19500,19500,19500
PER,121400,118500,115600,112000,108000,103200,97700,92800,88300,83700,79300,75100,70900,66900,62600,58700,54800,51200,47800,44600,41700,38900,36300,33800,31600,29500,27500,25700,23900,22300,20800,19400,18100,18100,18100,18100,18100,18100
PHL,79900,78900,76900,75200,73000,71200,68600,66400,64000,61600,59200,57000,54900,52700,50800,48800,47000,45200,43500,41900,40300,38800,37300,35800,34500,33200,32000,30700,29500,28500,27400,26400,25400,25400,25400,25400,25400,25400
PLW,0,0,0,0,18,17,37300,36000,35600,34200,33300,32300,31100,30200,29700,29000,28100,27500,27300,26400,25600,24800,24300,23600,22800,22300,21500,21300,20700,20200,19200,19100,18600,18600,18600,18600,18600,18600
PNG,115500,111800,108600,105900,103100,100900,98400,96100,93900,91900,89800,88000,86000,84400,82300,80800,79200,77700,76100,74600,73300,71700,70700,69200,68000,66400,65400,63800,62700,61500,59700,59500,57800,57800,57800,57800,57800,57800
POL,24800,24000,23300,22500,21800,21100,20400,19700,19100,18400,17800,17300,16800,16300,15600,14800,13800,12900,12000,11100,10300,9600,9000,8600,8200,7900,7500,7200,6900,6600,6300,6100,5800,5800,5800,5800,5800,5800
PRK,0,0,0,0,0,0,0,0,0,16457,18448,45000,50700,57400,64500,71300,76200,78400,77300,73100,66200,57700,48900,41500,36100,32900,31800,32100,31700,33100,33300,33200,33200,33200,33200,33200,33200,33200
PRT,30400,28000,26100,24400,23000,21700,20400,19200,18000,16900,15700,14600,13500,12500,11500,10700,10000,9300,8700,8200,7700,7200,6700,6100,5600,5200,4900,4600,4300,4000,3800,3600,3400,3400,3400,3400,3400,3400
PRY,70200,68300,66600,65400,64300,62500,60300,58600,56800,55200,54100,52600,51300,49200,47300,45200,43400,41500,39800,38200,36700,35300,33800,32300,30800,29900,28600,27500,26200,25400,24300,23400,22400,22400,22400,22400,22400,22400
QAT,36000,34000,32300,30600,29000,27500,26100,24800,23500,22300,21200,20200,19200,18300,17400,16600,15900,15100,14400,13800,13200,12600,12100,11500,11000,10500,10000,9600,9200,8800,8400,8100,7700,7700,7700,7700,7700,7700
ROU,43900,42400,41100,40100,39400,39300,39300,39200,39100,38800,38300,37400,36300,35100,34000,33100,32200,31200,30200,29000,27900,26800,25700,24500,23300,21900,20500,18900,17500,16000,14800,13600,12500,12500,12500,12500,12500,12500
RUS,33700,32900,32300,31600,31000,30400,29800,29300,28700,28300,27700,27300,26900,26500,26100,25700,25200,24500,23900,23200,22400,21300,20300,19300,18300,17400,16500,15700,14800,14000,13300,12500,11900,11900,11900,11900,11900,11900
RWA,225800,212800,198000,184600,174900,166900,162900,160000,157300,154900,153400,156300,163000,182400,208400,299000,275100,227200,237800,244100,205000,183000,165400,149600,134200,120500,108000,96600,86000,75800,67700,60400,54100,54100,54100,54100,54100,54100
SAU,95500,88700,82500,76600,71300,66300,61600,57200,53200,49400,45900,42700,39700,37000,34300,31900,29700,27600,25600,23800,22200,20600,19100,17800,16600,15400,14300,13300,12400,11500,10700,9900,9200,9200,9200,9200,9200,9200
SDN,139900,138900,137500,136000,135200,133700,132400,130700,128800,127100,125100,122800,120900,118700,116600,114600,112600,110200,108800,107200,105600,103700,102300,100300,98500,96900,95100,93900,92400,91000,89000,87700,86000,86000,86000,86000,86000,86000
SEN,209900,201400,194700,189400,184200,177800,169500,160700,152200,144800,139700,135900,135200,136800,138500,140200,141700,143100,142200,140600,136600,130400,124800,117600,110300,103700,97000,90600,84700,78700,73500,69100,64800,64800,64800,64800,64800,64800
SGP,14800,14200,13700,13000,12300,11600,10900,10200,9600,8900,8200,7500,6900,6400,5900,5500,5200,5000,4700,4400,4200,3900,3700,3400,3200,3100,3000,2900,2800,2800,2700,2600,2600,2600,2600,2600,2600,2600
SLB,64300,61100,57900,55200,52600,50800,49200,47700,46100,44700,43300,41800,40700,39300,38000,36900,35800,34800,33600,32400,31400,30500,29600,28800,27800,26900,26100,25500,24500,23800,23200,22200,21600,21600,21600,21600,21600,21600
SLE,269600,263600,259600,254400,250200,244200,244800,245900,251700,254400,257700,266700,275100,275000,276300,271800,262400,254900,245700,242900,242200,240600,235500,230000,225300,219500,214400,209300,204000,199700,193900,188800,185300,185300,185300,185300,185300,185300
SLV,120700,114100,107800,99400,90800,83000,76700,71300,66800,63300,61900,60200,58000,55300,52800,49800,46900,44300,41800,39100,36500,33900,31600,29300,27200,25300,23500,21800,20300,18800,17600,16300,15200,15200,15200,15200,15200,15200
SMR,0,4,4,18700,17600,16700,15900,15100,14200,13400,12700,11900,11300,10600,10000,9400,8700,7900,7200,6500,5900,5300,4800,4300,3900,3500,3200,2900,2600,2400,2100,1900,1800,1800,1800,1800,1800,1800
SOM,0,0,48151,45048,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000
SRB,0,0,7416,6897,46700,43500,40500,37900,35300,32800,30600,28600,26600,24500,22600,20700,19000,17400,16000,14700,13700,12700,11900,11100,10500,9800,9200,8800,8400,8100,7700,7400,7100,7100,7100,7100,7100,7100
STP,96000,96400,96300,96300,96500,96400,96700,96900,97000,97100,96800,96000,96100,95400,95100,95100,94100,93700,93300,92800,93300,92500,92300,91300,91000,90200,90800,90200,89600,89700,89100,89100,88800,88800,88800,88800,88800,88800
SUR,635,657,65200,63300,62000,60500,58900,57500,55800,54700,53200,51900,50800,49300,48100,46700,45400,44500,43200,41900,40700,39900,38600,37500,36600,35700,34500,33800,32700,32000,30900,29800,29500,29500,29500,29500,29500,29500
SVK,2530,27300,26100,24900,23800,22800,21800,20900,20000,19200,18400,17600,16900,16300,15700,15000,14400,13700,13100,12500,12000,11600,11200,10900,10500,10200,9900,9600,9200,8800,8400,8000,7700,7700,7700,7700,7700,7700
SVN,530,19300,18200,17200,16200,15200,14300,13500,12600,11900,11100,10400,9600,9000,8300,7800,7300,6800,6300,5900,5600,5400,5200,5000,4800,4500,4300,4000,3800,3500,3300,3000,2800,2800,2800,2800,2800,2800
SWE,8800,8500,8300,8100,7900,7700,7600,7500,7400,7200,7000,6700,6400,6000,5600,5200,4900,4600,4400,4300,4200,4100,4000,4000,3800,3700,3600,3400,3300,3200,3100,2900,2800,2800,2800,2800,2800,2800
SWZ,123500,117700,111900,107900,102700,99200,95300,91100,87600,85900,83100,83300,83000,81800,84100,87100,90900,95100,99600,104500,109600,114200,118100,121800,125000,127100,128200,124600,120600,119000,115300,109200,103600,103600,103600,103600,103600,103600
SYC,32800,30300,28100,25900,24100,22500,21100,19800,18900,18000,17300,16600,16000,15400,15100,14800,14500,14300,14100,13900,13800,13800,13700,13600,13700,13700,13800,13800,13800,13800,13800,13900,13800,13800,13800,13800,13800,13800
SYR,67100,63600,59900,56300,53100,50300,47500,44900,42400,40200,38200,36100,34200,32500,30700,29100,27800,26600,25600,24700,23700,22800,22000,21200,20400,19700,19000,18300,17700,17100,16400,15900,15300,15300,15300,15300,15300,15300
TCD,233200,230800,228500,225700,223400,221300,219100,216700,214500,212500,210300,208300,206100,204200,202200,200200,198100,196300,194300,192500,190600,188500,186700,184900,183500,181400,179600,177900,176100,174700,172500,171300,169000,169000,169000,169000,169000,169000
TGO,179300,175400,171800,168000,165100,161700,158800,156400,153900,151500,149100,147000,144900,142900,141000,139000,136900,135100,133200,131300,129600,127800,126000,124600,122800,121200,119700,117900,116500,114700,113200,111700,110100,110100,110100,110100,110100,110100
THA,69600,65800,61600,58100,55300,53000,50500,47200,43700,40700,38100,35000,32000,30000,27300,24800,22700,21000,20400,20000,19300,18500,17900,17000,16600,15900,15700,15000,14200,13700,13400,12800,12300,12300,12300,12300,12300,12300
TJK,124900,124700,124500,123900,124100,123700,123300,121600,119300,116800,115200,114300,112400,111400,111200,111100,111400,109100,105100,101500,98000,94700,91600,87900,85000,82000,78900,76100,73400,71000,68200,66100,63300,63300,63300,63300,63300,63300
TKM,130600,127100,123200,119500,116200,112900,109500,106300,103300,100100,97200,94300,91700,89100,86800,84400,82000,79900,77500,75500,73300,71400,69300,67700,65500,63800,62200,60200,58700,57300,55400,54000,52500,52500,52500,52500,52500,52500
TLS,0,5029,5847,239100,231800,223900,214900,208500,200400,193900,186700,180000,173200,167100,160700,154100,147500,140300,131900,124200,116800,109400,102800,96500,90500,84800,79100,74200,70000,65100,60900,57600,54100,54100,54100,54100,54100,54100
TON,32600,31600,30600,29700,28800,28000,27300,26700,26200,25600,25000,24500,24000,23500,22900,22400,21900,21400,21000,20500,20000,19600,19100,18800,18400,17900,17600,17200,16800,16500,16100,15700,15400,15400,15400,15400,15400,15400
TTO,43100,42400,41900,41300,40700,40100,39700,39000,38500,37900,37400,36800,36300,35900,35300,34900,34200,33800,33500,32900,32600,32100,31600,31200,30900,30400,29900,29600,29100,28700,28300,28000,27700,27700,27700,27700,27700,27700
TUN,100300,93400,86900,80800,75700,71500,67600,64200,60700,57400,54300,51100,48300,45700,43300,41000,38800,36700,34800,33000,31200,29600,27900,26500,25100,23700,22400,21300,20300,19200,18100,17200,16200,16200,16200,16200,16200,16200
TUR,135900,129500,121900,114900,108700,102300,95900,89900,84400,80100,76000,72000,68100,64600,61000,57000,52700,48400,44500,41300,38200,35300,32800,30300,28200,26000,24000,22300,20600,19100,17700,16300,15200,15200,15200,15200,15200,15200
TUV,69500,68300,67300,65900,64700,63800,62600,61500,60600,59300,58600,57600,56600,55000,53600,52100,50600,48800,47500,45900,44500,43300,42000,40500,39100,37700,36600,35100,34400,33000,31900,31100,30100,30100,30100,30100,30100,30100
TZA,174700,172300,170000,168100,166600,165200,164400,163200,162000,160500,159300,157900,157100,156400,155600,154600,152800,148900,144300,138400,132300,126400,120400,114700,109100,103600,98100,92700,87200,82000,77200,72500,67600,67600,67600,67600,67600,67600
UGA,188200,189300,190800,192100,191700,191100,189300,187200,184800,182300,180000,178000,175900,173800,171700,168900,165900,162100,157500,152100,146300,140500,134900,129800,124900,120100,115500,111000,106600,102100,97800,94200,89900,89900,89900,89900,89900,89900
UKR,25600,24900,24300,23900,23300,22700,22300,21600,21000,20400,19900,19400,19100,19000,18900,18900,19000,19100,19300,19500,19200,18600,17600,16800,16100,15200,14400,13500,12700,12000,11400,10700,10100,10100,10100,10100,10100,10100
URY,43200,39700,36700,34000,31800,30200,28700,27500,26400,25300,24100,23100,22400,21900,21400,20900,20300,19700,19000,18300,17600,17100,16600,16100,15500,14700,14000,13200,12600,12000,11300,10800,10300,10300,10300,10300,10300,10300
USA,15700,15000,14400,13900,13500,13100,12700,12400,12200,11900,11600,11300,10900,10500,10100,9800,9500,9200,9000,8800,8600,8500,8400,8300,8200,8100,8000,7900,7800,7700,7600,7500,7500,7500,7500,7500,7500,7500
UZB,103200,100200,96800,94200,91900,89300,86900,84400,82100,79700,77500,75300,72900,71900,70300,69100,67400,66200,64700,63500,62200,61000,59400,58000,57100,55800,55100,53700,52900,51300,50600,49600,48600,48600,48600,48600,48600,48600
VCT,53500,50300,47300,44300,41700,38900,36300,34200,32200,29900,28400,26500,25600,24700,24000,23200,22700,22300,22000,22000,21800,21900,21700,21800,21700,21500,21600,21500,21300,21200,21200,21200,20900,20900,20900,20900,20900,20900
VEN,46600,44900,43100,41600,40000,38500,37100,35700,34500,33300,32200,30900,29800,28600,27600,26900,26100,25500,24700,23900,23100,22300,21500,20700,19900,19200,18500,17900,17300,16700,16100,15600,15000,15000,15000,15000,15000,15000
VNM,110706,66400,64500,63000,61200,59600,57800,56200,54600,52900,51400,49900,48300,46400,44700,42900,41000,39600,38200,36700,35300,33900,32500,31300,30000,28800,27700,26600,25600,24500,23500,22600,21700,21700,21700,21700,21700,21700
VUT,68800,65400,61600,58300,55400,52700,49900,47200,45100,42700,40600,38500,36700,34700,33000,31300,29700,28300,26900,25500,24400,23000,21900,20800,19700,18900,17900,16800,16200,15200,14600,13700,13200,13200,13200,13200,13200,13200
WSM,0,0,240,233,43300,40700,38600,36500,34600,32900,31200,29500,28000,26400,25700,25200,24700,24400,23900,23500,23100,22700,22300,21900,21500,21200,20900,20500,20000,19800,19300,18900,18700,18700,18700,18700,18700,18700
YEM,204700,194500,185100,175800,166900,158400,150900,144500,138800,133400,129600,126000,123300,120200,117500,114700,111900,109100,106500,104000,101400,99100,96900,94800,92600,90300,88200,86200,84100,82300,80200,78500,76500,76500,76500,76500,76500,76500
ZAF,96400,92100,88000,84200,80500,77100,73800,70700,67900,65400,63500,62300,61500,60900,60600,60900,61800,63400,65700,68500,71400,74100,76300,78300,79300,79100,78200,75800,71100,66600,61300,52600,46700,46700,46700,46700,46700,46700
ZMB,157500,159700,161900,164500,167700,171400,175400,179700,184000,188000,191000,192800,193000,191400,189900,187000,183600,178100,171900,165500,159500,153800,148300,143300,138500,133300,126800,120300,113400,106400,98800,90400,82900,82900,82900,82900,82900,82900
ZWE,108900,104300,99000,93300,88400,84000,80000,77700,76100,75900,76800,79200,81600,84100,87200,90500,93800,96900,100000,102700,104800,105800,105200,103600,101300,97700,93800,90400,86000,81700,77800,72400,67100,67100,67100,67100,67100,67100
