"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37"
"AFG",87600.3549638306,45002.5248548181,42083.0983208511,36596.7426928998,33074.9006977667,20396.7624194997,25223.3808893324,13817.7152285299,8102.55227744604,8330.57561838643,7130.49207832007,40768.9452737513,53081.0597424294,54299.2617284455,55359.5485773271,47907.3684409148,43094.1399629536,10835.9413785607,12363.0359417394,17459.3816954681,21616.8694171864,11878.8004585588,10620.2459994391,8109.88466345294,7564.89084776038,8824.30954124005,8327.44663371929,9766.00276691433,10874.6205320704,9155.73635579566,11073.9638225951,8908.22017543612,6648.1625167456,8694.07189840035,8055.1792760023,6490.20573230227,9153.58740612522
"AGO",22584.7374352135,21620.6792098705,16413.0941239583,16801.3964281311,16916.574740482,11990.3828639374,10734.4261988856,16519.685006027,14760.9341855881,21595.6880994908,13663.8200455596,12804.3933545192,8262.23409314873,6014.0643198866,3365.20918235808,2856.7296513699,9745.72943547903,4394.86511208469,2636.70234899448,3393.20080649204,9143.43569031682,10057.2222724552,4139.27013016845,2469.88775808639,2784.33963773542,2712.17870342594,3527.45371689087,2641.99549030272,4128.01725911735,2997.56230691201,3335.46829365828,4780.22278115521,7939.61151148025,8801.10556236688,2345.48290419973,2563.50542883329,2963.46977679127
"ALB",NA,NA,12.0009977081399,10.8729901243364,10.5771101696624,10.597868229594,10.5493315427776,10.5675287368009,197.194268312463,64.52220995473,10.7677579455639,10.6062097761871,10.9201603825064,12.9562252812538,12.9423495598687,11.8256786649115,13.2433552383608,12.5422707853554,11.3951502817567,11.1944186319334,50.8232187214816,40.253112503926,25.8696204269155,20.9488463936533,18.557794601078,17.175604405071,16.0124070707614,65.9227348286416,11.6028402730764,12.9342077802967,66.1536713723037,11.0865609540493,12.1855622504502,13.6121211134039,66.3677395545883,11.3705657774455,12.6833473238195
"AND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5468907581307,56.8893572605054,74.135058339797,89.0637153250704,57.467178365971,35.8478878874405,38.7315477972561,41.2960613809903,43.6396385569798,45.5282654096037,47.0776556446904,49.0518629203603,50.4678236802501,51.7569304518673,53.7171831413355,54.7036711778577,55.7357827859094,6.65466481526427,12.6785755211327,16.4663512428621,22.1670205023589,27.6309261300832,32.946614827306,39.0845141071741,44.0942417466399,49.3456735836328,54.2306977468376
"ATG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AZE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.042165536972,44.6003965147194,63.5366448526433,217.077725621405,40.8210898565919,32.6568321525706,45.7376152183603,62.8192936266416,31.8413397372138,19.4126644131945,25.5295266033924,111.739673364174,49.8052448475348,28.1737802182456,36.5500133865595,18.7404234491219,31.0660914463742,38.0164232469883,59.0457921194679,22.4979877506485,21.8347893309228,21.2246684192684,26.8555566893526,20.6060733227387,28.8784252483754,48.1335429887611,54.4890313749844
"BDI",11208.1693360141,7063.75534827369,8488.62190750132,5025.23914408031,6222.77368715932,6773.67531809214,4189.5774242035,5701.37133924361,4885.17852530571,2699.79640541824,1869.11640802644,3476.97153941532,3607.27762237083,1833.50772208666,2409.7530577824,2576.18682760607,974.035960843338,801.422226231178,900.992909616487,3129.17195709073,5749.36451069911,603.883655208556,706.204015776336,467.36006915845,479.913968358147,575.077760883129,537.946776540352,479.044873133503,508.423040453839,559.456060339293,486.174327977823,468.863941369074,508.466269867597,556.943875971625,517.288050086039,530.607406371702,524.132900103311
"BEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEN",16537.6374791208,12940.0104013663,12898.468938476,14710.6797557051,14481.3899007809,8553.05587746734,14959.5801077307,6751.19590755929,4655.17183127334,10828.196539394,6726.10858145753,4368.50279761754,4566.04121576445,8003.73818559806,10210.5002288546,3122.38044701936,10444.4623961638,2698.50957636212,3280.55992639985,4709.59727508147,6047.73660169991,2490.66565782735,1607.9468174055,1719.25889453274,1355.54077464459,1513.50653524456,1472.40521972685,1937.40333510322,2831.59979918491,1611.96110653556,1605.58551401021,1521.8183290719,1702.50101862082,1972.33841763826,1340.1297796997,1289.0775586554,1288.18554457931
"BFA",18518.9212931071,21302.3001539297,21617.9111825731,29733.019595544,18268.4604640632,13284.6857456212,29558.6065625733,10175.1227696355,9714.43000041061,11943.6267861375,8979.31348095944,20497.658899186,13283.4064647169,5858.9833757683,8313.9935727846,19657.0752772395,6391.2490842715,23031.0810174875,8802.57140131944,10316.8780429374,7094.28830461128,4617.85840344652,6675.98169250749,3288.46916478698,3351.59540000879,3161.78662803984,3067.79395578406,3268.62402210587,5563.47185532888,4844.60288880477,3727.48341494723,746.958363618906,3187.89053369449,3485.49485590379,2323.93172402202,3386.33613097904,2974.16188269592
"BGD",35175.1152068189,35371.0624585144,59081.2685454807,71531.5058076888,73533.5284848614,82008.5443746067,81275.6341014937,74342.3205409344,47213.2764926752,42137.2498055488,54369.1172312139,48957.6781837061,38629.8072726074,46371.0755272353,38927.1389746348,37068.1153292798,47289.7026836826,42505.7267008087,39509.3704956015,37340.9545914104,35021.6435015577,32895.4452934473,32891.0169852141,19207.833343286,39626.0330506723,38725.5223916223,7828.66051159176,13703.7223065131,16858.7839634846,19242.6178308566,12395.5278729165,11490.6391087546,14848.3025658144,19708.3012407074,3310.94993590153,6917.17366129496,11380.9409950135
"BGR",211.268248758748,204.61027196564,197.249540760335,201.525708371967,199.256288194594,200.36068419337,200.476866613552,200.373920539394,199.623717219775,199.912584025415,198.927768059512,189.697973692083,177.662466788977,201.983709420484,194.532256816213,198.000185933429,196.086985653959,195.522161084684,193.890398238983,196.501425167322,194.987840795951,194.738275370947,193.904288260048,193.91970219916,193.921326418725,192.945803341541,192.241375248362,191.00950384465,191.771062549895,188.899788143823,167.351020512112,192.573020785258,189.117004407644,190.593655356639,189.966641255368,190.246013721123,188.974593381993
"BHR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BHS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.810095922841,188.325417546257,256.896153376568,314.178733406679,358.532751789712,388.640473529157,420.86272477288,337.84507496176,332.502649062692,329.799319817984,330.25772348374,334.275799795832,276.089582939621,282.28250523484,285.932212965917,291.783135004133,294.687833894929,299.838807065536,306.014911577441,310.616646851226,316.900053270923,320.722852319382,325.077402346849,349.165371292522,353.424989181191,357.255619654291,360.229318003412
"BLR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BLZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BTN",134.535340415895,217.712706588746,162.256827781859,158.543676772898,103.46789567848,117.556559738481,87.7618377850926,57.7929280535055,74.0541798597631,28.5787550024889,51.4539015193488,23.9425704262194,58.073470999577,74.9412615602208,27.6347133263789,12.3677278482669,26.4718197833997,21.2072747952101,139.485239434036,49.293034682054,81.0714636290133,20.1472058545367,14.3135448820482,13.4968600981298,13.308230965148,11.506630340079,17.2278747942796,23.7885073512759,17.5547920064907,16.7378888006815,13.5750829100336,12.4925221610096,12.6634501537907,22.0134381721905,12.5349846779841,16.2513024630902,18.008177853139
"BWA",723.185984094877,705.55451514677,1705.60423923258,870.059314001793,731.504234567452,611.397389059136,478.103688593717,532.681787660499,1065.3607153813,629.230863122068,517.982404916705,506.195927184443,1310.23975659568,814.450960152686,529.251647475918,563.709684906803,1200.81686847431,428.94581538474,364.917045966983,777.529180349337,446.656149393045,421.840477590141,427.35117749559,425.733605407812,432.126275841625,275.083161346724,402.384057424599,460.832902581215,506.852568886034,310.412894871624,414.401324933367,459.02318529054,470.956890687028,282.020000385028,388.464694872143,439.664182966075,243.17927633391
"CAF",8436.06337085739,5079.64484141108,3529.90485497008,13167.80869858,4876.49083312755,3870.76783741329,4464.94638084282,4063.36670007296,1739.45985900556,3470.00609612999,7816.34701491702,4965.95006012108,3170.90470902313,7208.96651078402,2538.63277257372,1637.30396944998,1502.53001826612,1433.13810842754,2079.19070631197,6883.17666810669,5485.86286124138,2701.03001659017,2195.38900572244,3062.30289208938,1928.88952289064,1449.37559931902,1483.13588073028,1229.8027041571,1320.34430463478,1258.83058162741,2359.46749007881,1550.83817797929,2077.39395811279,2884.27995431718,1463.66533708703,1739.22458092825,2986.75469280248
"CAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
