"","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"HND",117140,48920,23360,100560,129520,12060,28740,23100,127060,167200,1900,1160,260,60,0,80,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5520,0,0,0
"HRV",NA,NA,NA,NA,NA,NA,NA,NA,NA,2380,2340,3200,1740,2760,13940,2380,4800,12960,620,180,160,120,380,1080,40,20,0,1020,40,140,240,40,0,300,4120,80,140
"HTI",50040,21280,17380,33620,42220,5380,62600,4700,11600,28280,NA,NA,NA,NA,NA,20,0,60,0,19840,3180,0,0,0,0,0,0,0,0,0,0,0,0,2360,0,NA,0
"HUN",211460,50420,2480,1960,400,340,600,22060,NA,580,320,280,660,220,80,240,480,460,20,20,400,0,0,0,40,20,0,0,20,0,100,40,20,0,0,0,720
"IDN",NA,NA,NA,NA,NA,NA,NA,NA,NA,875707.332643135,1016165.13993554,3258345.63237298,2405066.81307313,1985072.69758734,2266786.88406004,2173804.06787697,1227872.18239531,2102605.73064715,2904863.23133895,1949684.01016092,1730335.73387619,2046534.4585567,2204182.47893542,1553042.3786398,2094643.29252506,2190304.90989237,1452527.92496126,830922.003560448,1559758.44755618,746005.788577648,1644250.67085099,683594.592466317,692589.603933127,580158.018061222,669370.292051089,402327.572031811,444616.957938529
"IND",32129360.4852338,28523910.4107786,27061223.8602792,32521214.8448862,30263098.3037861,28993772.762604,36477115.3235517,28179095.9495172,27206379.0808752,19929745.831832,19246050.761865,18075488.1651879,15754915.4481364,14674494.7552063,13201342.0304984,13893478.2026218,15883122.9400079,14498781.9888959,13314294.7134561,14049978.9458862,15247793.5871773,14915263.6149379,14833576.0068271,14606308.9140142,14300020.426259,14976812.1415287,13909235.5207328,13417038.5568195,13954731.3918511,12604097.943051,11266235.5713458,8496602.07332782,6723817.89086788,1207291.42504724,3093462.54990855,3654989.16972021,885422.636927778
"IRL",21500,37940,123600,114500,198060,9020,4020,18720,24960,11120,2700,3580,86560,24660,4700,4560,3700,4080,2940,NA,4820,4860,11680,6680,1900,1740,1280,1140,3280,8860,5700,2140,0,840,80,NA,500
"IRN",1248732.88888868,1571860.14244759,1544937.79478813,1323038.24464282,991302.209967778,857159.14147463,912934.296048925,721584.642240348,594491.502738444,544186.908151163,538706.196127389,508283.268472015,492576.485147616,428087.118072276,407508.228821412,425992.726590537,456837.154705697,449169.771039966,462797.864526921,583619.311434512,585488.772908665,578254.335410436,606373.081082439,111962.941674671,211983.134870735,300324.895011526,379224.137647492,426668.141874513,483823.377362493,530178.38606979,554368.242751257,572134.417875205,568928.906513862,161741.568094021,246817.666492169,317581.095263515,123989.01419941
"IRQ",913563.159453593,468328.144296744,551016.760289513,553356.670464901,339852.165576694,189405.308182315,153249.971323667,169387.937448585,200739.133655792,93768.8393856111,200732.257436441,321039.781828131,261466.616105305,186788.683250142,146267.40023822,48834.039908389,54523.2088855398,99681.6686445686,178659.7883842,89094.4706123709,99974.4722972381,230117.390047452,146907.664887978,167193.020242429,56426.1639146716,51650.8628761361,48736.9790768909,129972.667887712,59177.0487622322,48591.2480255989,45999.0030933542,46284.139821715,51543.0270425112,53701.9661912683,59201.9656805144,44059.7069004254,35897.4683987517
"ISL",480,280,780,3240,7480,2640,280,220,460,280,200,160,160,140,40,20,20,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,20,0,20,60
"ISR",4560,157280,2580,2740,60100,39020,8760,3880,580,4600,19820,1320,2820,31100,440,380,240,160,280,720,380,40,2480,2320,40,180,10780,18620,100,460,1400,4220,1000,60,1600,160,840
"ITA",1424780,368460,527420,1542980,1500800,426120,412540,1843760,584280,104460,469160,1300260,337800,123160,742620,651920,825080,81440,58160,29140,NA,187700,219640,11980,2700,8780,6420,32340,7020,7440,103780,0,0,35980,3180,NA,80840
"JAM",105320,56300,23280,4720,1340,600,740,600,114520,73020,6160,0,0,0,300,80,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,4640,0,0,0
"JOR",17010.6208439585,33232.9642281902,46584.7703735848,69086.1923178024,80750.5812583689,87653.2927035176,109674.15169082,75129.5130600759,95512.6362534202,98136.5230199275,96102.2992747342,102832.820976992,131638.381537812,119382.293940294,108604.942797174,103657.273950227,78889.5479948163,7867.51280330782,14395.4876278119,13258.288922211,19014.8481901705,24527.5237550849,29773.1752119742,34505.4157087763,38801.4762062242,42487.5439295216,45573.4728612418,48214.5730119205,50498.1682010707,52460.3596489363,54217.9571018311,55798.6765118705,52746.8312858917,3198.37303121649,6025.29654475068,7550.06549067543,2734.64978651692
"JPN",429420,134320,145620,245360,56200,126460,117440,62180,35060,65180,109040,NA,40040,NA,NA,32800,NA,17980,NA,449940,451040,676240,165720,175040,NA,10400,NA,220300,14820,9000,8680,4560,4580,20940,700,3300,3740
"KAZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,5460,28500,12940,65940,35760,5680,2460,2400,38700,27820,4900,1880,360,480,44080,322360,2180,260,400,0,80,2540,1100,1460,6340,10520,2440,40
"KEN",1327287.83653473,1124708.97174564,1189660.22318413,847379.986425396,503542.669863681,208276.795094812,259313.514387806,341398.637478554,406525.293308468,365163.063537284,299339.835845564,319135.664587311,109769.761604188,88506.6610927178,81858.609620377,82043.0343992469,81388.9991461397,103899.83776958,101334.076059077,148151.820795453,117014.661876341,82758.3021765525,73713.6226581586,73291.0779487335,69561.3562913987,76925.2122885029,76864.158222002,74732.5318883088,74330.0577763794,71935.5042919544,78533.5068604642,69265.6318958266,72342.0535642496,78462.570428543,70345.0700558372,69840.1061263005,69612.0489572398
"KGZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,11680,16480,16300,76500,3360,340,1480,19960,47940,9560,320,340,40,120,160,1060,540,800,320,20,0,4440,0,20,0,355580,0,100
"KHM",777082.626796155,902838.216742542,311719.230322245,660988.805398221,718026.804889614,372762.280107703,276425.855159764,226660.031673111,272560.063095297,200907.532859373,192888.817981997,198154.112945615,182196.922130505,176789.639513682,187837.96936891,196778.517327331,207865.396790079,187535.406882701,298323.065551494,269599.501646447,211082.18665626,162623.461723956,153746.922002913,146766.222071047,183391.469514372,180364.063004248,177774.253155928,169575.296706079,230855.76665755,180635.915958645,172482.817217863,132918.135339966,171833.817408728,78558.7560197845,152683.192230064,214911.997967922,73328.1632241537
"KIR",610.294042002075,489.4517385377,425.258072465282,4426.9126240409,6193.04429993129,440.727774809745,512.56416581271,1016.56959297667,5467.22696774832,365.758392332959,353.989947727061,7118.8943193987,626.329165092524,1100.73626763225,452.356848687321,377.438876946387,344.915904420206,1397.06222117351,762.24462102864,255.634470160897,260.492491826009,254.595435171502,2973.59853782534,370.901968872838,276.496697100449,3376.47565004849,277.736547819113,253.952370368861,254.283616563624,353.371569064652,346.742751281831,283.509730893892,259.12280768601,255.128380673463,2706.01881076358,3854.81029432568,400.140740499657
"KNA",1040,2760,11120,40,540,440,420,240,240,1600,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",46140,135520,13900,44920,25660,36360,37600,31580,47880,68300,NA,NA,NA,157660,1420,1420,40,80,NA,652940,461200,1240,660,220,140,560,3880,40,340,2280,840,40,2140,32620,140,360,100
"KWT",14680.4212382386,13502.3474902128,32264.7608538323,14467.6499350065,44429.2830684187,10994.6049384634,10986.8856270501,5829.7728341432,5661.20742262386,5618.83764911661,7152.85183530986,11126.4218668544,8435.32134917244,11756.5190086727,5548.90814540387,6579.66925106699,7341.36629172274,9257.78491149787,6137.55025175316,7854.08924083168,12013.4156109361,15574.4986873461,18547.1312932397,10052.4937947772,7539.3223413813,10996.7207388434,13742.2868009451,15949.850083325,17611.4017907867,8135.20555391436,7573.07042361989,6878.72747330013,7333.23014362493,6689.02853105578,5457.56764883211,5247.09288112747,5546.0482210384
"LAO",NA,NA,90197.6370267905,167379.108790647,241684.089182799,249096.030810256,322596.202446891,313323.6530139,343885.870058321,312841.71024013,263310.626331712,208204.8292234,216645.1578976,209445.662523744,320032.588605639,232458.172402327,201393.301231179,388732.497118989,320870.508481857,216062.9220526,171215.992153487,144154.221837515,213140.307096245,233237.851417379,184365.034600134,160034.483097631,215554.720569299,30764.4338078576,63496.8354949764,94576.2936429529,118352.351075229,23126.799250785,47882.3327278708,78342.0820778892,31265.8292468384,56473.4161048324,79863.7388246943
"LBN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139473.311253601,201798.421443797,244223.395404678,274661.286311194,304348.535827966,313788.078951326,321603.461561069,74394.3112083468,136125.780781287,189097.012009498,241383.737508389,289846.148739309,324882.005426186,354946.108839995,372347.335370205,383153.792876851,389487.837143188,391941.816302023,391095.126301576,413926.793049705,45809.4741052612,61693.3973576547,101428.442662829,41184.1582694392
"LBR",303104.02785869,223992.99624739,155811.317889958,199728.688640804,93403.8628819047,46840.019343548,79556.576294464,89727.7060356222,70964.8845872802,202946.86883265,217697.77366057,89072.9784055018,98015.8906622901,41211.7842823012,26733.6651518089,73949.478605957,101404.505586186,61774.5352999726,66295.5060183255,97906.688638964,58196.7313226677,28089.581194235,25361.279159216,22320.3280362254,39411.6476748899,23322.5289131197,20092.5374200382,31783.7659593776,23673.2647699797,119707.255761736,34309.4227677413,24028.3853959603,20040.9158227686,20050.1722142037,52981.7980182227,41231.2187258178,46086.7767780632
"LBY",31400,18560,19920,50520,83860,17020,8020,6320,4140,18620,33900,73820,14660,22540,NA,NA,520,1000,NA,NA,12660,77800,NA,55420,5840,20,1180,160,6580,NA,NA,6400,0,4720,1640,640,160
"LCA",2680,40780,1420,260,180,640,80,80,200,600,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
"LKA",124640,265460,163420,264300,187960,124700,70160,52600,15600,80080,37920,14020,11160,11320,8160,3160,3900,3540,48340,330540,6180,2780,1300,700,60,0,880,660,420,1580,1200,1020,42140,61220,31360,2240,20
"LSO",33618.5873247968,31148.0135804622,25348.2707141641,26894.5822694127,32521.7200308108,22179.6240067972,15562.2014945903,12927.1670273019,11341.4174048399,13582.1394412492,14262.9732867327,12676.933168807,8178.44772659139,8299.97979309363,7515.91615927448,11819.5948209732,6825.92061511758,11167.5453107382,9801.02734895107,6749.26742865503,2337.89800013179,5607.12831601592,6798.97645529901,4535.36472868942,7602.41576435382,7011.48675893744,6784.04551215057,4294.01037372785,6080.88286971651,8211.68948906827,7236.62659553865,6983.24537614459,7672.40747920228,4786.77261201781,5921.38597161036,6233.01769358729,3774.5156113642
"LTU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2860,4000,4980,5720,3760,700,600,360,460,380,140,2060,20,20,20,20,0,20,0,40,140,0,700,220,1000,440,40
"LUX",4280,4860,420,700,1240,540,3060,360,240,320,20,960,80,20,20,500,20,NA,NA,0,NA,NA,20,0,NA,160,0,20,0,0,120,40,0,20,0,0,80
"LVA",NA,NA,NA,NA,NA,NA,NA,NA,NA,420,120,4960,1080,200,40,60,80,60,0,0,20,NA,NA,0,40,140,0,60,0,0,20,60,0,720,0,0,0
"MAR",1436153.99218271,672059.756755463,1033332.52852522,247893.688567747,144183.596941983,230023.311402427,368400.921471544,116044.935552087,81820.9829231924,75268.4368129041,78792.1993691662,121889.312067579,149666.884867413,98420.4747615027,82140.5546125894,68641.4415008683,81723.4133651366,154274.231693629,180183.130711684,137983.459965422,87111.6726819421,124209.502421389,199827.670439227,126102.150649307,309845.347710695,66417.8353080234,86986.766080635,74453.1464728741,97514.9393915356,88106.2985587377,90110.4617240965,76601.5513820999,68146.3978661669,84913.1384715204,158556.839554618,237201.037698031,80686.8225090632
"MCO",240,0,0,0,0,0,0,0,0,0,NA,3200,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,20
"MDA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7309.69376055596,4634.46006005788,9986.22244064661,7356.87123625228,12128.3559382367,5572.59007720356,4822.69704252784,7967.5317068003,4111.77575913093,8362.30062001056,5662.74735474691,10374.9399435643,2657.16076498075,2243.35087567436,2557.18329301564,3316.27263688,2779.28196857132,2760.6454687608,3107.58123012935,3523.74006821545,3949.60834406835,4601.06457029707,4969.62261615842,3492.05367925128,504.534143814904,874.463802521222,1279.2769138688
"MDG",1766546.66997013,796406.789190152,968480.44304355,644955.448298129,677845.970836877,301780.415563223,214799.896635136,256776.094681529,362250.426673218,239168.252014375,174098.052286399,143141.747288515,173774.345356944,242364.999217461,216066.829398077,176391.394388124,232601.900145121,244962.610156511,410218.911232166,397226.995032882,212785.393901355,210271.198607232,725784.266468892,399353.48924228,180700.72207261,168870.832576199,144531.161283502,164078.564473805,138619.234917287,132577.151703373,152880.609755763,135614.464727044,130355.534975553,152647.476905912,130833.394421184,130785.404921322,141723.061232186
"MDV",NA,9220.84262031066,9285.75521482024,9299.79643277752,9316.68496006361,9233.7470930586,9352.49537094462,9375.00215414889,9568.05002732269,9960.00906871318,10169.9131094399,10342.7912964401,13065.4557382707,44189.7355563562,27836.8520667547,17794.9481538412,25522.838631446,16684.9688323355,30166.261015648,11646.1027609513,10278.952221442,61991.539225275,23598.1254352589,12064.9357849117,7932.73611752216,25186.330449885,11814.2212108085,12600.6779908015,14634.7977256308,13585.0302980818,14708.8696598046,15563.0452618218,16139.3752518861,17166.9922480144,787.018038555642,18190.4866735962,18029.2411187837
"MEX",222720,127280,67360,103160,476520,196480,55520,78300,407620,1375640,101540,10660,3440,2560,4880,40,0,0,0,600,60,0,880,1280,120,460,0,0,0,0,60,0,0,90240,0,0,0
"MHL",1879533.27387839,2738467.45078997,3368818.75222871,3880627.74280463,4314196.8087254,4689468.32248826,5018065.61376563,5310974.15234906,5572527.83600278,5808310.30931604,6022472.29259823,6219865.86094766,6404170.28533883,6567625.95271547,6715494.54113287,6848429.75231007,6969657.45035735,7076355.0453218,7178300.08613429,7275752.0960961,7367488.13028448,7448387.03246195,7524745.11388657,7598117.44124522,7668662.06528291,7736602.92573247,7802816.80025117,7868288.10908128,7933121.83567661,7996372.69444533,8060141.25741286,8122537.53216077,8175717.643926,8225034.08273027,8271552.71336845,8315658.37444126,8357408.05090715
"MKD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45151.202979154,48778.0578943467,53984.3936902636,51197.4775354363,114012.320503934,67056.117521485,72436.0281143957,42762.4626193255,38324.6229243233,37308.8440869273,37267.8995894303,38051.3004050142,38674.6456941037,39626.7143263855,40884.3130882472,42290.0920072774,45487.5460523555,45748.3383110192,48935.9361508927,103850.851127759,40716.6588153349,36183.1255611527,41195.9231276909,5920.97141995814,7325.5822537428,10587.8750122644
"MLI",885009.913557754,1237204.22533369,690928.327669637,464694.705542946,411350.133918456,474473.407416759,459768.156529487,469400.456870102,420966.500836167,303271.724952946,1240390.99483062,640322.013278897,827163.328513878,413152.433088623,402803.70160815,932443.737106591,420382.803066814,835482.379783516,373380.229025905,313395.537091379,476528.942298623,194411.316303328,329129.728102291,292957.073548827,202286.411347054,302996.836237175,273441.985550332,212648.250996968,471913.377141107,323830.468968274,238196.155454436,217573.390715539,253893.447121686,270718.472194518,245528.977896941,235579.366006072,234143.555874552
"MLT",2420,30600,12400,1160,3500,36880,920,340,340,120,160,860,60,160,540,320,100,60,20,40,40,140,80,80,120,20,40,20,20,0,60,0,0,0,40,0,0
"MMR",1276994.0403611,2174748.6517582,1586298.64352279,1397874.16153631,1383444.45793894,502415.069678128,527505.94210867,436807.490899183,389808.60664229,386284.710684006,424899.846154228,240572.483888683,284616.146706631,224377.423311841,170664.749027916,205139.907318789,156570.742397694,188040.917297394,138238.347738175,139104.933531408,283630.584707562,149134.358412718,137420.589509824,189852.826363253,102315.119164208,131946.20108246,158055.240134794,103475.563140756,103534.728464589,91391.2286242368,360278.849034975,245538.672940203,157861.088240163,108782.62926785,41718.2529099423,69959.8685119119,148342.081986242
"MNE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,100,0,0,0,NA,0,0
"MNG",6653664.78786225,7217186.93296782,7136896.17322309,7048719.18134887,7080238.16105513,7104037.180083,7050752.27965913,7379853.02273325,7709413.15758458,8071781.34821481,8427526.87632848,8683777.3483476,8895999.33301922,9076077.00408402,8817905.51884706,9272878.62479764,8383610.35088561,9468978.99936291,10119246.9619821,10526167.7226903,10045671.9483685,10624063.0221062,11030314.6718098,11334829.5823016,11571712.6045817,11760621.462036,11910579.1330416,10609303.406571,11348137.5563358,11863294.7317158,12218858.7443061,12477389.2134048,6648710.58904082,9256371.57003178,11186083.9267514,6647730.01710504,9310037.40980886
"MOZ",512502.141139131,342481.458341373,338475.06415533,359744.234967103,471104.067082479,454361.846225201,364723.024922866,348597.474124119,681195.819354936,507813.617242551,189122.84384115,124837.26668911,182912.210249132,288508.261363767,152635.898931436,276920.488873897,445706.632998987,443595.279839747,168593.006476542,223927.985764741,217139.55199795,218572.382516697,249183.163798366,276716.69127715,364506.011908689,46304.0547066577,39256.9072927858,37471.3809348976,36809.7613743939,103075.335577605,51766.5648371816,37738.3508109556,33927.9241992276,60765.9203572684,38057.9910411509,157677.346121925,36200.7852523309
"MRT",111449.261877379,63688.9437306493,152765.012442435,97351.7008572926,135197.453609252,55240.1053371719,33090.9206305055,19134.135701581,57086.2781485681,26840.5929174183,48817.4398036594,50740.198462348,56652.5808086144,34757.4734031569,17667.2587894357,34661.679015815,17968.5944767595,24126.6830828075,60549.6630554014,61674.5514112936,24441.5834509909,20504.073363399,45110.2908018097,51981.3070223773,14587.5090868333,16942.5706057476,14752.0608465427,14332.4496775821,16507.6772034284,23715.8174477032,16567.2476228435,14686.7266955458,15466.0007948973,15391.2064450596,10836.2274514369,16738.1471900453,15310.4502703647
"MUS",394.835044451487,874.25305081046,1310.41194736182,1781.77564801186,2150.50917574675,2484.34158419938,2857.54846587469,3175.88988170323,3376.52677340919,3631.59889059576,3664.65025243026,3755.89015002213,3834.67921101436,3887.31782249127,3869.02465500445,4310.08631242319,4286.78625785311,4297.51410334121,4386.64083259738,4403.20725845318,4323.75999527184,4338.57146634631,4049.62822633658,3766.44716927322,3538.05435342579,3323.35641813823,3136.73832691143,2959.36309065087,2799.4135230617,2649.57014426915,2512.84779556564,2386.62900563004,2186.59954771732,2150.18698585272,2057.27809546905,1978.64808749933,1906.71388379312
"MWI",259487.635337658,440806.348573898,604521.062673669,539787.608130593,594605.070184033,566397.649336381,549683.169842487,495585.461754043,490193.225429751,489818.91133362,378971.034611254,370009.812083622,339616.536581423,329446.043294015,320662.533136233,320606.92686017,323602.826702933,313724.865930923,77476.359753351,169964.056982421,238390.747963922,290699.232836613,307402.511722438,311328.712406581,309113.366599433,119430.555140238,193344.75095252,240171.019137583,100874.1443253,223581.989799912,249224.556695763,268933.027039866,279426.456000923,124274.317667676,185983.826189865,236709.198729424,113819.824060051
"MYS",113800,185360,186260,162940,103260,93980,108580,46080,20540,11260,5500,7260,10840,6920,13080,9200,12540,9660,51520,123740,43960,8160,12640,114580,28140,11280,7880,6680,3060,1460,31380,37360,3900,90980,26360,31380,34180
"NAM",NA,NA,NA,NA,NA,NA,NA,22838.1495553369,42126.6048832686,59987.3025463869,69551.4214631101,89979.4416760826,89071.1042208019,84340.9717536977,86393.7481092296,98048.4008734973,107287.536200322,10676.1756035934,10998.5680553402,21053.6754437509,15104.637992925,25418.8304697658,35390.6790580377,15795.721609441,25443.6118520918,35364.4038528134,44347.7545833257,52112.4338560559,65115.0107853237,40738.9333526798,48238.1084618124,54238.8872952738,8550.21046105715,16659.4523094418,12450.2045893064,6473.66258107057,13806.8129378214
"NER",480028.559752844,389270.416777301,312393.500147864,418456.428064091,618641.114932209,228992.127975748,192982.442752598,211954.913385366,258456.941672957,238468.657089062,971992.917431109,333187.754245013,359912.604480017,457916.444344677,626052.888024236,614864.090755229,336040.322690314,187790.869799416,367896.977313764,251228.533633773,588387.276012224,331102.799587286,502415.300573592,563999.549825054,112419.764558471,90558.1212613087,91133.707087394,98537.1019617597,96037.6439827651,96195.2965912251,96051.954680426,93852.6210213154,66598.715557479,104133.165132075,151875.142818868,60466.2103610667,108987.570926859
"NGA",3529974.49606112,3343380.73442831,3275407.62833882,4384509.79744481,3838257.65488688,2814033.75995661,5381860.43896248,5091466.82064503,1280161.80643859,3055771.01526805,3188643.24055617,5991685.82973034,3792337.07299683,2606140.20088294,1572601.40694335,2239585.73428716,1001212.48653443,3845338.29861488,5199628.8339744,4968385.09109457,3965792.75732773,3143837.98224762,3377041.10856952,2596558.55079582,2705123.97262005,817543.50613855,851555.172260868,1259201.35910199,743073.319693319,1200452.52978319,736010.524509435,952210.493204722,1542603.83305036,1106522.74765529,599649.363057489,706937.253219444,618867.994305454
"NIC",4480,4520,2240,3060,19120,51000,15840,6280,0,0,0,46640,6780,60,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880,0,0,0
"NIU",43.6815369367748,85.0326673830272,129.427575983399,176.943658225743,226.3579058341,273.765934925029,319.368943567466,364.048718173241,407.453020370014,449.246849089818,490.227614310842,527.393972416087,562.850312252717,598.177021277425,642.051303469595,678.738101768063,718.014914223715,57.6322005871584,114.042833533519,172.312408154118,232.291037066543,293.77208433267,357.203459218765,421.94724608278,489.518325864272,559.384214105317,632.522416991744,707.703353899005,786.210620384596,867.350479343847,951.142222196412,1011.45762885854,1071.02406219683,1129.85494671147,1187.96346707407,1245.35942426728,1302.05118018186
"NLD",1540,1900,9600,1640,480,1800,4540,30380,2480,320,1180,9440,9360,6040,3680,1140,420,180,47360,20380,NA,60,80,220,80,20,200,2180,300,300,1020,200,52640,2880,140,120,320
"NOR",91720,219480,123620,35500,26240,24380,11260,2660,260,1900,340,1460,140,120,360,460,220,NA,NA,0,80,100,160,140,0,0,NA,80,40,60,780,80,160,60,280,0,20
"NPL",11860.180877789,24085.3316521417,23240.9062620852,28523.562411121,22989.9481699637,18291.983762382,18003.760209974,17548.1822957955,17289.1359692911,17264.7100668727,16788.8436823859,16912.6373279241,16523.841747182,23612.5080519309,47813.105965036,61890.6746799824,97462.4961032152,59596.8014751031,84806.189347675,75672.9340183048,84025.729713315,62724.3690072946,99344.2755958107,93108.276081968,41357.9942579015,26599.2692013918,24491.3572339263,27375.5959722682,13411.4603324053,15417.2465180531,26403.3975571706,36017.4283970582,6012.35803284616,10990.7144683946,19790.4070930935,4170.42289431154,8409.40845377702
"NRU",698.925585563752,1287.24319023875,1798.47547686831,2211.01247183828,2525.21429155062,2744.71832683148,2898.50593458054,2993.57197186772,3030.98578965573,3184.32409936913,3099.26694128318,3025.58296436977,2974.35935294083,2931.34642723224,2887.25690648185,2866.21381319251,2738.38522562513,453.915030023752,905.651731585811,1381.73351519583,1714.50942658892,2090.82894553502,2403.59437051575,2622.87636080218,2810.24769952089,2956.41194020927,3089.78400974338,3211.61427818735,3324.00418440747,3426.55364661465,3519.45514416527,3624.53898297019,3717.54497907744,3805.07112008727,3889.73927972555,3970.04934956811,4044.53557497709
"NZL",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,184780,NA,1380,660,NA,NA,40820,3280,2120,1300,1300,420,1320,660,400,400,500,NA,3960,860,11940,1360,160,6380,200,2060,300
"OMN",813580,332900,183020,193040,83220,40020,76080,121040,85100,25240,4400,36680,62160,3620,1360,920,240,100,180,300,300,100,20,360,500,260,480,360,380,60,100,260,0,18100,0,2220,180
"PAK",5426619.09270389,2731658.31967362,2761337.08561147,2398905.18395106,4381713.5482843,6519967.8560145,6808518.98625087,6369353.58030021,1682192.18536299,3776769.21469653,1282288.57630452,1260474.75244933,1135517.48563476,1064640.77367034,1095111.29770634,1026002.18104831,1105455.36317712,1161749.86470247,1233027.35823362,1134297.1654692,1341415.02693537,1347218.42218499,1447375.45929625,1389316.98271344,1238087.22269747,1848858.1510287,1233221.41859234,985767.054944901,923135.617879863,1699556.83462522,1522281.79512957,1688412.70907908,1974472.85058941,898551.479010572,619093.716058308,1292239.89504051,943389.649454453
"PAN",86640,80280,11900,7160,85900,83980,37700,7560,6020,37820,48600,16900,1800,60,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,4320,0,0,0
"PER",201420,254160,152380,260780,187860,121980,124800,115700,22900,14740,20280,452100,34600,13400,7060,2100,1900,200,240,20,0,0,0,0,0,0,0,20,0,0,0,0,0,8040,80,0,0
"PHL",982321.307115163,1813926.69778196,2315805.17370878,3080187.8785008,2967951.38826147,2869819.33975746,3247406.98918229,3106635.16222325,3020597.63261856,2524207.67418166,2155567.13686777,2191607.21831837,1713996.49824151,1498499.05953834,1422406.61175526,1761500.50743543,1549057.28594173,1374338.88981328,260508.376866461,559800.181736094,856335.187195018,1107784.28901108,1311415.55753752,1306325.09005728,659376.407418059,857401.355239931,1004651.73723798,628728.944795279,804287.409268486,1004765.85054766,1160133.56503021,656175.971458651,831373.273326719,1397369.51458774,623185.826648548,801741.381699972,932353.214357152
"PLW",622.183929520052,644.976981881065,657.275952569329,658.6018064422,659.175515030915,621.149235634848,649.561928604361,673.14341061022,708.380488829755,681.500824763526,687.68162133842,685.769722225985,2707.04900228253,616.897168812143,619.742217216891,641.654355110943,643.797670791565,650.636828976372,628.085324278662,652.074593391956,931.451322703771,663.481620618307,889.331567850835,681.459465898321,683.894149341537,704.612463388722,719.966089027778,724.16806987039,677.034841290899,632.797952489006,608.722522251557,611.91269417475,683.320271529278,714.217591393347,731.944530115126,742.489871716812,749.599469401458
"PNG",267696.382124205,202799.293812233,164266.456468522,163096.051177013,106164.573983969,96929.5663459859,169986.40779863,117167.544388829,165283.163347505,90573.9052110763,65848.2196384708,132660.402788357,140189.798874043,120823.540021904,80344.6594234369,62608.6177655889,41879.1623169735,49327.9941914573,141923.206475095,126733.22700599,83660.8967978843,94573.3841799289,81081.1319937105,49653.3242433109,46215.8842875571,31019.3472535826,30312.5721177649,30121.1428602777,30212.2814424656,30311.9221812599,30213.2707878594,30159.1704179331,30000.4877785013,123257.260290815,37308.181630699,29120.883880561,30260.4340809075
"POL",705660,152400,225420,1088060,713600,136120,25720,20100,144500,1129420,48380,73900,28200,17280,15040,12780,6760,45100,1980,1540,2660,680,960,220,260,2400,800,NA,2300,260,NA,0,1680,2160,NA,NA,1260
"PRK",133586.540402393,267829.241494078,401272.93120276,532540.315753746,659140.845374195,780334.480284882,899960.224907657,1007331.51614983,1095233.84219915,1177953.44991511,1255103.23871476,1326733.53335039,1394133.50579868,1464753.83034763,1539094.66489123,1617758.01121776,1699668.73979441,1771156.00524418,1832328.81197211,884239.634290863,968525.764745921,1047236.32782108,1123413.71202933,1196659.1975285,1267135.63460313,1335429.59410386,1400728.49609484,95722.7944870877,183327.47283448,269226.560537873,353687.211586488,436822.420176564,518707.717172989,602534.466433763,682499.005232184,757425.485032534,832677.466679829
"PRT",NA,NA,NA,NA,NA,NA,16260,45700,235820,8140,5500,4160,17620,64600,3840,2240,2580,1920,1000,900,NA,160,160,100,140,0,0,20,60,100,40,460,20,100,160,NA,680
"PRY",8560,10620,25180,19580,13320,12200,34840,15100,7720,27920,10520,17280,41320,2440,1460,260,2860,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6660,0,0,0
