"","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"QAT",15351.8546089442,6345.59341955873,9299.52866867282,9686.95933648779,15217.0068249784,8656.30160821538,5390.21466819532,5038.35653129217,12987.2633205225,4644.89269692334,6911.92112213159,2589.4889418545,2465.52893219859,1999.94708550976,1741.98613030791,2341.92250068135,9009.33226152345,2816.28627887801,6427.6430857177,2124.76094468298,2329.42028255873,3237.3561296,2713.14679430081,2587.31644956002,3032.88894107092,3517.51242880514,5439.0041445408,4174.74583421581,2700.37094080827,4242.51389193781,2635.32286528062,2924.04697890328,2324.90182103223,3433.63807482675,2038.01923244103,1911.59741073853,1734.28434690865
"ROU",479508.773360719,978146.33168205,273019.055467614,233477.698041562,264816.002057793,656719.084945289,349096.394632467,235365.201815246,250450.206499957,261363.876425424,228965.403369026,279611.143285447,576647.304117824,285202.104091775,233614.534974736,218850.420779331,516201.918174438,319870.96820041,167573.025033581,268551.814296482,317620.297111432,328466.846197619,320017.014511947,307979.725589758,369351.467392833,276992.927165645,221526.193604428,219605.292524162,225417.677865871,233204.985149199,288039.218926089,316781.640942508,225665.16509887,215088.94570457,221554.82884532,259220.49453957,345257.048199256
"RUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,367400,408980,371400,1489260,573440,132600,142400,57480,124300,148560,96000,41440,11600,65820,48880,9080,22940,3460,540,2020,2580,12580,42460,46780,65840,16860,3560,14420
"RWA",651265.412325499,264473.942785216,161780.414959596,144962.209101973,141881.459764669,344496.832124314,118835.089720512,69925.6641948948,73885.5977637627,98246.3999750492,76070.9896997241,164367.32162842,100363.611124154,81967.4758345084,264888.016006631,72664.2090866286,49303.8446717367,217754.196381658,67249.6503625583,55102.2859402659,48679.1495963342,58134.2784165968,48355.5156693686,67939.9953266689,53990.4425834401,50158.0200817271,58470.9520823538,47800.3438225527,44983.1316755826,55935.7588051644,47671.2256829328,45669.2205410967,44657.6416815424,54939.3649097895,70352.457722138,55127.1697708717,50507.3148797251
"SAU",363709.599223697,335984.693302786,458051.415293383,309136.545306951,199186.483008932,239050.663617993,301563.704545405,122047.225029043,69448.9557225294,77376.3942057133,86129.9350414927,140662.091832912,61041.1052887545,39483.2374427787,51111.1975069826,48934.7010274175,65591.3272517405,79783.9583637129,56534.059260023,93481.0372823547,28159.4073352177,30579.0591468257,41284.9546387568,47633.6998973288,29887.6971951707,37559.2512260025,90022.6034563289,23904.6237937989,32574.6030598777,38178.8522469825,38337.6039598781,15444.8866428302,33371.011508409,45321.1167466603,44960.8151880044,40076.9903926603,41649.5895966694
"SDN",2310947.73201064,3767812.12491924,974602.831607768,900532.66129606,4150812.34478675,1869647.35314408,908846.333780086,1088953.71931951,1422732.15334166,1350589.19643947,2054515.8658966,1455450.6987364,856564.449490795,838154.146310135,832472.657684716,897211.39701754,815037.46297762,822030.748430077,923731.959687526,903755.385478407,956248.648792785,961591.266253886,952966.42697218,613314.129472658,726310.713746683,780027.775567575,770547.068512374,800070.851391143,798100.950280132,863901.62790372,624618.064365147,707764.809346675,809588.657157403,409751.32471755,829923.748795612,684803.722962606,372115.503988866
"SEN",769885.313269738,616328.754630074,513085.5616611,669446.509992211,655105.792058873,203970.805406203,152972.871495105,125538.784854353,285926.372801473,178251.1575645,280884.223705152,341607.679169125,325832.963742992,193960.912370831,380263.96370888,225039.256535276,199859.070839523,199772.755047296,158303.793755048,188499.845846057,524973.11271114,376781.79215332,149302.880552198,90782.8262480504,125710.388271111,109920.749219841,102686.051204702,110888.578029894,120482.617834709,108902.8030929,102935.433232757,103494.407477503,103002.048359869,68782.8280501372,121945.952402925,115144.816723233,61229.6110605978
"SGP",15420,39300,13540,48340,2720,4360,2460,3840,2920,2860,4320,12120,0,3180,3700,NA,28260,2280,1300,2820,8160,4220,660,1920,660,460,300,360,320,1000,2960,0,0,5120,NA,NA,1400
"SLB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,862045.90315105,1314431.642761,1616970.59177669,1844064.68481375,901970.258866346,815401.705861404,1294880.53525857,1658452.68723859,1942750.53129828,2160764.85120809,2325364.06887283,2446345.1094842,2526013.27217518,1507027.88677811,1776614.30288466,1975680.21318201,1316428.34022704,1607477.07970173,1823310.27049509,851603.253200672,1249060.91752672,996537.083776601,723095.150115691,1145811.59864423
"SLE",320690.090157228,325185.097512162,341403.071575002,315597.522895627,265448.466220266,70667.7001160754,107162.565272948,63241.3713650364,83195.1562472603,96365.6676112869,66412.6402328819,101600.950210423,198390.844884443,66045.878625815,67432.6564912252,259984.729730067,72304.5160137179,270588.235248517,275579.459321015,134700.570738103,86719.5795429787,79274.1663207158,80989.0154478488,61163.1010131897,59909.6423858301,48339.9477734223,54389.5233189054,52641.3081689524,48325.315666599,156229.631161855,185111.357839144,88636.7153101074,48277.7218516518,57689.6622360166,87558.2507393405,122596.903446897,174927.178173133
"SLV",251080,73280,48140,95500,28260,5560,8100,15740,0,0,0,10180,760,0,0,20,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,9140,NA,0,0
"SMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,140,120,NA,NA,NA,440,NA,0,20,NA,NA,60,0,0,0,0,NA,0,0,0,20,0,0,NA,0,0
"SOM",NA,NA,NA,213321.4970759,354150.226255641,409017.576283728,421967.545066988,422437.168780828,441882.019087503,541294.332088724,585892.849314231,603719.350570538,612099.005771357,614267.335200192,617561.053687267,508713.632252339,596508.3919231,539667.834744985,585862.34409493,573979.351780865,567672.638238774,687708.033605927,693600.539864514,792786.143162718,722324.208961671,473087.378671436,252065.361911004,146532.155745364,273586.970464019,195164.78806649,90652.1456112329,40553.4928631197,158885.075962996,96893.2699783764,54396.5356024113,17386.6370214408,125792.056451167
"SRB",417560,276520,259340,404660,506500,282960,172780,132580,322980,99560,19820,42160,335540,16000,10480,9160,93840,18440,5760,760,700,1260,300,220,40,40,4020,40,20,400,7400,0,20,700,7660,220,14420
"STP",10070.7324397051,2160.23994762847,11408.2988906425,5868.55325412131,3713.18248868866,4024.25830865903,1802.79057583679,7545.44925173726,11023.490318825,2120.5547901602,1790.72768210431,1819.51415521177,6079.05731176569,15357.7578546876,2734.54965250526,1811.61587113829,1792.56035075671,6591.45243195418,8942.40048235836,2920.03626912142,2812.76214529964,2399.2243691544,2260.83162697814,2246.05991047691,2185.782416576,2111.34457273713,2082.09372978295,2416.1222868468,3601.5227723023,2863.06585266206,2434.6528309253,2275.99495474247,2447.38632226002,2520.78152786753,2336.31701814267,2435.53421926087,2592.31064817367
"SUR",14320,12940,340,800,2200,740,100,1360,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,NA,0
"SVK",NA,NA,NA,NA,NA,NA,NA,NA,NA,940,4220,8300,11020,580,40,0,12400,10600,0,0,0,0,20,40,0,0,0,0,0,0,0,0,0,0,20,0,140
"SVN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,200,140,2680,7960,160,180,260,20,NA,0,0,0,0,0,0,0,0,0,40,440,40,20,1040,360,20,160
"SWE",70800,124460,92520,20060,6520,3460,NA,760,1240,580,500,1140,500,420,460,880,1240,NA,NA,1180,100,180,60,100,260,380,20,500,60,120,520,600,1020,560,440,60,820
"SWZ",51840,183700,65340,95880,65060,45060,85220,31620,29220,29300,29340,40840,142960,12200,3420,44020,12180,3600,0,200,980,740,7000,0,0,0,0,20,520,6260,0,0,0,740,0,20,0
"SYC",80,6940,5340,380,200,80,40,0,100,260,120,0,0,0,0,40,60,12520,40,NA,0,0,0,0,0,200,20,0,0,0,0,0,0,0,0,0,0
"SYR",30392.5439423608,58419.2975629548,88156.4805498246,119963.35418893,145791.320995702,132214.321936851,155449.864974797,170410.784759342,181549.421802573,188629.958198311,192955.822526554,196328.445191618,216323.726693078,222910.449781426,228670.51055641,242412.613453745,231162.548921614,180123.430376013,11787.568196395,20978.0376702685,29546.2869460419,37754.0893432541,45685.4982290313,52919.857085213,59522.1141156654,65125.7580339083,70118.1430475861,21021.9175511698,27083.2925560322,33034.9228804885,39049.7110661473,45471.0867653222,24051.7619688922,6879.65817401957,8414.4855629059,10595.8329803148,7040.28654167792
"TCD",NA,54241.0823852039,110967.914622925,176955.221801886,246488.219193372,278388.727364425,294706.72468146,299207.242061257,335718.008172565,346723.383890186,508565.979158407,547321.465507286,575492.931761411,465785.564114837,541523.856752208,600919.835293656,487786.155307776,462441.468765198,390638.495779505,330876.67932961,451520.834753426,380397.679448756,405607.083727226,382198.994016142,297609.567997083,120926.743147039,49138.9211034228,81402.5995842867,27561.2792365177,20339.8223985782,36890.4231599481,36264.4650324159,17808.5977063711,33380.2423932205,14162.511007192,13976.3000370154,29850.0408872545
"TGO",191211.025118781,170186.279652462,151364.698362457,204271.549660988,200490.227486435,107467.904361118,84711.9671694742,148842.042845521,45974.4014226678,44970.6171031645,89733.3327955562,62843.8090689597,43163.2364291847,65253.6217110763,56883.270051207,23878.2842012587,19446.2891778558,39491.2550999442,32111.8723812048,38191.5413590937,29481.1708315688,17646.4888518482,16824.4820665974,13370.229925801,15970.6438158384,14001.1596018323,13056.7910070092,14464.6057765574,17505.7531363019,13844.2488515004,15545.7478741934,14661.1596454171,16907.8311322665,16088.166688748,13551.4121325441,13262.2957621492,12910.6579909597
"THA",878607.627179968,982680.382285469,1208570.70982521,1634337.50949182,1127937.4304176,734790.226786705,1602140.16723489,1256187.78667702,602849.357301011,1134096.05065534,956751.07446272,398411.952783974,714846.639600391,1561427.60144304,511046.095500625,295616.42159131,667209.775450855,539402.816652755,220463.044630814,237371.99423358,381459.878610533,683029.389329868,248013.177791502,230437.676251658,221001.982932265,226670.95457797,238746.490579133,395285.615782814,296308.595273219,183330.988787017,209857.980745122,304553.312212877,186124.537048875,142268.56518633,113738.626707118,157176.4476392,236900.355404158
"TJK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309723.469181675,396576.07678605,466214.518522303,441409.555448777,426831.251140758,416486.882679954,462778.792347832,474816.268288854,431432.750639813,412356.516295051,405061.525363079,413137.436931814,433098.033895511,414934.421001488,102571.245300614,190825.737891011,269540.468059082,340118.950303998,401743.884887297,88253.689024436,166882.877756103,239637.945493175,306305.29336957,368710.473976178,423537.433706516,473229.331302291,519707.116841479
"TKM",NA,NA,NA,NA,NA,NA,NA,NA,NA,56120,26920,13840,49720,52260,7860,1920,7540,20700,9040,2260,180,220,20,20,0,960,1180,0,0,0,0,0,0,0,0,0,0
"TLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1880,820,4060,1800,0,0,200,1000,15260,320,80,1600,860,40,0
"TON",3740,380,720,100,8240,4660,0,0,500,1300,360,200,0,NA,0,0,21620,720,120,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TTO",72020,25680,47840,71120,70980,53200,8820,7760,43400,10220,2820,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0
"TUN",60140,36560,29280,49620,95320,74800,11460,5760,22940,10940,25000,237440,28260,11940,13520,10660,7420,2460,2020,940,4620,1960,440,20,300,60,80,40,20,20,220,960,320,2940,320,140,100
"TUR",227810.253883625,334006.54678804,381380.549260344,552102.084677571,600733.510184926,550644.962215045,517278.040187573,515504.757000518,580906.018791446,567548.511986166,630915.685760981,678468.277834995,779913.575564797,764791.259602489,706124.615763776,748339.841618274,713517.28805528,715569.431813192,647221.99440457,604582.86994501,649822.907163309,560797.021890005,498695.381318138,49070.0723789034,70043.7470224906,39683.1977641265,61642.8424546154,82179.4486202512,101733.988294574,120235.005540282,137890.000719691,154572.537458214,175737.769437657,188110.170472417,201435.451012906,213397.241539057,224817.290161673
"TUV",998.699664339301,1674.59015676641,2008.98241177283,2213.12192113746,2311.1677099905,2438.52870903503,2551.78001364217,2511.26115812432,2519.19673567407,2496.00105416684,2552.31494795595,2572.05767498149,2573.90974409365,2542.8851910292,2502.61034402958,2498.4948693893,2493.8201053146,2510.42415100688,636.40671919751,1215.74937906822,1699.50486933256,2137.22486738289,2533.72080608838,2896.537102112,3236.61155479209,621.753902950378,1156.04040996215,1655.26877170619,2126.93708277652,2571.11155692494,2984.67491874771,3379.68975914341,3748.00629912924,3829.08423969107,4129.55194663454,4410.2229542469,4674.09703255089
"TZA",1174585.997315,1183477.71279845,795942.775806093,494180.844867923,563500.822895356,482057.860027332,523854.212782816,250645.593603932,166314.997212376,238286.245076873,374731.944653982,227487.205499482,252606.266893844,139933.56348175,122788.363021157,193941.345701241,164462.275174838,188416.707548494,155371.074374045,233962.288107301,206308.064840692,136758.677418135,104238.78209032,100545.009315075,88110.071263502,118172.683579553,214455.927168043,119692.510926186,101996.710921638,88871.6455860986,109977.263739289,101558.293428069,110469.125215475,127032.553491375,55178.5540248391,111554.137851223,159404.793193169
"UGA",269391.142350485,467166.515773203,339838.066387495,503649.371253238,802430.147299235,998386.688507754,1135541.78775175,300461.993764078,283197.550595458,303504.193879153,474436.113238402,943909.262716856,1100362.61555568,935140.893676489,786811.847185633,603325.113941499,446506.236300596,750620.662797363,767791.028312004,771629.914636921,679464.689518656,858842.072118947,640408.151056488,84015.1536208246,167991.272258917,265190.035396878,319739.333998903,305611.751603936,296375.313615578,123931.485787615,202757.841102501,251282.926946236,114157.426388477,178522.901671099,223632.720166774,94551.7572116768,156297.828891487
"UKR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753710.702676751,1122075.24127279,1381730.50935741,1665938.85546859,1777661.12097108,1938721.15758595,2037277.91225723,2084836.75737075,2062344.06903323,2044426.86346732,2299568.89293468,2326760.59154564,2211037.23590909,2138801.27114948,2136603.09737104,2336373.6292148,2296498.05358495,2203833.89349397,2159820.38469591,2105377.9510061,2104578.87848654,2288828.59184384,2185913.88908637,2171724.61785589,673356.794020625,675866.150865086,813228.006671082
"URY",309300,2700,360,7040,3200,3960,23800,1520,400,2200,40800,3740,320,0,100,40,40,120,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0
"USA",62480,34280,29940,51740,56440,125640,73100,67920,363860,555720,192860,44620,6240,19160,6180,9780,2760,2000,2000,1700,2320,820,1120,740,1320,1100,860,2800,1420,1260,4440,0,3740,10240,3760,NA,0
"UZB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647547.951762637,368918.058338426,438191.183765069,315428.388518199,124925.704042291,104039.565193346,111069.933351384,235845.8178023,260426.129959452,93658.1257902806,75398.1402286662,78594.8421157055,94646.7762044661,95139.0857853987,255380.749401826,199210.195059125,201921.742814625,57798.1376495099,99467.3496357676,130940.870689649,209285.875732041,51917.1667702085,92273.1966398839,127385.063637094,153050.966028221,154581.67512075,152102.298346022
"VCT",380,15140,1260,300,100,40,20,200,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN",625100,284000,225260,236660,439480,280520,385220,246780,203200,197620,305460,238980,404880,307280,3440,1780,540,80,0,440,2300,47840,0,0,0,1560,640,0,0,0,0,20,0,12800,0,0,14540
"VNM",4170073.78373573,5915502.91958065,6661225.25620219,6813639.75500652,6669954.92755147,6370307.47328302,6247333.72197605,5959095.00775306,5667239.85276153,5404569.77636074,5293395.6148816,5217706.31888712,5146341.17003441,4927707.43222782,4986089.78081562,5006366.4856445,5019789.97306,5032204.82308991,5059051.48634387,5054011.69479872,5049028.57023524,5067776.6730569,3626501.31235476,2780890.6056528,3713342.45463057,4247768.41326892,4824231.69522101,4981542.93456177,5253165.6992288,5365432.34538165,3140919.38046565,3897994.22231099,4528783.47632716,1176763.24889307,1131412.5344694,2230632.16473958,1094054.10380705
"VUT",1668.59996151487,8695.0717103175,3979.98736769354,14455.7968500088,7358.23267513829,8386.9425541529,3207.21083001926,2289.53131524624,2430.73529021106,1793.27667082716,6034.91363350184,2441.48535342956,1802.15971230625,1554.16502289047,1555.39604052637,1417.6432113336,2242.69178380585,5136.9584094908,1629.53952211661,1951.10854531782,1568.07613159969,2213.90376045905,2473.42600079115,5571.29924424056,1502.7785169749,1413.40121666061,1439.30448186973,2126.70102938541,2387.24542114998,1527.19988708046,2358.97669784218,2585.40569314887,2407.44343941505,1499.17518444447,2447.69996767881,3523.32225796849,1499.25449226286
"WSM",952.138697168459,847.44504254035,2192.30562080378,3224.31933508109,4648.56308902059,5751.50882059809,6209.67307354292,6445.13974936971,6414.54577751271,6234.72158242338,6313.35345300924,6113.1408625685,5939.22204805837,5784.48875145895,5648.34937626465,5584.70261713995,5468.97047900278,5395.13302055793,781.467049641474,1571.46167577384,2354.80757179406,2902.50221729454,4017.54736327226,1566.52933115288,2481.6763306682,3544.65183061949,4185.60350688601,4754.00783594477,1826.70249788191,1366.67291928346,2145.99475045147,2759.93114728636,3229.57856858218,3626.89742362727,4119.52378294517,4537.40403118747,4927.40503724271
"YEM",706040.708707299,994130.222404534,1201991.97112847,1353642.12691657,1096748.97145488,826946.347471773,828982.797611395,688334.07870406,977123.440151065,972359.141506411,494127.42978749,484784.780011672,447313.757512219,441089.780467822,436263.387372177,660672.191846266,458268.532502673,547503.541882627,442524.053581785,655119.578785158,460358.786315388,393203.718058012,512017.217185084,579807.758288156,516637.604775125,531616.713017291,94810.5402747204,191572.319902993,295735.174730917,356855.789287601,405029.023459654,406262.232384542,122195.531714237,80145.3992997672,62849.8772942855,70686.1277583919,68548.6669928733
"ZAF",780918.409239619,661431.024552084,812821.096368192,777999.258109401,853959.829565563,667750.273989842,1095073.91771272,741793.231081219,877901.126406412,559198.626287439,333850.890266441,258461.176240298,684325.40283698,404794.328572082,484576.182721195,384792.857357712,182501.813296327,124440.940477199,165403.920045409,221236.240056984,170559.549665038,176967.854206924,140008.888553237,158259.23187411,139557.7646597,134816.935159531,131324.78105296,113057.857548807,124088.84679676,350352.431689462,175221.990256959,138575.492771672,132024.212944054,155034.219574862,132129.185285665,131298.592843813,104654.438325826
"ZMB",769201.345027851,271944.759464175,197654.345526978,150243.511192303,200308.850902328,111109.499822446,78138.1527338486,69596.1976555298,49294.6427642906,50298.5074008477,39088.952297608,65699.8461939135,67209.4433279872,75940.8974815357,57415.7749489261,59462.6694906141,52567.8056210461,200747.935638643,106317.237570339,131129.174726584,87543.9429736427,110874.616906643,40042.3094401954,48927.9011520197,30993.8169131912,30084.7300749167,30521.2818302477,35036.0364041713,28801.0576500731,96747.1574067655,74554.6441311435,43971.1125516019,39751.6465415828,30036.8717368118,29307.9762562491,34681.2004545059,33657.350238155
"ZWE",119744.534860451,117930.833774831,442587.065337172,228919.907672006,229667.755088203,216751.854060439,198083.416836011,488708.662832425,402371.285351233,187607.654005316,243406.391799659,195507.471051925,325748.945945019,337795.45389155,154214.217001469,361500.407647254,177448.522307529,104375.574380346,53346.7266613414,105010.683224723,103074.663001181,93831.4467895473,76259.8282374712,91552.876500226,92683.5877368869,88277.4473804793,69054.1800820697,91866.9757761995,98409.3196286175,138426.368314532,83269.6035438966,83018.7707223531,60798.6996190176,94875.3702334145,90812.3579580073,56441.0473022164,85990.628700005
