,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
KIR,0,0,0,0.24,0.08,0.04,0.09,0.14,0.54,0.63,0.75,0.62,0.77,0.89,0.7,0.47,0.64,0.82,0.77,0.62,0.8,0.76,0.88,0.72,0.56,0.85,0.61,0.93,0.72,0.82,0.89,0.9,0.91,0.91,0.91,0.84,0.8,0.81
KNA,0,0,0,0,0.85,0.91,0.96,0.91,0.77,0.9,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.97,0.99,0.99,0.99,0.9,0.99,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.95,0.99,0.99,0.95,0.98,0.93
KOR,0.04,0.05,0.05,0.33,0.61,0.89,0.89,0.82,0.7,0.95,0.93,0.93,0.93,0.92,0.92,0.93,0.89,0.85,0.85,0.9,0.95,0.96,0.97,0.96,0.99,0.99,0.99,0.92,0.92,0.93,0.98,0.99,0.99,0.99,0.99,0.98,0.98,0.98
KWT,0.48,0.71,0.79,0.8,0.88,0.91,0.93,0.95,0.97,0.98,0.66,0.75,0.85,0.95,0.98,0.98,0.99,0.95,0.99,0.96,0.99,0.99,0.97,0.97,0.97,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.93,0.93,0.99
LAO,0,0.07,0.07,0.07,0.06,0.06,0.1,0.11,0.23,0.2,0.32,0.47,0.46,0.46,0.73,0.68,0.73,0.67,0.71,0.71,0.42,0.5,0.55,0.42,0.36,0.41,0.48,0.4,0.52,0.59,0.64,0.69,0.72,0.82,0.82,0.88,0.76,0.82
LBN,0,0,0.01,0.08,0.16,0.23,0.3,0.39,0.48,0.58,0.61,0.65,0.76,0.88,0.88,0.85,0.85,0.89,0.83,0.77,0.71,0.65,0.59,0.53,0.58,0.63,0.69,0.74,0.79,0.79,0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.79
LBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.63,0.58,0.52,0.47,0.41,0.62,0.63,0.71,0.76,0.83,0.65,0.71,0.8,0.74,0.74,0.64,0.8,0.87
LBY,0.61,0.66,0.65,0.71,0.76,0.75,0.78,0.75,0.76,0.79,0.89,0.87,0.88,0.91,0.92,0.92,0.93,0.91,0.92,0.92,0.93,0.93,0.91,0.96,0.99,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.94
LCA,0,0,0.43,0.36,0.6,0.68,0.91,0.81,0.83,0.91,0.82,0.97,0.75,0.94,0.92,0.94,0.95,0.95,0.9,0.95,0.88,0.89,0.98,0.9,0.95,0.94,0.94,0.94,0.99,0.99,0.95,0.91,0.99,0.99,0.99,0.97,0.99,0.87
LKA,0,0,0,0,0.03,0.2,0.45,0.6,0.68,0.76,0.8,0.79,0.82,0.86,0.84,0.87,0.89,0.94,0.94,0.95,0.99,0.99,0.99,0.99,0.96,0.99,0.99,0.98,0.98,0.97,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
LSO,0.49,0.49,0.51,0.53,0.63,0.73,0.76,0.78,0.79,0.79,0.8,0.81,0.81,0.82,0.82,0.83,0.82,0.8,0.79,0.77,0.74,0.7,0.78,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.92,0.92,0.9,0.9,0.9
LTU,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.92,0.93,0.94,0.96,0.96,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.97,0.97,0.97,0.97,0.96,0.96,0.94,0.93,0.93,0.93,0.94,0.94,0.94
LUX,0,0,0,0.39,0.49,0.58,0.68,0.77,0.71,0.8,0.8,0.8,0.8,0.83,0.86,0.88,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.93,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.95,0.99,0.99,0.99
LVA,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.8,0.81,0.81,0.96,0.97,0.97,0.97,0.97,0.98,0.98,0.99,0.99,0.95,0.95,0.97,0.98,0.94,0.92,0.88,0.9,0.96,0.96,0.96,0.93,0.96
MAR,0,0,0.17,0.35,0.42,0.45,0.58,0.73,0.81,0.82,0.79,0.8,0.81,0.83,0.87,0.88,0.93,0.92,0.91,0.9,0.93,0.96,0.94,0.9,0.95,0.97,0.95,0.95,0.96,0.98,0.98,0.95,0.99,0.99,0.99,0.99,0.99,0.99
MCO,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.87
MDA,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.64,0.85,0.91,0.9,0.95,0.93,0.93,0.89,0.94,0.94,0.96,0.96,0.97,0.97,0.95,0.94,0.9,0.97,0.91,0.91,0.91,0.91,0.89,0.88,0.93
MDG,0,0,0,0,0.01,0.06,0.18,0.28,0.36,0.44,0.47,0.54,0.54,0.54,0.63,0.55,0.46,0.46,0.51,0.55,0.57,0.59,0.61,0.65,0.79,0.74,0.71,0.81,0.7,0.67,0.73,0.7,0.69,0.63,0.63,0.58,0.58,0.58
MDV,0,0.39,0.34,0.37,0.4,0.47,0.5,0.41,0.83,0.88,0.96,0.97,0.98,0.86,0.97,0.96,0.95,0.96,0.98,0.97,0.99,0.98,0.97,0.96,0.97,0.97,0.97,0.97,0.97,0.98,0.97,0.96,0.98,0.99,0.99,0.99,0.99,0.99
MEX,0.35,0.33,0.37,0.23,0.21,0.64,0.6,0.54,0.7,0.85,0.75,0.89,0.88,0.79,0.9,0.9,0.93,0.91,0.96,0.94,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.98,0.99,0.89,0.89,0.97,0.96,0.96
MHL,0,0,0,0,0,0,0,0.31,0.25,0.39,0.52,0.74,0.86,0.36,0.59,0.57,0.69,0.52,0.93,0.93,0.94,0.64,0.8,0.9,0.7,0.86,0.96,0.94,0.86,0.78,0.97,0.88,0.78,0.7,0.7,0.75,0.75,0.83
MKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.88,0.97,0.91,0.98,0.96,0.98,0.97,0.92,0.98,0.96,0.96,0.96,0.94,0.96,0.98,0.96,0.98,0.97,0.97,0.96,0.96,0.89,0.82,0.83
MLI,0,0,0,0,0,0.19,0.27,0.11,0.23,0.4,0.43,0.42,0.35,0.51,0.46,0.52,0.57,0.56,0.54,0.51,0.49,0.54,0.56,0.57,0.63,0.73,0.68,0.66,0.71,0.6,0.63,0.56,0.59,0.72,0.72,0.7,0.75,0.61
MLT,0,0,0,0,0.1,0.1,0.35,0.59,0.41,0.86,0.8,0.9,0.92,0.9,0.71,0.51,0.51,0.56,0.6,0.67,0.74,0.7,0.65,0.9,0.94,0.86,0.94,0.79,0.78,0.82,0.73,0.84,0.93,0.99,0.99,0.89,0.93,0.91
MMR,0,0,0,0,0,0,0.05,0.17,0.32,0.5,0.68,0.67,0.68,0.71,0.77,0.82,0.86,0.88,0.89,0.86,0.84,0.73,0.77,0.76,0.78,0.72,0.78,0.81,0.82,0.87,0.88,0.88,0.84,0.86,0.86,0.84,0.91,0.83
MNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0.89,0.86,0.9,0.91,0.9,0.88,0.88,0.64,0.47,0.58
MNG,0.17,0.12,0.06,0.01,0.2,0.18,0.11,0.61,0.7,0.86,0.92,0.82,0.84,0.84,0.8,0.85,0.89,0.91,0.93,0.93,0.92,0.95,0.98,0.98,0.99,0.97,0.99,0.98,0.97,0.94,0.97,0.98,0.99,0.97,0.97,0.98,0.98,0.99
MOZ,0,0.32,0.58,0.51,0.5,0.39,0.39,0.37,0.44,0.48,0.59,0.55,0.56,0.62,0.65,0.71,0.58,0.61,0.64,0.67,0.71,0.74,0.77,0.8,0.79,0.78,0.76,0.75,0.77,0.8,0.82,0.82,0.82,0.85,0.85,0.85,0.91,0.85
MRT,0,0.45,0.44,0.43,0.42,0.41,0.4,0.27,0.45,0.42,0.38,0.32,0.43,0.49,0.53,0.67,0.66,0.64,0.62,0.62,0.46,0.58,0.87,0.84,0.73,0.65,0.62,0.67,0.65,0.59,0.67,0.67,0.75,0.8,0.8,0.7,0.7,0.78
MUS,0,0,0.34,0.53,0.55,0.67,0.71,0.69,0.73,0.8,0.76,0.88,0.84,0.84,0.85,0.89,0.61,0.87,0.85,0.8,0.84,0.9,0.84,0.94,0.98,0.98,0.99,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.92,0.89
MWI,0.49,0.64,0.64,0.58,0.5,0.49,0.6,0.79,0.82,0.84,0.81,0.85,0.91,0.87,0.83,0.9,0.9,0.87,0.9,0.82,0.73,0.81,0.69,0.77,0.8,0.82,0.85,0.83,0.88,0.92,0.93,0.96,0.9,0.88,0.88,0.87,0.81,0.83
MYS,0,0,0,0.11,0.23,0.2,0.35,0.68,0.61,0.61,0.7,0.8,0.82,0.81,0.85,0.86,0.86,0.86,0.86,0.87,0.88,0.92,0.92,0.94,0.92,0.9,0.9,0.95,0.94,0.95,0.96,0.95,0.95,0.95,0.95,0.93,0.96,0.93
NAM,0,0,0,0,0,0,0,0,0,0,0,0.76,0.76,0.71,0.7,0.68,0.61,0.59,0.64,0.65,0.69,0.58,0.68,0.7,0.7,0.73,0.63,0.69,0.73,0.76,0.75,0.74,0.76,0.82,0.82,0.85,0.85,0.8
NER,0,0.19,0.18,0.16,0.22,0.27,0.27,0.27,0.24,0.14,0.25,0.28,0.21,0.19,0.19,0.4,0.38,0.35,0.35,0.35,0.37,0.39,0.41,0.43,0.45,0.47,0.53,0.6,0.66,0.69,0.71,0.76,0.73,0.67,0.67,0.73,0.74,0.78
NGA,0,0,0,0,0.09,0.17,0.28,0.36,0.46,0.59,0.54,0.57,0.43,0.4,0.41,0.44,0.38,0.38,0.38,0.35,0.33,0.32,0.3,0.34,0.37,0.41,0.44,0.41,0.53,0.64,0.56,0.57,0.42,0.59,0.59,0.51,0.51,0.42
NIC,0.15,0.2,0.4,0.41,0.56,0.59,0.51,0.47,0.63,0.63,0.82,0.54,0.83,0.84,0.84,0.85,0.85,0.86,0.91,0.87,0.86,0.99,0.98,0.93,0.84,0.96,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
NIU,0.77,0.71,0.65,0.58,0.52,0.52,0.73,0.94,0.94,0.99,0.99,0.99,0.99,0.99,0.99,0.34,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.85,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
NLD,0.91,0.91,0.91,0.92,0.93,0.92,0.92,0.92,0.92,0.94,0.94,0.93,0.94,0.95,0.94,0.94,0.94,0.96,0.96,0.95,0.96,0.96,0.95,0.95,0.96,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.94,0.93
NOR,0,0,0,0.8,0.8,0.9,0.87,0.87,0.87,0.84,0.87,0.94,0.96,0.93,0.94,0.92,0.92,0.93,0.91,0.9,0.88,0.9,0.87,0.86,0.89,0.9,0.92,0.92,0.93,0.93,0.93,0.93,0.94,0.93,0.93,0.95,0.96,0.96
NPL,0,0.02,0.02,0.11,0.24,0.34,0.37,0.37,0.58,0.57,0.57,0.57,0.58,0.58,0.58,0.56,0.65,0.73,0.67,0.81,0.71,0.71,0.71,0.75,0.73,0.74,0.85,0.81,0.79,0.9,0.86,0.88,0.86,0.88,0.88,0.85,0.83,0.9
NRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.9,0.49,0.08,0.95,0.4,0.53,0.67,0.8,0.99,0.99,0.99,0.99,0.99,0.99,0.96,0.96,0.96,0.98,0.98,0.95
NZL,0.8,0.77,0.74,0.71,0.67,0.64,0.6,0.67,0.75,0.83,0.9,0.82,0.82,0.85,0.87,0.84,0.92,0.99,0.81,0.83,0.85,0.85,0.84,0.84,0.83,0.82,0.82,0.79,0.86,0.89,0.91,0.93,0.92,0.92,0.92,0.93,0.92,0.93
OMN,0.22,0.1,0.24,0.34,0.53,0.65,0.79,0.86,0.87,0.94,0.98,0.96,0.96,0.95,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.96,0.97,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
PAK,0.01,0.02,0.03,0.19,0.33,0.38,0.41,0.43,0.46,0.48,0.5,0.51,0.52,0.52,0.53,0.47,0.5,0.52,0.54,0.56,0.59,0.61,0.63,0.61,0.67,0.78,0.8,0.8,0.81,0.7,0.82,0.8,0.83,0.61,0.61,0.61,0.61,0.76
PAN,0.71,0.76,0.64,0.85,0.72,0.84,0.74,0.78,0.73,0.73,0.73,0.8,0.76,0.83,0.84,0.84,0.9,0.92,0.96,0.9,0.97,0.95,0.95,0.95,0.97,0.99,0.95,0.95,0.96,0.96,0.97,0.97,0.98,0.92,0.92,0.9,0.9,0.98
PER,0.23,0.26,0.32,0.28,0.35,0.53,0.41,0.56,0.52,0.52,0.64,0.74,0.83,0.75,0.75,0.98,0.87,0.91,0.93,0.93,0.97,0.97,0.95,0.95,0.94,0.94,0.93,0.92,0.92,0.91,0.94,0.96,0.94,0.85,0.85,0.92,0.88,0.83
PHL,0,0,0.09,0.27,0.44,0.49,0.51,0.67,0.77,0.83,0.85,0.83,0.81,0.78,0.75,0.72,0.76,0.79,0.8,0.8,0.78,0.81,0.82,0.87,0.92,0.92,0.92,0.92,0.92,0.88,0.8,0.79,0.85,0.9,0.9,0.82,0.8,0.89
PLW,0,0,0,0,0,0,0.98,0.98,0.99,0.98,0.98,0.98,0.94,0.32,0.41,0.99,0.99,0.83,0.74,0.96,0.83,0.91,0.99,0.99,0.99,0.98,0.98,0.91,0.97,0.75,0.39,0.85,0.91,0.99,0.99,0.95,0.96,0.96
PNG,0,0,0,0.01,0.26,0.33,0.39,0.37,0.46,0.52,0.67,0.69,0.7,0.28,0.36,0.42,0.24,0.5,0.61,0.62,0.62,0.56,0.61,0.63,0.6,0.63,0.65,0.58,0.54,0.55,0.55,0.6,0.67,0.7,0.7,0.79,0.7,0.62
POL,0.92,0.93,0.93,0.94,0.94,0.92,0.92,0.94,0.95,0.95,0.95,0.94,0.95,0.95,0.96,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.98,0.97,0.97,0.98,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.96,0.96
PRK,0.29,0.31,0.29,0.3,0.31,0.38,0.44,0.35,0.58,0.99,0.98,0.98,0.99,0.99,0.83,0.67,0.5,0.34,0.49,0.63,0.78,0.92,0.98,0.95,0.95,0.96,0.96,0.99,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99
PRT,0.54,0.49,0.46,0.48,0.48,0.7,0.75,0.81,0.84,0.96,0.85,0.96,0.99,0.95,0.91,0.94,0.99,0.96,0.96,0.92,0.87,0.9,0.93,0.96,0.95,0.93,0.97,0.95,0.97,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98
PRY,0.19,0.16,0.26,0.37,0.62,0.48,0.46,0.56,0.63,0.58,0.69,0.74,0.87,0.96,0.76,0.75,0.81,0.61,0.71,0.82,0.92,0.9,0.86,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.94,0.93,0.91,0.92,0.92,0.83,0.99,0.92
QAT,0.26,0.1,0.22,0.69,0.62,0.62,0.62,0.6,0.73,0.79,0.79,0.84,0.86,0.86,0.86,0.87,0.9,0.87,0.89,0.87,0.91,0.92,0.99,0.93,0.99,0.99,0.99,0.92,0.96,0.99,0.99,0.98,0.97,0.99,0.99,0.99,0.99,0.99
ROU,0,0,0,0.83,0.86,0.88,0.81,0.9,0.78,0.9,0.92,0.92,0.91,0.93,0.91,0.93,0.94,0.97,0.97,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.95,0.97,0.96,0.96,0.95,0.93,0.94,0.92,0.92,0.86,0.86,0.86
RUS,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.88,0.81,0.85,0.88,0.91,0.94,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
RWA,0,0.42,0.48,0.53,0.53,0.52,0.79,0.78,0.79,0.83,0.83,0.89,0.82,0.74,0.25,0.84,0.76,0.66,0.72,0.78,0.74,0.69,0.69,0.9,0.84,0.89,0.95,0.94,0.92,0.95,0.95,0.95,0.97,0.97,0.97,0.96,0.95,0.95
SAU,0.08,0.12,0.53,0.65,0.71,0.79,0.77,0.77,0.81,0.9,0.88,0.95,0.88,0.91,0.93,0.94,0.92,0.92,0.93,0.92,0.94,0.94,0.97,0.96,0.97,0.97,0.95,0.96,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96
SDN,0,0.01,0.01,0.02,0.03,0.06,0.11,0.22,0.44,0.61,0.57,0.57,0.52,0.49,0.48,0.51,0.59,0.58,0.49,0.51,0.58,0.58,0.58,0.65,0.67,0.69,0.73,0.79,0.79,0.82,0.9,0.87,0.85,0.85,0.85,0.87,0.86,0.9
SEN,0,0,0,0,0,0,0.71,0.66,0.6,0.48,0.51,0.54,0.57,0.58,0.59,0.8,0.7,0.65,0.62,0.6,0.48,0.48,0.54,0.6,0.57,0.74,0.8,0.84,0.77,0.79,0.82,0.84,0.84,0.84,0.84,0.8,0.93,0.9
SGP,0.47,0.57,0.78,0.88,0.85,0.75,0.85,0.94,0.87,0.81,0.84,0.92,0.89,0.87,0.95,0.97,0.97,0.98,0.96,0.97,0.96,0.95,0.94,0.93,0.95,0.96,0.93,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
SLB,0,0,0,0,0,0,0.31,0.58,0.69,0.92,0.7,0.76,0.7,0.64,0.6,0.68,0.9,0.68,0.64,0.96,0.85,0.74,0.67,0.7,0.72,0.7,0.84,0.78,0.6,0.6,0.68,0.73,0.85,0.76,0.76,0.92,0.99,0.84
SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.37,0.5,0.62,0.73,0.76,0.71,0.65,0.6,0.73,0.8,0.8,0.8,0.8,0.83,0.83,0.76,0.83,0.8
SLV,0.45,0.44,0.43,0.46,0.41,0.71,0.51,0.48,0.63,0.73,0.98,0.54,0.55,0.86,0.8,0.93,0.94,0.98,0.99,0.94,0.97,0.95,0.93,0.9,0.93,0.99,0.98,0.99,0.95,0.95,0.92,0.89,0.93,0.94,0.94,0.95,0.9,0.85
SMR,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.74,0.8,0.85,0.91,0.98,0.94,0.94,0.92,0.73,0.93,0.68,0.83,0.87,0.74,0.74,0.53,0.62,0.82
SOM,0.09,0.03,0.04,0.06,0.16,0.35,0.25,0.28,0.33,0.3,0.3,0.3,0.32,0.33,0.35,0.34,0.33,0.25,0.32,0.38,0.24,0.2,0.45,0.4,0.4,0.35,0.35,0.35,0.34,0.43,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
SRB,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.85,0.81,0.86,0.9,0.92,0.88,0.84,0.89,0.9,0.92,0.87,0.89,0.96,0.88,0.95,0.92,0.95,0.95,0.93,0.87,0.92,0.92,0.86,0.82,0.86
STP,0,0.25,0.32,0.4,0.48,0.35,0.58,0.69,0.69,0.45,0.71,0.77,0.52,0.57,0.65,0.74,0.57,0.6,0.59,0.64,0.69,0.75,0.85,0.87,0.91,0.88,0.85,0.86,0.93,0.9,0.92,0.91,0.92,0.91,0.91,0.93,0.93,0.9
SUR,0,0.39,0.17,0.71,0.75,0.73,0.78,0.7,0.83,0.73,0.65,0.84,0.61,0.61,0.72,0.85,0.87,0.79,0.82,0.85,0.84,0.82,0.73,0.69,0.86,0.91,0.83,0.85,0.86,0.88,0.9,0.85,0.73,0.93,0.93,0.94,0.97,0.97
SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.98,0.98,0.99,0.99,0.99,0.98,0.98,0.99,0.98,0.98,0.95,0.95,0.96
SVN,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0.91,0.93,0.93,0.82,0.93,0.98,0.95,0.94,0.93,0.94,0.94,0.94,0.96,0.96,0.96,0.95,0.95,0.96,0.95,0.94,0.94,0.94,0.92,0.93
SWE,0.88,0.92,0.91,0.93,0.94,0.94,0.94,0.94,0.95,0.95,0.96,0.96,0.96,0.97,0.97,0.97,0.96,0.96,0.94,0.89,0.91,0.94,0.95,0.95,0.96,0.96,0.97,0.96,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
SWZ,0,0.3,0.38,0.46,0.5,0.54,0.74,0.65,0.85,0.85,0.85,0.8,0.85,0.85,0.94,0.94,0.82,0.92,0.92,0.92,0.92,0.93,0.93,0.93,0.93,0.93,0.93,0.94,0.94,0.94,0.94,0.98,0.88,0.85,0.85,0.89,0.89,0.89
SYC,0,0.29,0.64,0.98,0.77,0.9,0.95,0.95,0.89,0.89,0.86,0.89,0.92,0.92,0.92,0.97,0.98,0.99,0.93,0.99,0.97,0.95,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.97,0.99,0.99,0.98,0.97,0.97,0.98,0.97,0.99
SYR,0.13,0.14,0.22,0.19,0.23,0.27,0.64,0.37,0.52,0.86,0.87,0.84,0.84,0.86,0.86,0.85,0.85,0.84,0.87,0.86,0.84,0.8,0.84,0.83,0.82,0.81,0.81,0.81,0.81,0.82,0.82,0.8,0.61,0.61,0.61,0.53,0.62,0.67
TCD,0,0,0,0,0.1,0.07,0.12,0.16,0.17,0.32,0.32,0.28,0.25,0.19,0.24,0.26,0.22,0.3,0.2,0.3,0.28,0.26,0.25,0.23,0.16,0.27,0.39,0.31,0.27,0.36,0.46,0.54,0.64,0.59,0.59,0.6,0.58,0.37
TGO,0,0,0,0,0.11,0.27,0.43,0.74,0.62,0.78,0.73,0.69,0.64,0.6,0.57,0.53,0.48,0.43,0.4,0.57,0.58,0.4,0.48,0.68,0.7,0.7,0.78,0.71,0.63,0.66,0.68,0.72,0.72,0.72,0.72,0.85,0.87,0.91
THA,0,0,0,0,0.05,0.26,0.45,0.52,0.63,0.66,0.8,0.79,0.74,0.8,0.86,0.91,0.92,0.93,0.96,0.96,0.94,0.94,0.94,0.96,0.96,0.96,0.96,0.96,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99
TJK,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.81,0.73,0.7,0.79,0.84,0.83,0.79,0.88,0.88,0.89,0.91,0.92,0.85,0.82,0.85,0.86,0.89,0.94,0.98,0.94,0.92,0.92,0.97,0.97,0.98
TKM,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.84,0.9,0.92,0.98,0.99,0.99,0.97,0.96,0.98,0.88,0.97,0.97,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
TLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.55,0.55,0.48,0.61,0.63,0.73,0.7,0.66,0.62,0.62,0.7,0.7,0.7,0.78,0.7
TON,0,0.09,0.44,0.67,0.43,0.81,0.37,0.88,0.81,0.84,0.86,0.9,0.87,0.87,0.86,0.94,0.95,0.97,0.96,0.97,0.95,0.93,0.9,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.95,0.99,0.99,0.85,0.84,0.85
TTO,0,0,0,0,0.1,0.32,0.42,0.68,0.72,0.59,0.7,0.93,0.83,0.87,0.86,0.84,0.88,0.88,0.9,0.88,0.9,0.91,0.87,0.88,0.95,0.93,0.89,0.91,0.91,0.94,0.92,0.92,0.85,0.91,0.91,0.89,0.86,0.93
TUN,0,0,0.43,0.42,0.55,0.65,0.67,0.81,0.87,0.93,0.93,0.94,0.94,0.92,0.91,0.91,0.92,0.92,0.94,0.9,0.95,0.92,0.94,0.9,0.95,0.96,0.98,0.98,0.98,0.98,0.97,0.96,0.96,0.94,0.94,0.98,0.96,0.98
TUR,0.27,0.52,0.64,0.63,0.62,0.61,0.64,0.67,0.82,0.71,0.78,0.73,0.78,0.72,0.76,0.65,0.72,0.79,0.81,0.82,0.87,0.91,0.83,0.75,0.81,0.91,0.98,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.97,0.98,0.96
TUV,0,0,0,0.65,0.71,0.92,0.65,0.65,0.9,0.79,0.95,0.63,0.66,0.64,0.79,0.94,0.94,0.99,0.96,0.94,0.81,0.99,0.99,0.95,0.97,0.62,0.84,0.95,0.93,0.9,0.85,0.98,0.98,0.96,0.96,0.94,0.96,0.95
TZA,0.46,0.51,0.5,0.6,0.55,0.66,0.97,0.78,0.83,0.79,0.8,0.79,0.81,0.77,0.79,0.78,0.78,0.73,0.72,0.72,0.78,0.86,0.89,0.97,0.94,0.91,0.93,0.9,0.88,0.91,0.92,0.93,0.97,0.99,0.99,0.99,0.9,0.99
UGA,0,0.22,0.21,0.2,0.18,0.17,0.27,0.38,0.49,0.51,0.52,0.54,0.56,0.57,0.59,0.57,0.55,0.54,0.5,0.55,0.57,0.59,0.62,0.64,0.66,0.68,0.75,0.75,0.7,0.77,0.73,0.75,0.82,0.82,0.82,0.82,0.82,0.8
UKR,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.94,0.96,0.97,0.92,0.97,0.96,0.99,0.99,0.99,0.99,0.99,0.99,0.96,0.98,0.97,0.94,0.75,0.56,0.67,0.79,0.79,0.79,0.56,0.42,0.86
URY,0.5,0.55,0.52,0.65,0.66,0.59,0.82,0.88,0.72,0.82,0.97,0.96,0.93,0.9,0.9,0.9,0.89,0.92,0.96,0.99,0.89,0.94,0.95,0.95,0.95,0.95,0.94,0.96,0.95,0.94,0.95,0.95,0.96,0.96,0.96,0.96,0.95,0.95
USA,0.86,0.97,0.97,0.98,0.98,0.97,0.97,0.82,0.98,0.94,0.9,0.87,0.83,0.84,0.89,0.88,0.91,0.91,0.92,0.92,0.91,0.91,0.91,0.93,0.93,0.92,0.92,0.92,0.92,0.9,0.92,0.92,0.92,0.91,0.91,0.92,0.92,0.92
UZB,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.82,0.71,0.91,0.95,0.96,0.95,0.96,0.99,0.99,0.97,0.99,0.98,0.99,0.98,0.98,0.98,0.95,0.98,0.99,0.99,0.97,0.97,0.99,0.99,0.99
VCT,0,0,0.4,0.59,0.92,0.74,0.88,0.91,0.97,0.99,0.96,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.87,0.96,0.98,0.99,0.94,0.99,0.97,0.99,0.99,0.99,0.99,0.99,0.97,0.94,0.99,0.99,0.99,0.99,0.99
VEN,0.5,0.43,0.45,0.42,0.41,0.56,0.48,0.54,0.51,0.5,0.61,0.63,0.61,0.62,0.94,0.47,0.64,0.68,0.92,0.84,0.84,0.98,0.83,0.83,0.8,0.76,0.82,0.87,0.93,0.87,0.79,0.86,0.87,0.85,0.85,0.92,0.88,0.96
