,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8463,0.8463,0.064,0.064,0.7,0.9,0.92,0.71,0.6,0.91,0.8554,0.655225019,0.902439024,0.9,0.58,0.58,0.58,0.58,0.58,0.58
MKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8918,0.8008,0.8827,0.8281,0.8918,0.8736,0.8918,0.952,0.938,0.951,0.968,0.948,0.952,0.956,0.951,0.947,0.966,0.989,0.977,0.99,0.99,0.99,0.99,0.99,0.99
MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT,0,0,0,0,0,0,0,0,0,0.7826,0.728,0.819,0.8372,0.819,0.6461,0.4641,0.4641,0.5096,0.546,0.6097,0.002,0.5915,0.5915,0.02,0.8554,0.598,0.86,0.77,0.83,0.85,0.9721,0.851,0.909,0.909,0.909,0.909,0.909,0.909
MMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574065949,0.65,0.75,0.8,0.8,0.8,0.8,0.8,0.8,0.8
MNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819,0.95,0.96,0.965,0.97,0.972,0.972,0.972,0.972,0.972,0.972,0.972
MNG,0,0,0,0,0,0,0,0.5551,0.637,0.7826,0.8372,0.7462,0.7644,0.7644,0.728,0.7735,0.8099,0.8281,0.8463,0.8463,0.748,0.948,0.958,0.984,0.978,0.983,0.959,0.97,0.963,0.972663617,0.94902565,0.983,0.983,0.983,0.983,0.983,0.983,0.983
MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8554,0.998,0.781,0.85,0.8,0.8918,0.849224314,0.9,0.89,0.9,0.9,0.9,0.9,0.9,0.9
MWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8372,0.8554,0.8372,0.9,0.9,0.8645,0.8554,0.95,0.95,0.95,0.9855,0.9855,0.9855,0.9855,0.9855,0.9855
NAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968,0,0,0,0,0,0,0,0,0,0,0,1.074274653,1.074274653,1.074274653,1.074274653,1.074274653,1.074274653
NIU,0.7007,0.6461,0.5915,0.5278,0.4732,0.4732,0.6643,0.8554,0.8554,0.9009,0.9009,0.9009,0.9009,0.9009,0.9009,0.3094,0.9009,0.9009,0.9009,1,1,1,0.9,0.8571,1,0.7,1,0.99,1,1,1,0.98,0.98,0.98,0.98,0.98,0.98,0.98
NLD,0,0,0,0,0,0,0,0.8372,0.8372,0.8554,0.8554,0.8463,0.8554,0.8645,0.8554,0.8554,0.8554,0.8736,0.8736,0.8645,0.8736,0.8736,0.981,0.8645,0.977,0.977,0.8645,0.925,0.93,0.931,0.921,0.925946226,0.929,0.929,0.929,0.929,0.929,0.929
NOR,0,0,0,0.728,0.728,0.819,0.7917,0.7917,0.7917,0.7644,0.7917,0.8554,0.8736,0.8463,0.8554,0.8372,0.8372,0.8463,0.8281,0.819,0.9,0.9,0.9,0.89,0.9,0.91,0.91,0.93,0.95,0.96,0.97,0.94,0.91,0.91,0.91,0.91,0.91,0.91
NPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0.6,0.5,0.97,1,1,0.92,1,1,0.81,0.81,0.81,0.81,0.81,0.81
NZL,0,0,0,0,0,0,0,0,0,0,0,0,0.7462,0.7735,0.7917,0.7644,0.8372,0.9009,0.7371,0.7553,0.7735,0.7644,0.7644,0.7553,0.7553,0.7462,0.7462,0.7189,0.7826,0.8099,0.8099,0.8619,0.85463385,0.85463385,0.85463385,0.85463385,0.85463385,0.85463385
OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8827,0.8918,0.8918,0.8918,0.8918,0.999,0.9999,0.9999,0.9842,0.9769,0.98,0.9692,0.97,0.95,0.976162272,0.985405761,0.988250531,0.985705882,1.031926431,1.031926431,1.031926431,1.031926431,1.031926431,1.031926431
PAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.51,0.53,0.53,0.53,0.53,0.53,0.53,0.53
PAN,0,0,0,0,0,0,0,0,0,0,0,0,0.6916,0.7553,0.7644,0.7644,0.819,0.8372,0.8736,0.8372,0.88,0.8645,0.7189,0.7553,0.8281,0.8887,0.597,0.801316866,0.597,0.985,0.732,0.81,0.81,0.81,0.81,0.81,0.81,0.81
PER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0.089,0.17,0.42203082,0.565,0.701,0.633,0.633,0.633,0.633,0.633,0.633
PHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.1,0.28,0.38,0.38,0.38,0.38,0.38,0.38
PLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.75,0,0.9,0,0.98,0.95,0.98,0.83,0.77,0,0,0.828571429,0.86,0.86,0.86,0.86,0.86,0.86
PNG,0,0,0,0,0,0,0,0,0,0,0.6097,0.6279,0.637,0.2548,0.3276,0.3822,0.44,0.4,0.51,0.53,0.53,0.48,0.63,0.53,0.5,0.4885,0.55,0.47,0.54,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278
POL,0,0,0,0,0,0,0,0,0,0,0,0.8554,0.8645,0.8645,0.8736,0.8736,0.8827,0.8827,0.8827,0.96,0.962,0.963,0.968,0.968,0.485,0.904,0.989,0.984,0.8918,0.946,0.938,0.95,0.95,0.95,0.95,0.95,0.95,0.95
PRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977,0.978,0.988,0.986,0.987,0.987,0.987,0.987,0.987,0.987
PRT,0,0,0,0,0,0,0,0,0,0,0.7735,0.8736,0.9009,0.8645,0.8281,0.8554,0.9009,0.8736,0.8736,0.8372,0.485,0.819,0.8463,0.8736,0.8645,0.8463,0.9499,0.95,0.954,0.95,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96
PRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0.8281,0.2751,0.58,0.634,0.701,0.632,0.641,0.645317685,0.621,0.621,0.621,0.621,0.621,0.621
QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819,0.7917,0.8099,0.7917,0.8281,0.8372,0.91,0.91,0.9009,0.98,0.87,0.45,0.8736,0.99,0.98,1.016,1.04,1.04,1.04,1.04,1.04,1.04
ROU,0,0,0,0.7553,0.7826,0.8008,0.7371,0.819,0.7098,0.819,0.8372,0.8372,0.8281,0.8463,0.8281,0.8463,0.8554,0.8827,0.8827,0.96,0.965,0.967,0.971,0.969,0.965,0.96,0.96,0.961,0.95,0.8827,0.928,0.907,0.907,0.907,0.907,0.907,0.907,0.907
RUS,0,0,0,0,0,0,0,0,0,0,0,0,0.7553,0.8008,0.7371,0.7735,0.8008,0.8281,0.8554,0.845,0.8827,0.991,0.984,0.956,0.968,0.965,0.968,0.978,0.9722,0.9721,0.97,0.972,0.9745,0.9745,0.9745,0.9745,0.9745,0.9745
RWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAU,0,0,0,0,0,0,0,0,0,0,0,0.8645,0.8008,0.8281,0.8463,0.8554,0.8372,0.8372,0.8463,0.8372,0.8554,0.963,0.8827,0.8736,0.8827,0.8827,0.8645,0.8736,0.982,0.8918,0.98,0.967,0.967,0.967,0.967,0.967,0.967,0.967
SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.24,0.24,0.24,0.24,0.24
SEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SGP,0,0,0,0,0,0,0,0,0.7917,0.7371,0.7644,0.8372,0.8099,0.7917,0.8645,0.8827,0.8827,0.8918,0.8736,0.929,0.8736,0.8645,0.952,0.94,0.95,0.95,0.954,0.961120224,0.926380086,0.929535024,0.938933232,0.938933232,0.9389,0.9389,0.9389,0.9389,0.9389,0.9389
SLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0162,1.0162,1.0162,1.0162,1.0162,1.0162
SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8827,0.8645,0.8463,0.772,0.803,1.026,0.889,0.855,0.792,0.825,0.815,0.805,0.95,0.95,0.95,0.95,0.95,0.95
SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,0.7735,0.9579,0.956,0.938,0.93,0.8372,0.6643,0.8372,0.8372,0.842253521,0.883076923,0.883076923,0.883076923,0.883076923,0.883076923,0.883076923
SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7371,0.7826,0.819,0.8372,0.8008,0.812,0.8099,0.743,0.746,0.956,0.964,0.981,0.898,0.96,0.97,0.87,0.91,0.9,0.9,0.9,0.9,0.9,0.9,0.9
STP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0.0813,0.0813,0.0813,0.0813,0.0813,0.0813
SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8827,0.9009,0.9009,0.9009,0.9009,0.9009,0.99,0.99,0.99,0.99,0.98,0.8633,0.99,0.99,0.99,0.99,0.99,0.991,0.08131755,0.08131755,0.08131755,0.08131755,0.08131755,0.08131755
SVN,0,0,0,0,0,0,0,0,0,0,0,0,0.819,0.819,0.8281,0.8463,0.8463,0.7462,0.8463,0.98,0.992,0.994,0.995,0.995,0.98,0.98,0.986,0.985,0.99,0.99,0.992,0.991,0.99,0.99,0.99,0.99,0.99,0.99
SWE,0,0,0.8281,0.8463,0.8554,0.8554,0.8554,0.8554,0.8645,0.8645,0.8736,0.8736,0.8736,0.8827,0.8827,0.8827,0.8736,0.8736,0.8554,0.98,0.94,0.9844,0.8645,0.8645,0.95,0.95,0.9902,0.9843,0.985,0.98,0.964,0.96,0.951,0.951,0.951,0.951,0.951,0.951
SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8554,0.7462,0.8372,0.8372,0.8372,0.942,0.94,0.56,0.54,0.952,0.95,0.949,0.69,0.944,0.949,0.944,0.951,0.951,0.951,0.951,0.951,0.951,0.951
SYC,0,0,0,0,0,0,0,0,0,0.8099,0.7826,0.8099,0.8372,0.8372,0.8372,0.8827,0.8918,0.9009,0.8463,0.9009,0.8827,0.98,0.56,0.54,0.53,0.47,0.58,0.692,0.7,0.99,0.96,0.74,0.52,0.52,0.52,0.52,0.52,0.52
SYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7826,0.7826,0.7735,0.7735,0.7644,0.7644,0.94,0.92,0.98,0.99,1,0.986,0.996,1,0.991,0.98,0.992,0.98,1.01,0.99,0.99,0.99,0.99,0.99,0.99
TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.92,0.96,0.98,1.2839,0.98,0.98,0.98,0.98,0,0.99,0.99,0.88,0.48,0.48,0.48,0.48,0.48,0.48
TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.99,0.86,0.8554,0.8736,0.95,0.95,0.94,0.94,0.91,0.91,0.91,0.912,0.912,0.912,0.912,0.912,0.912,0.912
TJK,0,0,0,0,0,0,0,0,0,0,0,0,0.6188,0.7371,0.6643,0.637,0.7189,0.7644,0.7553,0.9617,0.998,0.863,0.93,0.94,0.95,0.95,0.941,0.941,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912
TKM,0,0,0,0,0,0,0,0,0,0,0,0,0.6916,0.7644,0.819,0.8372,0.8918,0.9009,0.9009,0.46,0.312,0.715,0.93,0.94,0.978,0.925,0.957,0.902,0.868,0.932,0.81,0.963,0.99,0.99,0.99,0.99,0.99,0.99
TLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907,0.917,0.937,0.87,0.736,0.9,0.975,0.988,0.984,0.986,0.993,0.993,0.990208121,0.992,0.992,0.992,0.992,0.992,0.992
TON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819,0.96,0.99,0.98,0.99,0.99,0.98,0.98,0.98,0.993,0.95,0.95,0.95,0.95,0.95,0.95
TTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.63,0.958,0.986,0.982,0.992,0.99,0.98,0.98,0.98,0.993,0.95,0.95,0.95,0.95,0.95,0.95
TUN,0,0,0.3913,0.3822,0.5005,0.5915,0.6097,0.7371,0.7917,0.8463,0.8463,0.8554,0.8554,0.8372,0.8281,0.8281,0.8372,0.8372,0.8554,0.99,0.98,0.8,0.625,0.73,0.78,0.845,0.776,0.869,0.811705686,0.797,1.065,1.065,0.85,0.85,0.85,0.85,0.85,0.85
TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7189,0.7371,0.986,0.983,0.991,0.98,0.99,0.994,0.994,0.985,0.984,0.99,0.97,0.98,0.96,0.96,0.96,0.96,0.96,0.96,0.96
TUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.83,0.97,0.97,0.98,0.84,0.94,0.92,0.88,0.91,0.86,0.931,0.931,0.931,0.931,0.931,0.931
TZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997,0,0,0,0,0.827,0.74,0.82,0.84,0.7042,0.896,0.931,0.931,0.931,0.931,0.931,0.931
UGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UKR,0,0,0,0,0,0,0,0,0,0,0,0,0.819,0.8554,0.8736,0.8827,0.8372,0.8827,0.8736,0.99,0.99,0.98,0.98,0.99,0.97,0.96,0.98,0.96,0.95,0.8554,0.8554,0.56,0.54,0.54,0.54,0.54,0.54,0.54
URY,0,0,0,0,0,0,0,0,0,0,0,0,0.8463,0.819,0.819,0.819,0.8099,0.8372,0.8736,0.996,0.988,0.9841,0.98,0.99,0.97,0.958,0.984,0.956,0.954,0.8554,0.407,0.56,0.54,0.54,0.54,0.54,0.54,0.54
USA,0,0,0,0,0,0,0,0,0,0.8554,0.819,0.7917,0.7553,0.7644,0.8099,0.8008,0.8281,0.8281,0.8372,0.8372,0.8281,0.8281,0.8281,0.8463,0.8463,0.8463,0.8372,0.8372,0.8372,0.8372,0.8372,0.8372,0.8372,0.8372,0.8372,0.8372,0.8372,0.8372
UZB,0,0,0,0,0,0,0,0,0,0,0,0,0.7644,0.7462,0.6461,0.8281,0.8645,0.8736,0.8645,0.95,0.99,0.98,0.97,0.98,0.99,0.9009,0.8918,0.8918,0.8918,0.08,0.08,0.997,0.99,0.99,0.99,0.99,0.99,0.99
VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9009,0.9009,0.952,0.985,0.98,0.974,0.984,0.986,0.93,0.9009,0.83,0.94,0.084,0.89,0.997,0.999,0.999,0.999,0.999,0.999,0.999
VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.993,0,0.73,0.93,0,0.832,0.938,0.938,0.891,1.037,0.3257,0.3257,0.3257,0.3257,0.3257,0.3257
VNM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8463,0.18,0.97,0.064038711,0.308,0.257846553,0.325730711,0.325730711,0.325730711,0.325730711,0.325730711,0.325730711
VUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182035571,0.965800111,0.963945081,0.976682779,0.927817882,0.831664878,0.831664878,0.831664878,0.831664878,0.831664878,0.831664878
WSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0.5187,0.21,0.51,0.61,0.29,0.45,0.65,0.6735,0.6735,0.6735,0.6735,0.6735,0.6735
YEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0.5915,0.25,0.21,0.51,0.61,0.29,0.4513,0.65,0.6735,0.6735,0.6735,0.6735,0.6735,0.6735
ZAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6916,0.6916,0.6916,0.7462,0.7189,0.6825,0.8,0.53,0.64,0.7,0.68,0.25,0.3,0.38,0.407592797,0.44,0.49,0.538801769,0.48,0.48,0.48,0.48,0.48,0.48
ZMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
