"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37"
"AFG",10614.4683033433,5298.51828936702,4904.99728514501,4188.83218459006,3721.24095461514,2130.24293181212,2661.80096828908,1303.13313812548,633.094567260418,620.224565212033,500.778505651901,1438.27389825682,2219.53674047609,2475.45517317281,2688.77648918901,2179.11176887323,1800.5958878156,1005.0079130946,1145.117226585,1766.49312032762,2289.30458588584,1150.39943775997,81.7728934586664,117.606226279368,402.746795572323,595.092487950264,283.746916167943,374.006500505175,732.61027349944,522.056446626505,772.672111703008,717.855563327658,61.518861612159,153.670606705591,211.675943727467,47.0095590621812,217.250252781556
"AGO",5771.92788476945,6402.28768697461,4716.56018570894,4774.53069969666,4808.72936913735,3271.88011752728,2790.0718661262,4554.8188640424,4136.51941070934,6316.11669019971,3881.84773191559,3500.84845754614,2092.63844647321,1346.95221673965,573.663838113051,323.89460861842,1785.9689810516,863.19037420844,459.325382647572,595.87260152173,1890.14004715484,2472.12447191182,860.393541364656,12.2433147745947,138.704999629107,289.502907361054,118.817635995504,161.712903006739,530.555992087853,162.90857950014,306.817781879138,481.284228812729,1777.62311278938,2478.36670267222,254.129958503612,436.245165406061,639.978128507497
"ALB",NA,NA,0.232265832203387,0.3420753836788,0.398750650437438,0.425802202553027,19.067749882034,0.448113441530922,46.4773070040047,0.632558092463207,0.753230246258898,0.683213528743327,0.818742828841727,0.551985440513149,0.492979572040751,0.727249439647781,0.939086904552631,0.96157086455113,0.809955031237124,0.62338175385789,0.00813513350219952,0.0273478563280704,0.0528498692310822,0.0753889028921405,0.0925796590089627,0.116974533712165,0.124150089177666,0.422046112615458,0.252579299108739,0.19272654304354,0.584251814329929,0.301222141733684,0.214762299596082,0.163087672061462,0.508123538935319,0.272175834092557,0.196472049571543
"AND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.814913331247961,0.801340499532605,0.789182066156664,0.77652345134139,0.525974761873202,0.475265659327021,0.463186330767,0.447691133535905,0.431428328914071,0.415728240254678,0.400240257576271,0.393563342231391,0.379315374612426,0.369616631352714,0.391962597863659,0.380464271608812,0.367773042716683,0.00232647756232924,0.00257002626603686,0.0023392704873743,0.00253415575018602,0.00273844748507835,0.0029566823270972,0.00325771196952995,0.00347198360117741,0.00368418428586082,0.00390624379082121
"ATG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
