"1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"CAF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69445000069445,0.2983000002983,0,0.715364022285,0,0,0.608565593182261,0,0.7225899215,0,0,0.7225899215,0
"CAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHL",0,0,0,0,0,0,0,0,0,0,0,0,0.9405,0,0,0,0.358771383828,0,0,0,0,0.358771383828,0,0,0,0.3091232226316,0,0,0,0,0,0,0,0,0,0,0,0
"CHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05035,0,0,0.1805,0.38855,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1121,0,0.8075,0,0,0.564112207895,0,0,0.561293131361335,0,0,0.75068496405,0,0,0.75068496405
"CMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8854000008854,0.69825000069825,0,0,0,0.3527185805154,0.4886993127343,0,0.570050231136,0,0.0035628139446,0.587864300859,0,0,0.587864300859,0,0
"COD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2109000002109,0.0038000000038,0.30875000030875,0.2432000002432,0.31065000031065,0.3128814360095,0.1876415344156,0.1579514182106,0.0807571160776,0,0.1558,0.728307448689769,0.745370061806441,0.1558,0.728307448689769,0.745370061806441
"COG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741000000741,0,0,0.686460425425,0,0,0.486917905762,0.1923919530084,0,0.5938023241,0,0,0.5938023241,0
"COK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9177000009177,0,0,0,0,0,0,0,0.8056,0,0,0,0,0,0,0,0,0,0,0
"COL",0,0,0,0,0,0,0,0,0,0,0,0,0,0.912,0,0.3633663898384,0,0,0,0,0,0,0.42828544708,0,0,0,0,0,0,0,0.340651616968,0.3762,0,0,0,0,0,0
"COM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9367,0,0,0.498793952244,0,0,0.5938023241,0,0,0.5938023241,0
"CPV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4732652893543,0,0,0,0.432157613887,0,0,0,0.42926942345,0,0,0.42926942345,0
"CRI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315283943364,0,0,0,0,0.437301982808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45491552788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444286759331,0,0,0,0.0068716966949,0.0057866919536,0.0050633554594,0.95000000095,0.95000000095,0.0050633554594,0.95000000095,0.95000000095
"CZE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DJI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6178143828825,0.657556828565,0,0.6023000006023,0,0,0.59375,0,0,0.0895857309585,0.4123,0,0,0.4123,0,0
"DMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7904,0,0,0,0,0.4359495024488,0,0,0,0,0.34427557034,0.4006358342125,0,0,0,0,0,0.437301982808,0,0,0,0,0,0,0
"DZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42022976977695,0,0,0,0,0,0,0.912,0,0,0,0,0,0,0,0.02466464872445,0,0.46537073065,0.46537073065,0,0.46537073065,0.46537073065
"ECU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9405,0,0,0,0,0,0.358771383828,0,0,0.3565970118048,0.59565,0,0,0.59565,0,0
"EGY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4542018331144,0,0,0,0,0,0,0.6533141839785,0,0,0,0,0,0,0,0
"ERI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207830813435,0.1638894414516,0,0.63745,0,0,0.3594286495987,0,0,0.33255055410085,0,0,0.2624566972143,0,0,0.2624566972143,0,0
"ESP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5152066140295,0,0.0779000000779,0.1672000001672,0.23845000023845,0.03515000003515,0.628653231705,0,0,0.085265610737,0.6105884836675,0.20995000020995,0,0.5938023241,0,0,0.5938023241,0
"FIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8037,0,0,0,0,0,0,0,0,0.3365458674556,0,0,0,0,0.0152,0,0,0,0,0,0
"FRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FSM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2637892774846,0,0,0.3731107178,0.3731107178,0,0.3731107178,0.3731107178
"GAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76000000076,0,0,0.599749634845,0,0,0,0,0.5350158940141,0.75068496405,0,0.5350158940141,0.75068496405,0
"GBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9234000009234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88825,0,0,0.63745000063745,0,0,0,0,0.95000000095,0.95000000095,0,0.95000000095,0.95000000095
"GHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10355,0.9405,0,0,0,0.4679162313908,0,0,0,0.4901299767255,0,0,0.95,0,0,0.95,0
"GIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2185000002185,0.8892000008892,0,0,0.700912223855,0,0,0.715364022285,0,0,0.715364022285,0,0.84511298045,0.715364022285,0,0.84511298045
"GMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8702,0,0,0,0.505940621136,0,0,0,0.5217512655465,0,0,0,0,0,0
"GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8645,0,0,0.587864300859,0,0,0.529194493549553,0,0,0.529194493549553,0,0
"GNQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46455000046455,0,0,0,0.703802583541,0,0.141627624614,0.44800575133,0,0,0.44800575133,0,0
"GRC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4427119042448,0,0,0,0,0,0,0,0,0,0,0,0.2928154324576,0,0,0,0,0.3623953372,0,0,0.3623953372,0
"GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304412083248,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358771383828,0,0,0,0.340651616968,0,0,0,0.351523477084,0,0,0,0.297950320708988,0,0,0.297950320708988,0,0
"HRV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88065,0,0,0,0,0.39615,0,0,0,0.33370344424197,0.4978124255364,0,0.00184831346115,0,0.9405,0,0,0,0.7502365857195,0.301499096197417,0,0.7502365857195,0.301499096197417,0
"HUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17313752244375,0,0,0.02647985637375,0.05635456612875,0.08265000008265,0.09573486535125,0.2715882705,0,0.0500957719402,0,0.2509221851164,0,0,0,0,0,0
"IND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1088248355598,0.1660174498686,0.7943418654,0,0.1660174498686,0.7943418654,0
"IRL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9405,0,0,0,0.0307144682229,0,0,0,0,0.00725904648865,0.65991331715,0,0.00725904648865,0.65991331715,0
"IRQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51124296818945,0,0,0,0,0,0,0.4607170233435,0,0.7417391061465,0.5326591612715,0.4997111719145,0.505202503474,0,0.6967852209255,0.4019654701554,0,0.517944479398033,0.74923142035,0.54913315595,0.517944479398033,0.74923142035,0.54913315595
"ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,0.75715,0,0,0,0,0,0,0,0,0,0,0,0,0.0031557875048,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9386,0,0.2931835603095,0,0,0,0,0,0,0,0,0,0,0,0,0.10470841439625,0.933696478005,0,0.10470841439625,0.933696478005,0
"JPN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6004000006004,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931,0,0,0,0,0,0,0.486917905762,0,0,0.4869678478434,0,0,0.4869678478434,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9405000009405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KHM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4883000004883,0.4237000004237,0.42655000042655,0,0,0,0.438892161246,0,0,0,0.428375267376,0,0.9019998763,0,0,0.9019998763,0
"KIR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91105000091105,0,0,0,0.0758086460334,0,0,0,0,0,0,0.438892161246,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912000000912,0,0,0,0,0.09534881110195,0.09872067475585,0.08935438682835,0.08073740193505,0,0,0,0,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64885,0,0,0,0.58666293894635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416725890476,0.3688467456128,0,0,0,0,0,0.912000000912,0,0,0,0.921804570921805,0.00095000000095,0,0.675038487172992,0.00095000000095,0,0.675038487172992
"LBN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93765,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.345616365475,0,0.95,0.345616365475
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9405000009405,0,0,0.700912223855,0,0,0,0.587864300859,0,0,0,0,0,0
"LBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931,0,0,0,0.456063316037,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LKA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9063,0,0,0,0,0,0,0,0,0,0.2708592481,0,0,0.2708592481,0
"LSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433475696593,0.9367,0,0,0.4768232662523,0,0,0,0.46430592418835,0,0,0,0,0,0.52702148035,0,0,0.52702148035,0
"LTU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551,0,0,0,0,0.95,0,0,0.95,0
"MCO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8816000008816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9405,0,0,0.587864300859,0,0,0.552236161413,0,0,0.5938023241,0,0,0.5938023241,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32965,0.9215,0,0,0,0,0,0,0,0,0.8075,0,0.208942001968,0,0,0,0,0,0,0,0,0,0
"MEX",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8493,0,0,0,0,0,0,0,0,0.21743720232,0,0,0,0.173949761856,0,0,0,0,0.2852051303764,0.2225107370408,0.3623953372,0,0.2225107370408,0.3623953372,0
"MHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15485000015485,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9405000009405,0,0,0.715364022285,0,0,0.587864300859,0,0,0,0.549618858909064,0.065318255651,0,0,0.065318255651,0,0
"MLT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1822067457294,0.2566854155166,0.1245744417274,0,0,0.416725890476,0,0,0,0,0.363566732194035,0,0,0.363566732194035,0,0
"MNE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086846301981,0,0.24992704622265,0,0,0,0.106497654984,0,0,0,0,0,0,0.1732207806195,0,0,0,0,0.89015000089015,0,0,0.89015000089015,0,0
"MOZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89205,0,0,0.587864300859,0,0,0.587864300859,0,0.582384015543134,0,0,0.582384015543134,0
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48187811858375,0,0,0,0.383938846965,0,0,0,0,0.9405,0,0,0,0,0,0,0.5871,0.019,0,0.904223990555,0.019,0,0.904223990555
"MUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8455,0,0,0,0,0,0,0.587864300859,0,0,0.581926277618,0,0,0,0,0.503470699236283,0,0,0.503470699236283,0
"MYS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912,0,0,0,0,0,0,0,0,0.3731107178,0.95,0,0.3731107178,0.95
"NAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9215,0.581926277618,0,0.47504185928,0,0,0.558174184654,0,0,0,0,0,0.312527539,0,0,0.86507722,0,0.4413090195,0.86507722,0,0.4413090195
"NER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88445000088445,0.05225000005225,0,0,0.715364022285,0,0.587864300859,0,0.9405,0,0,0.9405,0,0
"NGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47025000047025,0.4256000004256,0,0.700912223855,0,0,0.715364022285,0,0.71027706164115,0,0,0.71027706164115,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437301982808,0,0.355147430456,0,0.351523477084,0,0,0,0.358771383828,0.9405,0.021743720232,0,0.358771383828,0,0,0.14345,0.358771383828,0,0,0.358771383828,0,0
"NIU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9405000009405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52155000052155,0.4237000004237,0,0,0.4563993779955,0,0,0,0.874,0,0,0.874,0,0
"NRU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9405000009405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NZL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363156494319,0,0.47975000047975,0.520293921837,0,0.17225395879185,0.2286904410171,0.0405114351354,0.7943418654,0.793569530696547,0.0405114351354,0.7943418654,0.793569530696547
"PAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295291545092,0,0,0,0,0,0,0.355147430456,0,0,0.0141334181508,0,0.340651616968,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0,0,0,0,0.7277,0,0,0.437301982808,0,0.9386,0,0,0,0.351523477084,0,0,0,0,0,0,0,0,0,0.286593249476011,0,0,0,0,0,0
