"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37"
"AFG",11485.6860273443,5733.41176803388,5307.5912209759,4532.64449226178,4026.67415977324,2305.08969243959,2880.27711943139,1410.09211658984,685.057905621163,671.131555428712,541.881563992116,1556.32500325044,2401.71258688803,2678.63637454857,2909.46674576275,2357.96960153769,1948.38577294194,1087.49727399585,1239.10652452708,1911.48390759772,2477.20685982568,1244.82229072017,88.4846751596488,127.259147731419,435.803575861234,643.936679491995,307.036386297905,404.704325664167,792.741693822858,564.905962610904,836.091740394624,1005.19821854386,86.1435827184123,215.181755208476,296.405422501854,65.8265080579566,304.211011560478
"AGO",1211.40406563477,1343.70308988611,989.904984754869,1002.07175428728,1009.24932268848,686.697574150381,585.576339399029,955.958944790475,868.166846805745,1325.61764288869,814.716714847781,734.753125698834,439.199999128634,282.696427285553,120.399755449397,67.9785426205494,374.836645213893,181.165175589278,124.751138716162,161.836877250552,396.69992131822,518.845989731006,180.578180265445,3.32524070624464,37.6717841056751,78.6279590009983,24.937277489879,43.9206487542751,144.097118657226,44.2453902332417,83.3306172786833,130.715083160526,482.796109046721,673.115573392566,69.0207920199818,118.482633879572,173.815781363005
"ALB",NA,NA,0.135131080895527,0.199017719936486,0.231991102136028,0.247729557691903,11.093519986825,0.260710123152608,27.0402610361767,0.368019083792384,0.438225529663957,0.397490159209852,0.476340417302372,0.416117769119438,0.37163581624245,0.423110028401491,0.546355989011376,0.559437042684171,0.471227721312024,0.362680336622227,0.00473297933214305,0.0159108438409989,0.0307477853571235,0.0438608806069338,0.0538623751592767,0.0680551892967778,0.0722298910033549,0.245544283653145,0.146949352716292,0.112127323384899,0.339914736647282,0.175249511372361,0.124947614570424,0.0948835788602024,0.295623692875602,0.158350517188264,0.114306440049752
"AND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.317827718139266,0.312534121915759,0.307792161037409,0.302855122327561,0.26546129004035,0.185120285408709,0.180415277363855,0.174379757486516,0.168045247567573,0.161929920620357,0.155897210876734,0.153296491784081,0.147746779154198,0.143969030677933,0.152672987332612,0.148194284955853,0.143250936181138,0.00090618411383896,0.00100104854314597,0.000911167074187722,0.000987076651843178,0.00106665013569947,0.00115165458625847,0.0012689083626044,0.00135236910677375,0.00143502319831518,0.00152151738978316
"ATG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
