"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
"AFG",4146.13729822728,11329.3415407406,15538.7448598925,17087.8427803891,16974.8579329806,16732.2458660644,16504.9662387888,14568.3550933351,13540.5546964797,14434.0372165113,15097.0763634594,15841.1660492621,16379.835128384,17010.5838963034,16425.5352813188,17059.8679841314,17908.3688172545,19690.9660067952,22342.0749154419,23883.2677188753,25364.2157363155,24519.044655682,24775.9697498552,24451.4093082464,22754.3146562207,22032.7250272419,21291.6387919228,20634.5204875648,19655.6447442687,19152.3416641894,18103.6414582898,14813.1043147107
"AGO",889.355124789137,2811.49726343131,4747.1795825448,5346.73445483705,5427.04100931342,5332.72127164307,5389.89831030055,5082.9244999323,4941.77170660411,5222.13279027152,5728.23949093106,6127.9364972267,6451.9418431068,6347.10714585217,6464.63535550978,6565.06422837853,6125.50997639776,5259.51862532791,4678.7142153227,5444.71179474679,7310.19029542969,6321.42234466395,5837.94784861863,5278.74751942067,5504.78107435532,6632.87776784453,8459.96796335917,5762.5531910601,5360.48081365987,5219.81692127048,4504.12806728945,4284.00969272909
"ALB",55.7133698159385,-0.987888255198218,7.22180193167314,6.80228396236807,6.77995891313389,6.72661835640253,6.88939984134339,6.8833967412731,6.93593710553373,7.17170904883913,10.352466825927,12.5532306853681,9.30085088346848,17.3777103657389,9.7206069412179,8.10902212996212,7.44256966993848,6.21040846527206,8.07482746704141,8.67180727642193,5.42353266201422,5.50174895904547,4.84449879227639,5.39491115579655,4.37135758954239,3.87858423657654,4.06060019766199,3.58382140125055,3.29322475952221,3.41592085172431,3.04406093321511,3.05897777009823
"AND",0.139758927311057,0.157259412560997,0.168143556381602,0.170280041300101,0.171542373556416,0.178959556515257,0.183486593674408,0.185180201610715,0.189343784679679,0.189340582448288,0.183150487059137,0.183769354531289,0.185895816443495,0.192028815084705,0.205163937428316,0.210658121399296,0.225841568259996,0.10271394556682,0.0875443650054935,0.0542143758341278,0.0369290888812279,0.0312006409830359,0.0268905974704737,0.0250935637732185,0.0241410531959436,0.0240994458443405,0.0263963594543001,0.0273388137047581,0.0272590728953704,0.0278039459214819,0.027112592112914,0.0293081409235034
"ARE",8.10950137629828,12.1433823549971,15.0226912116394,15.2051116896162,15.4453504385076,15.0022341644785,14.0009629157715,10.9423636262614,10.4174874603676,9.86159223786007,9.36713637666248,8.89215296919519,8.35243079414562,7.49601132876558,6.30807629980021,5.94740806191082,5.78820203463243,5.23958230159402,4.93350195627387,4.72693780634014,4.94876555045958,5.21690133865543,5.43720344641808,5.37524488890751,5.22335640733285,5.13438909100599,5.11718328797088,5.34732034550694,5.94686505701715,6.88830792907467,8.30018986468757,9.72177356008931
"ARG",83.409502289448,72.4184920962423,75.7761392410983,77.2314665207407,68.1573051466446,84.6840712119701,65.485490864277,62.6710706156985,56.2839549215726,42.4813656390154,38.4100778308695,33.0547007198055,33.7698319164015,32.6557720056072,31.4932349070587,29.283277624629,27.9260440630906,29.9359046937516,30.1931820899723,29.3392884078919,31.6226035800826,34.0266852466292,32.5563166762003,30.7031637093256,28.6535715230528,27.3986441364228,27.5190832970313,28.99935307748,29.1025342802273,27.8399223099166,27.4937849725898,28.6247965240994
"ARM",1.07380464309434,2.36476378425204,3.99921738196294,6.00369552126073,8.25947373684235,10.9978158465443,13.1191877771058,15.2521928835314,18.3020080003154,18.7687863606794,21.1107273221209,23.0276975101983,20.4456728812718,17.9656952038911,10.2643442858628,5.81316217452972,5.32917464842183,4.7493698259837,4.41196343983794,4.05517531688267,3.77021940372873,3.45867239127189,3.30386411033787,3.12369808885278,2.96564831455275,2.86039410925904,2.68769369151445,2.56116023638574,2.48502937489415,2.35116116598746,2.22432179658725,2.17023840287277
"ATG",0.27414347392086,0.386368378484648,0.433466689491955,0.328571843765686,0.23980544131247,0.213342707418332,0.140291921088457,0.115043476422486,0.0942895179011733,0.0675944330506478,0.0669506443293584,0.0680166527243981,0.0576943396459669,0.0521042951108079,0.0563503346400823,0.0580388848178407,0.0541169739666192,0.0582349354314398,0.0557176996416609,0.0548544297927274,0.0590329492463313,0.0601839204450452,0.0591000728503219,0.0584386151617481,0.0599011884287227,0.0585871816506017,0.0575248393817018,0.0566415770847403,0.0559107351619922,0.0553471395290034,0.0558546372229693,0.0552404024750121
"AUS",42.8405881353082,56.3901831941869,39.2473834440402,40.5949074443896,32.8024880912557,29.3410298786208,18.9039856862615,18.0923818345395,17.5758003926587,15.3746927137215,13.3961515224081,13.0473074936335,8.49816188276917,8.47598323098611,8.50007538289824,8.09082269657975,8.10950567632644,7.86108553911375,8.3759398377118,8.1199653736533,7.56886052043397,7.40786225628035,6.85699957114314,6.52992576003506,6.4560366029426,6.64339258792312,6.30815343675297,6.47435563515825,6.59077168965712,6.6686686950278,6.66652386716545,6.9389674320477
"AUT",30.2623089331078,28.0244102105738,26.8153624027483,26.2014031146772,25.2223464384281,23.2866073258732,19.6665169784118,18.3354216428759,16.9847831957147,13.1651002458915,12.7941532568563,12.9136722324369,12.5900036097379,12.7212714806151,12.5716167450436,12.5817965215838,10.038131064457,8.50521823782477,8.36615967657769,9.14359321103144,8.73942072262762,8.30024284265944,8.08988481020918,7.78170334265345,7.85688635698108,7.93977044403887,7.7539904722555,7.53661572355977,7.20262730003631,7.53911606816301,7.87996638522443,8.01269114782042
