"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
"GHA",3385.23322728753,7525.74550672421,10739.6683129649,12883.9953774745,14726.8796552732,14597.6929788178,13914.594309264,11879.3801915511,10710.7870931028,9657.36259221967,9613.09307588468,8098.29334409642,8044.06473760229,7939.81473727822,7775.42479891431,7627.93415758813,7577.31087148605,7336.49312369009,6985.28845973435,6599.8508177228,5901.28435361663,4956.36207105705,-72.2604547766289,128.123223228739,890.040375786894,1962.68694085375,570.676740727221,1027.43246344874,1976.38957320116,2534.6250682251,508.308048591753,1178.0090475842
"GIN",1551.99031820924,3586.55884703323,4518.62245469439,5227.89803899598,5745.32660056661,6080.1683499263,6421.10372832562,6735.390797783,7016.78492404516,7272.74068593627,7163.097305136,6934.31699845861,6461.01668895499,6207.72328982663,6103.78364863099,6108.82370758756,6273.87484169778,6723.03906085542,7295.58498117126,8321.10143627751,9018.43426308998,9154.63888178419,5531.54170840102,-36.8292872078824,916.03755688732,2903.62543765675,237.07445825313,1612.53704198218,3606.95831781508,228.523577671157,1598.05164230734,3533.99374788965
"GMB",107.752069681454,175.628538901082,238.818190390659,293.828477687887,312.608035230976,342.172676384145,414.127401240563,375.279866720733,386.452496680173,379.007768835191,379.161766737263,376.633219675514,353.274709897786,356.944766065453,357.765816560844,354.575125737225,340.782472336296,336.295957500352,353.828544630421,359.096883981009,378.0240760945,389.46241152577,399.066081045594,-2.18602889258872,14.8200718348018,50.742326259668,105.937311732832,28.0610428447625,71.0204444855671,115.902714654854,176.329306663623,37.1749602001088
"GNB",477.486985473983,1105.56828948407,1406.4947432038,1221.01181093317,1177.82211539586,1139.86798067051,904.108924445153,777.000742522722,870.071210777263,691.752912969408,896.746853414962,961.851888186139,921.688857220543,833.242333219448,698.835442513335,887.32462151514,1101.09918348621,1117.60884709823,1024.10277669949,907.28664395101,742.524230817443,718.146219323778,716.797323823775,706.592234339501,700.796124948365,697.635056023353,-11.7539022937719,80.0808310693444,288.336741548737,48.1346185274611,257.632251001173,497.201778335491
"GNQ",-0.745584638142626,28.2644903612811,95.5226497728831,171.872704316114,236.570711579168,268.218097095489,292.807476021207,289.426757102983,266.363512742421,317.739975626401,207.963427652479,171.248514387646,132.409872635089,132.218191850011,129.563306779906,129.516136042709,128.493328336196,128.353203759612,128.227677756717,174.805316394623,208.097610095681,269.153845532903,286.328067186629,300.147995872221,311.910610589164,84.5103115229114,162.481717788807,234.835595899667,285.095406755155,18.2050194613441,86.0135507226694,124.474984883343
"GRC",37.445114521352,44.3967835017725,46.6658570531648,47.5537019356853,29.9879467349445,22.8930680883781,25.0555849374439,15.2004445815038,13.0223614993867,12.3125304619389,11.4079931549332,11.4604570908751,11.7094764360255,11.4237683905399,11.5706812514944,11.7265058641348,9.98023657149606,9.12763072023538,8.49588689515985,6.54631323692928,6.24606909349578,6.12560178635857,5.96035617878349,5.75866910764852,5.54787119819115,5.36027503834443,5.01097041964506,4.03412960528527,3.21335446601891,2.76481734988254,2.39469835393774,2.15499184239978
"GRD",0.337182640129853,0.786666054454212,0.939722460573346,0.979601643980316,0.834744006459342,0.696271111576877,0.584289125702531,0.462056999130931,0.579500223498094,0.297494983112398,0.253338406556193,0.193986890401333,0.18770261904444,0.138875455210361,0.138193621442968,0.134262667284194,0.136236225903354,0.123687872101687,0.107827548534666,0.102803985502292,0.0726267237557778,0.0526841776244259,0.0447311905823413,0.0355718814024358,0.0451844804239688,0.0374762977032577,0.0315407744856448,0.027560474991196,0.0244911493553608,0.0237294483978343,0.0223659111891513,0.0214781108269063
"GTM",26.3026944603059,69.4604396057138,84.0336784963506,90.2176890274295,81.6378241139012,82.1065643634345,61.2788592281894,78.9282540576825,62.5966197009008,56.5545153000159,50.545304097859,62.2056156889011,59.9719614489426,40.5423559666023,41.7511544344109,33.7937534637518,10.0852069260875,22.1571749261547,28.4448559389915,29.9568270003614,20.9905635047904,22.8399957513895,19.2898467547212,18.9620511164953,18.5383408294379,19.1765486517315,18.867020262465,22.3253156040176,8.57763350305947,13.3149743473247,16.4903060963507,20.1460893913295
"GUY",3.00831599080378,4.46477604683932,3.80128693593028,3.70718890951214,3.4141340570874,3.72370828185289,3.73323632541768,3.41572777282408,3.20311746791439,2.73206028377305,1.90460825566116,1.74533888660983,1.72965044709813,1.36765163097962,1.35301006673878,1.44929098579298,1.02501634826191,1.29733173152747,0.93309077152273,0.941721495231445,0.960728925332964,0.627603009577755,0.464908770051658,0.387635129176606,0.38833140623086,0.352995748261889,0.329822637614786,0.243802747748833,0.221590780712398,0.202022242631209,0.193756276006277,0.179362378099563
"HND",13.5592413173118,28.1877971487743,30.0307164381977,30.7475567063488,33.2160039543042,31.2464208120851,28.8073076937828,29.5964562269344,18.6056802994878,13.1748745267084,12.1916058940966,10.4481797776565,10.199728858641,9.26015901113381,9.03966451050945,9.66899364107161,9.66148940149065,10.0275628473083,8.66485922593691,7.9967018307541,2.33598969074266,3.65960273655211,4.98181886145755,6.22128525922473,2.42854683332355,4.05835188644102,5.28069333424041,6.31049103395518,2.11360248730336,3.44237161426622,4.70276544377253,6.08129650119875
"HRV",35.0853387961176,43.4541856770128,46.450011329956,47.8038762471943,48.4198947720996,48.1231919932845,47.4831789153191,46.0661082829079,44.7131877171895,44.7203690923008,42.730144087894,41.2361363328383,20.813367743198,13.4048929654421,7.43046046002574,4.5417299680352,3.65905773744584,3.05578154756535,2.68059441266494,2.30510732898026,2.03742971959438,1.70012116268702,1.42203907172898,1.23985356533137,1.06732489174067,0.965177674315167,0.862881455303051,0.784716926017595,0.709418284470161,0.710015556161922,0.65516158566676,0.610327550450202
"HTI",21.437473101898,56.6788476883625,69.9602812383475,72.2079245179318,72.5038651689837,65.9391434478391,62.6522587411375,63.9654163996272,45.9455100335695,55.7800066620862,58.7804130184503,57.6742521941039,55.599745175513,52.7826208227208,-0.718582079738749,9.0069681773883,26.7141823771809,38.6228455020695,43.7101764378514,14.808285867216,29.6833983016826,38.8578478156637,42.5860231865722,17.7955561522708,5.4482933340746,19.3045279721017,31.4281228820095,38.5980810230387,-0.717309514261057,2.9896418499388,15.748281310905,28.8692696953801
