"AFG",105244.648794673,285492.404062316,391597.082932718,432179.300177666,427588.755207895,421914.639431884,416151.38130437,367700.981669177,342483.273022013,364816.912948964,382757.291033341,400104.326027853,413517.978591641,432037.824719944,416358.701561273,430396.201164483,454594.966159202,499436.941873458,563160.309713639,600281.676746717,641282.900914222,617226.07813176,624526.600026321,615133.350476696,575630.417394589,555010.970753504,535977.706924712,520110.872482617,495484.786135878,478323.381350921,460074.559263849,437601.179706698
"AGO",35983.505625892,113102.087192026,191504.955411706,215047.484624043,220354.482914031,215159.541206072,216078.383917703,204539.587566729,199318.177564064,209789.331904495,232973.127636904,247601.976355898,258997.491516989,255590.495002701,262601.620068083,267030.708257361,245802.988869609,210544.427985045,219767.027263378,257333.717455563,294486.307279898,257658.174665768,236872.330265592,251660.092465486,260601.52721617,312461.778214957,342586.825819239,269472.277099154,251448.282531078,246897.193447168,211925.838541911,201652.140075938
"ALB",122568.279140759,-2129.31453815606,15480.7035634295,14263.7698864984,14597.6705125604,14692.9779367991,14829.3452021371,15004.6136426778,15234.7537361397,15459.580771918,21915.5940821571,27393.8837863379,20431.0084051234,29944.3740227359,16580.1407617002,17642.4971259789,16141.243439381,13748.7861000941,17200.2356894316,18484.8435378039,11740.3645551737,11863.4709538369,10699.9022013913,11490.7114478634,9421.49973602574,8559.15138493363,8850.804987151,7722.24385332303,7133.55377017997,7301.89045406234,6566.46340439084,6546.79342772265
"AND",376.843292490975,423.750514901666,441.924050221305,453.185787023778,465.087391093475,480.239333565842,493.664694356707,501.553146840414,503.587717973261,500.839456553671,495.570606151891,493.681906538796,499.689903966692,517.169078700487,543.506240362642,574.52967883148,603.970362828873,281.220864468268,233.142542274145,188.074217237906,156.763972292976,134.44367716884,117.596003163737,110.095809986183,104.249068629638,107.916124987507,116.925381276137,120.859730837887,118.531870197761,116.962418971734,114.367080913713,124.845662498643
"ARE",9977.79927145157,14913.1695028687,18452.4956734544,18797.9568486021,19213.1146896133,18441.9570425752,17132.3756341969,16126.451755609,15360.1232979319,14438.4561844803,13762.9313581809,13133.1731704558,12320.5552896521,11085.3719147916,10441.577830468,10040.8253348884,9745.51037900499,8855.09229272311,8378.81591849429,8042.6062982763,8316.43733489513,8762.11022367237,9123.52813747384,9131.97412102815,8819.74798205116,8701.3051785054,8634.51381466045,8981.57321653921,10032.2083600298,11644.8868213055,13741.3419891906,16300.7176745767
"ARG",295428.542637505,256499.427436401,268391.895026647,273546.5261596,241406.707591879,299942.944821145,231943.394923992,221974.985455228,199352.427720442,183578.943435787,165985.283180289,142842.560319082,145932.927766415,141118.63005561,136094.84305992,126544.735222189,120679.587068996,129364.997377252,130476.795735371,126786.780181379,136653.896752055,147042.893566051,140688.843865431,132680.62994466,123823.523720074,118400.481398794,118920.947102291,125317.78388489,125763.671061487,120307.420585722,118811.622940936,123699.175459943
"ARM",2522.17343260957,5539.38137593831,9550.88853787736,14346.7320086154,19667.9948373263,25205.9025093472,30692.0844893943,35953.3368793622,40930.8390829116,45580.8401071546,49835.9968704155,53549.2543220916,48355.543140983,43811.5014987711,39766.2452118154,36033.3367217402,33053.4493150282,30203.6731001526,27615.487052393,25473.5554734432,23630.3929366171,21995.4817852744,20661.4870518424,19408.1406337982,18405.062960168,17473.0074727648,16733.8692224173,16078.1065108353,15411.7582484722,14727.8626263164,14058.9958277274,13439.4593753323
"ATG",758.228857751509,1068.62166040213,1198.88665648737,908.767406440919,663.256371740006,590.065468427362,496.900672625427,407.473077365995,333.964525562942,292.102535192099,289.320467067113,293.927114991712,249.32027855302,225.163464051252,243.512296270876,250.809195815144,233.861053035681,251.656408798132,240.778427836005,237.047894121203,255.104945133565,260.078751257887,255.39501302839,252.536590240674,258.856953322458,253.178605360561,248.587800230871,244.770871165297,241.612611397078,239.177089627173,241.370189803049,238.715836197524
"AUS",154943.431106465,195097.528527656,213931.747920649,143910.269082671,119312.082890699,108796.708932582,104080.342939584,102170.580599393,93438.4411048359,82307.2744424003,75848.0425851027,72480.1946724106,70680.9503341196,69637.4138448501,68917.5442689324,67510.7035610986,66432.4502735838,67082.6410953419,69615.2701207857,66526.4543213927,62429.3053546327,59262.0390771507,56697.8498977981,54516.6597709221,54001.7604675338,53203.4201785943,52973.4201554914,53189.9503272974,53776.4864361357,54638.2653375557,55657.3639256554,56708.7827327367
"AUT",80824.7405128165,74270.6228826943,71623.2542533279,70508.0558191755,67959.8659751069,62815.1222518306,53028.2933572044,48329.9597772046,45901.3930939838,44626.966417613,43961.1764222887,43620.9318050265,43454.6469349828,43373.3956190325,43289.7396629162,43130.5266281435,34767.4928616062,29321.0493691463,28967.3214452548,31773.5284184574,30710.8946150643,28884.7869748093,27869.9016016794,26936.3703915211,27468.4057994897,27592.4884197681,26561.6357357904,26166.6285588417,25068.2908751833,25961.3094348874,26626.1461714404,27150.7086234865
