"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32"
"AFG",594.770515060561,1613.40710577406,2213.037920498,2442.38075673253,2416.43814751345,2384.3719398605,2351.80196082417,2077.99355844037,1935.48037860181,2061.6947816585,2163.08148431588,2261.11501910004,2336.91977625945,2441.58123455423,2352.97359261156,1796.35246278133,1381.17016448226,2180.41927460297,2879.2679940057,3267.3607402704,3574.98118162029,3470.1812247582,-7.41572958812365,33.107465361925,591.931135780952,1283.42816651421,256.59173423759,237.927208165481,553.548441448236,430.165431553843,674.533757846613,595.765871676511
"AGO",331.681176793547,1042.52858983991,1765.21402981497,1982.21939541297,2031.13712611895,1983.2522869656,1991.7218017219,1885.36191582689,1837.2331028032,1933.75190311492,2147.45061082319,2282.293330393,2387.33250912381,2355.9282144745,2420.55388592824,2461.37940187478,2265.71100257056,1940.71206867501,2004.38435022696,2347.01120762536,2714.45383792456,2374.98723643329,2183.39185929091,-6.70578494355447,176.54467037376,791.649132013836,207.920082491545,403.510630760627,723.84364550866,126.294418458973,272.061038296394,75.4910413741565
"ALB",17.1802732414493,-0.298463891628112,2.16991475326306,1.99933837548437,2.04614089267274,2.05950003911617,2.07861450246769,2.10318170468512,2.13544021167573,2.16695399267855,3.07188692881747,3.83977332384108,2.86379403756875,3.6069763731234,1.99717569467658,2.47293119729383,2.26250196779584,1.92715361261288,2.41093985355217,2.59100205233528,-0.463585168194437,-0.945150055278119,-1.11088404480173,-0.620863673933567,-0.0856290234316702,0.0920821333169575,0.155378494585279,0.133143552704706,0.0993858810062941,0.0880151330626619,0.0701964422275475,0.0586064433962681
"AND",0.0239172240364527,0.0268942985119154,0.0280477236210663,0.0287624755816595,0.0295178381862226,0.0304794909737874,0.0313315622941573,0.0318322210271457,0.031961349751398,0.031786925035892,0.0314525253584003,0.0313326547047783,0.0317139660438858,0.0328233219655929,0.0344948703479305,0.0364638440381231,0.0383323645849467,0.019648994484236,0.0130986268065589,0.00859860441684657,0.00715711661704463,0.00522186894130076,0.00385301191479994,0.00298084115947755,0.00236544084253073,0.00207141211351962,0.00197876484892025,0.00193959802932808,0.00178254282025546,0.0016924606923819,0.00155632321300775,0.00169428474462295
"ARE",1.46111941098112,2.1838404288447,2.70212888393846,2.75271719655293,2.81351168275372,1.85523110622658,1.38852389646971,1.14774922820642,0.97303746020077,0.827901126005104,0.7229444575167,0.637730772360053,0.554685918905669,0.460757668607585,0.501018722516636,0.441563382779042,0.393508178921178,0.324821980888615,-0.0578502091420207,-0.137071865756586,-0.130897714328913,-0.049138802639253,-0.0806173024502757,-0.113698277564284,-0.149790086375364,-0.189778253978385,-0.251958166965952,-0.316174018202507,-0.368652780697881,-0.419960070754266,-0.449333676055316,-0.46311377034186
"ARG",17.6085435302405,15.2882361777668,15.997067597288,16.3043011024754,14.3886588654349,17.877617217752,13.8246133214089,13.2304622942572,11.8820810949256,13.0087403402737,11.7620213341867,10.1220855832019,10.3410746836183,-0.433909304336399,-0.626092792558871,-0.105445824786229,0.922240381041001,2.73738952955662,2.47593099393752,2.21513708472051,2.04678627893283,2.86654548528277,0.669870334225636,0.759080353621904,0.851812009077227,-0.378809595152923,-0.264723469163973,-0.123369605176968,0.0461642344733205,-0.675567943774993,-0.62449377265987,-0.526817692952631
"ARM",0.290946292399795,0.638997482361957,1.10174644348071,1.65497282303912,2.26880915597377,2.90763663865001,3.54049728411078,4.1474110896602,4.72159278264399,5.25799545034594,5.74885070551756,6.1771949558863,5.38070875941859,4.72831978656026,2.88954708747791,2.24130516635645,2.00025300130282,1.78654660403694,1.6012473470104,1.4406349474245,1.30265128132848,1.18135680197459,1.09699587290817,1.00440761577752,0.923898028227961,0.854246491783418,0.797428244484431,-0.00186329770522166,-0.00165296689008834,-0.00185675434334756,-0.00173266297129453,-0.00162093486733786
"ATG",0.0486919282763102,0.0686247281554466,0.0769900835246764,0.0583592103121607,0.0425929867366696,0.0378928145153881,0.0296169660724576,0.0242867779671648,0.0199054188651866,0.0206989209216079,0.0205017784761316,0.0208282139897509,0.0176672918176775,0.0159554956747196,0.0172557275500372,0.0177727992233124,0.016571822768488,0.0120222373888943,0.00888879113425605,0.00698933974268781,0.00607746890182989,0.00532044944648758,0.00466023059726445,0.00417291119419697,0.00391432394726947,0.00503464897832417,0.00520346974656127,0.00494868157135069,0.00458019760420221,0.00395959255630108,0.00350635619435221,0.00327435426174811
"AUS",6.13207035883451,7.72121646734588,6.71706089704298,5.69541986434636,4.72191742315391,4.30575900649716,3.26793011558814,3.20796711307624,2.93379409613736,2.58429606672638,2.3814881424454,2.27574395187336,2.20686933321561,2.17428702263017,1.58248165272802,1.23308648235066,1.01448168270828,0.887494640633017,0.369106830199575,0.381064937116613,0.372871209743321,0.361158466905389,0.346536933149223,0.329171552771767,0.318977948920242,0.306980809464417,0.295036122594921,0.280837454339286,0.292446337082913,0.295209178738281,0.284441481942768,0.273460460752631
"AUT",5.12972756860063,4.2124539103492,3.83109192581671,3.65596928463799,3.39082672097882,2.94534167578246,2.25429574847364,1.89509722117583,1.68839910801798,1.4825519536201,1.40631056871494,1.35653003702488,1.32425101377836,1.30437219128594,1.29242158187993,1.28449025080266,0.999892336194103,0.802673485799138,0.744417573741544,0.808280233496418,0.90656798691255,0.949096571177624,0.962314401902098,0.934238114183231,0.937490740969455,0.748286403495398,0.718352476860119,0.71986470938527,0.683573920497081,0.678805788064506,0.676409345757704,0.676095588494216
"AZE",6.41229917483058,17.090417669498,16.243977028486,16.9936456796123,17.4854226275177,18.0498198320727,18.6441208134042,19.2057841872216,19.6977294595603,20.0752203419,20.251279571608,20.2986621802161,9.9547093220201,11.600834804516,9.17904082966039,8.29629239415941,7.78126157406236,5.047056646826,4.75789710096606,4.53215966968135,4.54695820177273,1.17730813659688,0.662853558828501,0.515538694180277,0.435874185568944,0.412146231745662,-0.39882755581836,-0.721594338538261,-0.932884562576586,-0.874743614446673,-0.569934378438288,-0.194535755609269
"BDI",483.600919616387,1048.47182081306,1271.39792858246,1225.84018098096,1577.4641761477,1680.32829454081,1377.89270536649,1364.2506059995,1488.15257667965,1193.76980339497,1068.06698996159,1027.37648975143,1073.6753755501,1099.41955583243,1459.9712682053,1135.43606697568,1017.61856752191,987.205508773856,1078.27498487119,1104.16456535422,1099.66812140076,117.180778164177,-13.8592003810036,69.7608713942264,283.582024628285,458.32614034738,46.8157115507455,230.462950583335,503.434260348093,108.572906212033,119.159880768093,247.914361823835
"BEL",6.67900163674052,5.38172175174854,4.58377893650963,3.97472704591996,3.27173701954361,2.81093169828137,2.37402623027245,3.06226551754074,2.86773118603972,2.75858001973099,2.46006372734303,2.70496209781845,2.38263566108086,2.57924912096162,1.92137646011805,1.46782253312805,1.33007178745197,1.19828062450531,1.06270101593606,0.948008846909046,0.866092748963512,0.806754968897135,0.763238110333076,0.73103930427256,0.707246993829868,0.642965016162658,0.662633871721115,0.622028685306886,0.575135685398894,0.529100124371872,0.49576647347048,0.471514241433695
"BEN",538.378956444466,1460.21142716777,2146.09612907495,2508.63029929911,2700.31756680616,2449.40573838171,2465.24795062331,2422.12531499364,2385.96513331607,2113.41559558179,1556.58078398289,1624.56628197015,1514.56849325858,1538.45125423453,1407.6227827862,1562.28228919044,1757.89963522126,1785.72151598139,1805.89916549344,1801.90105681207,1801.92013216107,782.84140826825,1240.70651830923,30.1958582082554,390.023422252568,97.8024706099303,508.971038009793,981.276725138304,171.119783943806,569.017673092494,1077.53972603501,165.344864400901
"BFA",1580.85390932656,3367.87286543772,3957.85073453746,4137.67810141135,4257.58924228551,3163.94900344701,3003.37852982551,3118.9560119331,2743.88023885429,2296.95143019686,1855.93966332368,1996.80687565399,2358.64949674263,2856.17254257539,3282.36840900511,3537.33478679075,3799.24129246909,3909.84393348547,4745.84179725436,229.56697033758,1740.7823034785,-49.0364294896849,452.594941109015,1266.34588677487,167.848801185013,749.14087764387,1238.61933217537,98.0599499410372,502.55115590112,966.574532519892,1421.8055018415,230.126416139013
"BGD",1321.93274549154,3277.79200527144,4597.40747699889,5236.6289667579,5524.06191698049,5667.1875296776,5692.12655141464,5637.04052655748,5419.52866591603,4142.28730923436,3359.36925533224,2956.27030795089,2770.88273456701,2547.34135593769,2341.02915321482,2207.50030394536,2347.116681443,2364.6344680681,2375.29090605564,2403.30031925262,2397.35871874122,2285.96987980045,2462.6349838812,2479.46328124163,2242.20666829618,1725.04046691231,-21.4241099179928,63.3039894007823,202.117480880282,349.766115896305,69.7001850183967,206.404309680804
"BGR",-5.28169588499454,6.66574716080679,2.78471584123429,-0.712084849387568,1.07104910218244,0.124769105632642,0.61076167265294,0.379748755542787,0.510454745876119,0.458665876097885,0.497586358445769,0.542508316907875,0.90263657319095,0.958770732144364,0.491920327041521,0.603933541441366,0.439669603312336,0.585187792052837,0.383899033767376,0.191120108080012,0.823983277514034,0.399992438915888,0.745163242465922,0.197572132460141,0.461430692785411,0.273456845514397,0.347165110576645,0.293678901214262,0.312561588232685,-0.79743141470625,0.782975040574847,0.0828634790568808
"BHR",0.538824562746879,0.789712501057043,0.889170857785578,0.897020497922878,0.854404599036411,0.735761575890107,0.69228771931978,0.679382385282062,0.678253428291913,0.615652330259591,0.57183898475234,0.542433404498515,0.673513393596535,0.634648507642618,0.582182612645203,0.533483138190534,0.504745564598926,0.49511854071401,-0.0312305519587688,-0.0266196429523824,-0.0311184060256944,-0.0341693129201813,-0.0373388732360654,-0.0403657708361713,-0.0437493130624701,-0.047562831950728,-0.0517993196655279,-0.0561064614723904,-0.0600792620665086,-0.0631048094304365,-0.064807706297277,-0.0647168679891855
