"","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Finland",12.6233404150065,13.1071894875025,13.5842627763962,14.0547391613256,14.5196665684383,14.9797189994407,15.5483578358837,16.1172751115193,16.6855322738854,17.2512559566312,17.8126566562426,18.3302064742724,18.849376798737,19.3688555287054,19.8866241745454,20.3998690605949,20.888711147132,21.3790882173535,21.8692762274651,22.3551717847876,22.8319204135682,23.327928768982,23.8212062467861,24.3126538150416,24.8026764803058,25.285134026575,25.7316142186443,26.1650870631824
"France",8.64438832179371,9.11282035133248,9.5263939280082,9.83349238636551,10.0313757521603,10.2418045515195,10.4490773466605,10.5852618623112,10.5921060411032,10.6033153534807,10.3863109806243,10.3233350998941,10.3777040116698,10.526533179849,10.7528217122653,10.9995271667576,11.3080931135163,11.6894272147736,12.0770988387872,12.4539437372076,12.8364209939795,13.2285216012578,13.6145448705404,13.9992160761682,14.3913757331163,14.7885750718421,15.2073586070065,15.6301483335536
"Gabon",7.75913907785146,8.03692879656732,8.18706241334682,8.23953829783331,8.230272221482,8.17189129408572,8.14052762298522,8.14701197938267,8.19907920916657,8.270385000935,8.34206280773275,8.44743861917507,8.57715117593779,8.72507183872617,8.88897960360159,11.1156582000293,10.5707706430875,10.3165963401084,12.1885956004833,11.8653256662712,11.5989661936528,11.5597669064752,11.6770932095853,12.0038300435629,12.1037682432991,12.235247824484,12.3678748975305,12.5115669818093
"Gambia, The",8.62533964307346,8.81326661113803,8.99363316974907,9.21296074817615,9.55806994134244,10.0290531457894,10.4914467900891,10.9871084926203,11.3859173356375,11.7553490545934,12.0919895478462,12.3747007642263,12.6802080769822,13.0032358558263,14.5053684706509,14.6741513335128,14.7546071109379,14.7720328183939,16.6844584964316,16.8323849304079,16.9736297951925,16.984587881848,18.1934057341738,18.3631445436761,18.5317578882002,18.6975810373757,18.8414690060783,18.9780005744686
"Georgia",6.46199290465884,6.59536836023274,6.67015440209107,7.09439300630136,7.5073141436619,7.8752769426126,8.40326900549227,9.02597099355824,9.56793925860981,10.1344590139895,10.6729518618059,11.0032248386466,11.3335552557364,11.5664890903239,11.7728550392356,15.6081101842594,14.836725112508,14.3106699080767,13.9338261671623,11.287657283949,10.6747703063749,10.7818152901979,10.8822355840519,11.0664843077291,11.342713532696,11.6270400794982,11.9843485585788,12.3428500068457
"Germany",10.2926931839792,10.5987694988408,10.9465302379201,11.4769381672951,12.1518417469568,12.8341733439742,13.5005249721016,14.1586109516492,14.8246776475382,15.4928113018003,16.1461506651307,16.2525772415127,8.89600531678606,0.720060378654527,0.760666479496156,1.14802624633941,1.42484875952368,1.01684889791656,1.10029973199002,1.22020555071763,1.39364771457866,1.51803259188107,1.28662010776983,1.43420911333602,1.23800797390437,1.3216406652065,0.848548520771487,1.04716266945949
"Ghana",7.11840679234451,7.31052259752336,7.49081620303186,7.64396870568224,7.76423871793474,7.87965244441693,7.96165748583626,8.02041733964354,8.12471303745964,8.29629408346856,8.63854851890596,8.80745200513963,12.6598585341392,12.7718480527609,10.8804322415391,9.88828913182769,9.38323789183491,9.46486080090748,9.56181119311647,9.67671946843355,9.99533385853819,11.0480413969136,10.9971769919549,10.9547545315741,14.8743985324061,13.7792972538053,13.0151484772938,12.4849381914873
"Greece",10.5913386369928,10.9295884241595,11.22277604869,11.3929890353288,11.4168408472741,11.4100328038578,11.7363387886595,12.1521556474743,12.4073380896453,12.6547669119518,12.9438196884939,13.2683617644074,13.6705239208779,14.1465284643814,14.690633195034,15.2594545966574,15.7709996478857,16.2818476890031,16.7971107633632,17.3206740289746,17.8520332903814,18.3520893040686,18.8492033745345,19.3540800390716,19.8708160584239,20.3981001048207,20.978299286356,21.5442085217638
"Grenada",8.05158629749914,8.76412359928739,9.2952429208194,9.81527021858624,10.4786857915095,10.9233710162337,11.5696499293987,12.1070965776102,12.7615595265586,13.4305551649747,14.0491199449562,14.6650474850366,15.3320804252723,16.0097542603737,16.4144797818974,16.8351725555594,17.3392414191475,17.8628278865418,18.4009228694243,18.9477044433384,19.4957351476834,20.0649039978794,20.6257928786395,21.1791596475866,21.7430325775057,22.3140540458111,22.7185317416227,23.1077828747122
"Guatemala",7.08861885952594,6.93155518657351,6.5599190599313,6.49299966104926,6.52567528944103,6.69175450712219,7.0666889374131,7.37584421575444,7.79470683892963,8.29608471299351,8.85396979837222,9.5012415899668,10.191206972188,12.0222661079147,12.6661503267351,13.2777476472428,13.9035663264764,14.3936315799787,8.18406055500669,8.74995901721928,9.05239152680084,9.26817090469816,9.52669945777858,9.70463127871585,9.76150668554926,9.87090835830102,9.99244363468235,10.1552871901031
"Guinea",5.80173034995319,5.87063584187125,5.96001503693672,6.11559838440096,6.23962954541039,6.32374481178787,6.49667464768703,6.43583315936952,6.04895788158915,5.39351195106728,4.49271173287004,3.77508496218363,3.40568700766283,3.70239726126457,3.65972274639183,2.48385434721828,2.44179877926769,4.22994191429696,3.10707375358541,2.92680849861653,5.05434310213734,3.84790144017902,3.61275760437473,5.62114398713926,4.52947991195474,4.20969293939623,4.19376745150908,4.33763164235027
"Guinea-Bissau",6.97465746238836,6.9778465315969,6.95466999789642,7.02908996009861,7.04851598423757,6.71138350346267,6.42989957764843,6.36693626975034,6.49802612625701,6.79283286605825,7.13877726573267,7.45365513411765,7.7679950658973,8.09252700742349,8.3812543573178,8.61123131727346,8.78336340328988,10.8898483549092,9.90867007226977,9.24732917920052,12.8843284810814,11.2585308704585,10.2790519183583,12.3205226785853,11.1238758474167,10.3769267140012,9.87381479442023,9.56184745357185
"Guyana",8.31771428207747,8.71482706450994,9.10513505501627,9.66037079849985,10.2717394277801,10.7067375342044,11.108042216139,11.5455045983178,12.0110649642126,12.5237355159741,12.9583044796348,13.5816774492464,14.1850799195137,14.7237896524098,15.1862397330548,15.6655497376385,16.3136290869508,16.9779419466689,18.3025354482528,18.9820525916423,19.6526810346904,20.3207104499008,20.9465233654474,21.5310634984984,22.0775262902142,22.5758759821962,23.1057918540737,23.6453485
"Haiti",6.44826978958967,6.48546352115752,6.61231601730072,6.86152146012515,7.19722270601418,7.57766109375319,6.85022447534976,6.9580165155161,7.16249302334304,7.43037129014478,7.74530675614631,8.05442073209286,9.69284890369804,11.2735505492895,11.8777916728302,11.7963134027316,11.6927163611855,11.6964337948979,13.1189333946917,14.3603398307444,13.0719789239858,14.5167701662348,13.4716006677847,18.7319428776527,16.6540465267109,15.2799407111546,14.1681081556786,13.3657281483799
"Honduras",8.5247850878428,8.86812594245127,9.06990784751495,9.39976652831149,9.76255071821512,9.96548385770124,10.2765237681377,10.5957418438746,11.0167528064211,11.5520173431631,12.0716715669443,13.4333483689991,13.9091410906636,7.84251175711268,8.01286474040882,8.40387828268773,8.74028232998255,9.10372541847438,9.48915270506084,10.6757821737848,10.975679015318,11.2955468911936,11.580813698524,11.7299315116508,11.8358827086164,11.9974338105163,12.0855246998979,12.2099872641749
"Hungary",13.8710725550702,14.2780106677842,14.7019573477787,15.1310208931669,15.5511158448425,15.96138922261,16.4374349132051,16.9321865301264,17.4398626611939,17.9594340168211,18.4965430327582,18.8862437696699,19.289700023936,19.7146818516187,20.1726553169509,20.66095775887,21.0440497901672,21.4401044493144,21.8622596289257,22.3192084136463,22.8070866294,23.2295844478165,23.6599560874271,24.1145354535792,24.6055448237502,25.1294212874011,25.5315383306303,25.8973622137124
"Iceland",12.1461912580721,12.6372853055084,13.1035261817909,13.5464746703202,13.9673619493798,14.3660216078804,14.9039974266529,15.4440739645066,15.9841933199952,16.5010387321387,16.9334436623724,17.1819256439697,17.4415362283072,17.8195078506522,18.2493368331949,18.6185009625017,19.0358600263087,19.5724745630165,20.1141167660129,20.5826906880139,21.0027906846469,21.4185592648016,21.7667528423343,22.0684904713621,22.4080089603757,22.7479261956142,23.062482050404,23.3620085912051
"India",6.73969118563755,7.00918567635164,7.22641570472976,7.51101510469663,7.86002539570867,8.24998822570418,8.59972695069911,8.76704463628413,8.85292465203928,8.95987913139051,9.08334836254695,10.3175525954371,10.3978189788073,10.2525867661996,10.2745626267195,10.2479492298108,10.2976053030791,10.4431838564331,10.615332413917,10.8260240269174,11.0161350262792,14.327057891927,15.0457372410593,15.11324422699,14.9046254936351,14.3659464469367,13.903103440719,13.575029452182
"Indonesia",7.82406363397733,8.07839859171719,8.41199967228529,8.7118159406548,8.89258849686022,8.89568668784498,9.07123856728811,9.36313603421083,9.5705195575802,9.7014518814182,9.70658777299622,11.5174623923977,10.2849150401893,11.6263648287692,10.4142455236004,9.36079313199306,12.4829734885525,11.6075338318139,12.5227950671754,9.65528302209605,11.8299490572164,10.8748394530344,11.1795174012151,9.45517527193838,8.36305759449832,7.70711253269091,7.36824178094328,7.18965700433743
"Iran",8.25724911975656,8.82523594626943,9.51737544961114,10.3106164502451,11.0732005649069,11.8083161923944,12.5708448958791,13.3380533560367,14.1029960174696,14.8592959161178,15.602214469431,16.3763192678375,17.1572021228177,17.9385714302428,18.9389244764204,19.2446913332895,19.3483971075354,19.50737433126,21.3833827945673,21.4049390071505,21.4241753828365,23.6425331747665,23.5807658946278,24.305487938837,24.2096078344628,24.1259535853151,23.8873137358947,23.7020872105619
"Iraq",8.65065894645703,8.7087006059337,8.65125966074313,8.4072581045938,8.18740084569803,8.16709396127388,8.27963640991013,8.48635604467224,8.81216376479946,9.2119398141734,9.49525129415834,9.57371942275827,9.50096022229527,11.5910243386072,10.5949212179164,13.1609506435821,10.4031074095012,9.77707627753448,10.1482685858453,14.1857729910986,13.7853925327092,14.0764706197382,11.6186217141732,12.8110395284993,10.4130661345544,9.13817290953314,8.39848981824091,7.99023812688253
"Ireland",9.71880965413322,10.1652293228711,10.6115370028,11.0778307995199,11.4549260798652,11.6852049673672,11.792108610428,11.9230940264033,12.0833205331608,12.2756090054439,12.5280038627814,12.703052123333,12.8338168152107,13.064771469044,13.4116809321559,13.8435876346505,14.2406185931813,14.6860758293795,15.1830392580515,15.7313999055988,16.2239502319201,16.7257023592437,17.232997942189,17.7474495877159,18.2809238836281,18.8225521590376,19.4723881435157,20.1052874561097
"Israel",11.1281730616464,11.4957246389383,11.875682834686,12.1312278865858,12.3915231446627,12.5072002473336,12.5945259786499,12.7842911773948,12.9991398945332,13.2366520534779,13.4936198208529,13.7843711872039,14.0854798996614,14.3982591055743,14.714492986796,14.9925472140638,15.2604073405668,15.5752299402762,15.8650308107835,16.0622882156491,16.2169195208439,16.3071837830383,16.4148392565676,16.5242188443553,16.6382418482503,16.7717950712424,16.9657094061668,17.164230206097
"Italy",7.79740779240147,8.18908307717507,8.60312938178143,8.92321879143071,9.14154601583064,9.39383291742121,9.66258473306375,9.91378431983594,10.0878818199744,10.3602322797416,10.7995330191167,11.265974802305,11.7938067576442,12.3734070494696,12.9796780304403,13.6019111377351,14.25101290047,14.9210237100277,15.6011000820333,16.2707740196253,16.9422649100671,17.6511238410601,18.3366445963303,19.0118313070253,19.680716847851,20.3420103874149,21.0261607388854,21.7082193307976
"Jamaica",8.54811163107883,8.76922888249835,8.65867790477281,8.61886068442574,8.81897968491278,9.13772806970084,9.75891187220728,10.3242094978732,10.7830172491032,11.15150091022,11.5322627763385,12.7273380532112,13.1308534079319,13.4537020601953,13.8086923305988,14.2500062355246,14.7157717141531,15.0918436875615,15.5014190036244,16.0619722578333,16.6377691992222,17.2131811463969,17.8402012608845,18.5381890773978,19.2457473274116,19.9439556418046,20.4683853215613,20.9828957584685
"Japan",11.3503509979742,11.3475879433803,11.2323779557227,10.9499712772396,10.8958908826659,11.2880223203018,11.7799591576154,12.287487847968,12.7997389589792,13.3218429674013,13.8410762389793,14.0116347372379,13.2563063488025,10.2776226390203,7.53411386962503,5.91701781670409,4.88302986603446,4.43391464203342,4.3742024688023,4.25078535775881,4.19445899788844,4.32912360210962,4.60170708352236,4.95288379785621,5.33369825032783,5.72490890636915,6.1381553200573,6.56850349224481
"Jordan",9.51611291188273,9.74572417967334,9.97806780480686,10.1967529728519,10.3263600947631,10.4922915067911,10.4587095406927,10.5107958679759,10.3521765060337,9.65502849035962,9.34133876999896,9.59057632320273,9.9023313852891,10.2294837037708,13.596481595995,13.798584638147,13.3695280168745,13.0727638163487,12.8909979514498,12.7991250214806,12.7790436111372,12.8094378785336,12.8888146047704,13.0088515462433,15.923773918204,15.6399663968852,15.4112231721154,15.2536060474426
"Kazakhstan",6.04182677499695,6.21558672424438,6.82438593084816,7.7768063561032,8.53249040800876,9.28379145707601,10.1109796368745,10.915972673597,11.7052788707423,12.4405463307477,13.1189568351416,13.6665703566695,14.1905837677492,14.6993523974447,15.1999206171406,15.6272903929264,10.3776891262955,7.94380611658944,6.78634298036043,6.23320086046527,6.00748367408666,6.03512490959741,6.14134800623521,6.30437667566129,6.51519417317842,6.75328174105784,7.0456096992849,7.33147232955675
"Kenya",7.92311068699151,8.29145957356739,8.66065414771745,8.96117231977987,9.17542028701843,9.32924019160037,9.43656459162858,9.50703171490541,9.77055334835791,9.95629934788588,9.97385678071602,9.97856328142129,9.99969196327696,14.5419987314916,12.5792883197555,12.9869172351285,14.0751722264493,15.9781694628234,14.7873604694571,14.2270647891032,13.8578342708184,13.3945310948767,13.3167400164508,17.0897722045442,16.7097162856172,16.4254719927869,16.0906518937807,15.8042071521659
"Kiribati",6.74336080250785,7.16728126425823,7.64849587699486,8.23638833636686,8.5372351072643,8.2644855313941,8.14425675475651,8.48409283339655,8.95540630058829,9.2007668829717,9.50660174253685,10.0052192624915,10.5970118586979,12.3950867388118,12.4112228025496,12.5635823983544,12.6089311114397,14.6334567128127,13.9763450794726,13.2214937131609,16.4114799784385,16.231365234492,16.2294620309283,16.2898135445439,16.3054004818744,16.479469340928,16.5265081328372,16.5579238978917
"Korea, North",8.69169923930184,9.94749578257077,10.6555251024817,11.3713960250003,11.9297703792701,11.6954289430724,11.9367977270074,11.5456564900885,11.420562283649,11.6014034709083,12.0781451231191,16.1689735690149,12.4082659364727,12.7513558232766,13.1268805200129,13.5059592747002,13.9582119033721,14.4340878471638,14.8751104882849,15.3245190967452,15.7536411654358,16.1859280017521,16.5528806016752,16.9058931999522,17.2598490590198,16.8147482257373,16.7180638968754,16.6578976597854
"Korea, South",11.4139562010483,11.973361891673,12.5373216662239,13.0863514463034,13.6192303675711,14.2606343966711,14.7307381104541,15.1724486435035,15.5882153892874,16.1075283542314,16.7667811018569,17.486857278798,18.8488471495598,19.5253397675745,20.2140292379332,22.688448589078,23.4591065012036,24.1750214600397,24.8413381893329,25.5411834162882,26.1593856548826,26.7027116637735,27.2456209071671,27.7915825544187,28.3451002170695,28.9103026933477,29.4455224484632,29.9688847913096
"Kuwait",11.3519540142644,10.9836347594523,10.8862418738648,11.1690353532819,11.6399258073739,12.0827260509868,12.53469070562,13.0240955466803,13.5386015566866,14.0612043226829,14.5839763415615,15.1788367530213,15.7798139783097,16.377481570543,16.9614283118881,17.5234777576878,18.0983363828487,18.6444981785522,19.1567676861361,19.6318134086514,20.0701613097041,20.6048558559858,21.133504715469,21.6467251971211,22.1354480848776,22.5942243734387,22.8726268086383,23.1419873035331
"Kyrgyzstan",5.67002701224895,5.77118853953805,6.33798667370041,7.31051414580375,8.02869321132533,8.66382197968536,9.46374267233714,10.2511818454352,10.981236868655,11.6182302531686,12.1760418840587,12.7157282130332,9.33360094756616,6.82338275927934,7.09537748592824,7.42385299694759,7.57238336373674,7.76230350086482,7.98298255515399,8.22839136571609,8.49565245060225,8.73900163156653,8.97471420133412,9.20430055010481,9.43765334013905,9.67356000405886,7.04576543420942,5.11205345719784
"Laos",5.80295443007377,6.09119521075778,6.46561315222414,6.83968447131547,7.36292213792056,7.96939736628158,8.64062196011896,9.27662440533587,9.88448085126726,10.4967327964234,10.9306862248013,12.873358393032,13.6219578642902,13.7553738960624,13.7949687451798,13.8805970718026,14.008492737961,14.1499705992141,19.2088919341825,18.867814992415,18.7236982078218,18.8150560761883,22.9356201583107,24.1985391970309,24.2684900369282,24.3577320160555,24.3325325853161,24.2891407233437
"Latvia",6.25041708426689,6.42843364610891,7.28197769471867,8.22629763962905,8.9521692232083,9.57571998989711,10.2728757359423,11.0864542636463,11.9172232538938,12.7543793133451,13.5877733769727,14.2888623549628,15.0079353735944,15.7365241786436,16.4658366777613,17.1909688974918,17.8330403516273,18.482972386306,19.1374426722111,19.7765310804141,20.3623765704464,20.8715430464294,21.3823195054318,22.0193630639592,22.7275972438043,23.413748182963,24.0196792717305,24.6175846900078
"Lebanon",7.73141498126177,8.07440884380537,8.54590643170703,9.19039797535651,9.47217883623363,9.9197945506795,10.2932609403998,10.6788210626467,10.9437059210485,10.9146920835904,10.6391244871768,10.9166067615889,9.69607660323273,8.88079150521988,8.4707853631394,8.39407274908368,8.64294743410528,9.03319989698042,9.52159083522201,11.338557024963,11.6586907794534,11.4964047161775,11.4150541244662,11.3905079992953,12.6031683267599,12.3230684939757,12.2809791301205,12.3185724918764
"Lesotho",8.89245224128211,9.06092028898593,9.20198172188667,9.30443537185707,9.38381131557483,9.45866758033365,9.56684001996629,9.63292919741446,9.67314201566397,9.69265826627325,9.65496403465749,9.64256467543023,9.77223024520043,10.1343751421846,11.7701697183902,12.0033250047372,12.1966339902995,12.3757511704946,13.8796506420835,13.9402897669376,14.1641363161315,15.6736565965988,15.8644708953813,16.0393664490914,16.1985199001286,16.3500301554596,16.4429484908273,16.5344528395462
"Liberia",6.30928606256267,6.267223270376,6.20913782677619,6.1495082375201,5.99345875210458,5.82361356266319,5.78440369954877,5.79261762935304,5.76200233149955,5.95772827721816,6.25217671053284,6.36463815928932,6.32701852495804,6.25978039112464,6.20897848977004,10.2017895352385,7.73391691122848,6.87302767615867,11.2978766641398,11.6249307649556,9.61565230186595,11.463050413043,12.1120997812021,9.93305007715431,8.62360450691497,7.93251208766404,7.49016348068864,7.22193368044928
"Libya",9.45457914714003,9.95346568840596,10.4479745843037,11.0117007394672,11.6303023653994,12.2557024286827,12.8257177901122,13.3887281311719,13.942995786617,14.5153888504501,15.1058193452577,15.6612701937009,16.1881125512651,16.7598654697697,17.4059764159574,18.0540001205342,22.4139907526797,22.5094085322385,22.6213558736693,23.4732374099178,23.9634241084175,23.9946133584136,24.0647456618477,24.1697911852796,24.3071498028282,24.4744821659204,24.5865213203462,24.6913998462218
"Lithuania",6.5075988416262,6.6152722204373,7.16283962735206,8.05869931029197,8.91951270312371,9.72207782874011,10.5207379689321,11.3139080236053,12.100229067095,12.876974062777,13.640981474576,14.3745295461053,15.1039084288937,15.8234570082644,16.5357759406514,17.2510740173539,17.8853588146195,18.5144501656862,19.1391517849503,19.7612421241965,20.3823836687214,20.9194100206768,21.4098405264004,21.872311621905,22.3201708888744,22.7501694760994,23.2296450622062,23.6908278059729
"Luxembourg",10.043528429681,10.3417936204451,10.6388199933355,10.9182497321,11.2097903979419,11.556120817415,12.1177956388744,12.6845627706909,13.2134618488886,13.7369388669006,14.2526168407697,14.7967313548867,15.3371416813615,15.8732456406209,16.4734969255063,17.1299748717123,17.8835085293894,18.6288334593,19.3636387307822,20.0908848331549,20.807263891548,21.5069954084109,22.1868689618874,22.8437398033351,23.4818328607354,24.1002960590131,24.6648736400496,25.2202688394004
"Macedonia",6.61390785416716,6.71232924316855,6.90892648596552,7.51111113584786,8.4108960415716,9.30728941980646,10.213586771247,11.1061706444462,12.006027083935,12.8996120280802,13.7914375140681,14.6603422301755,15.5236628295861,16.3970884102343,17.2666311047538,18.1357160857811,18.9973456507979,19.8548464192983,20.7134913599397,21.5689692177142,22.4247910293974,23.247927958593,24.066154723541,24.8782098185444,25.6854916372191,26.4909585826677,27.2639917191497,28.0313631074247
"Madagascar",6.15453861669382,6.39798041487743,6.64575492969388,6.8694637467283,7.15308394312448,7.37811938068682,7.44421625382511,7.44792437632119,7.49682490724263,7.58620396593895,7.63553993877022,7.59785726502907,7.56411553243161,7.60794621524984,7.70323922832593,11.4035113453849,8.269526659359,7.1772798549256,10.7575952080953,7.86711288083819,6.58626597225186,9.15348658691114,7.18746428034748,6.33754822910416,8.84528115635339,7.38250453637322,6.64946480010379,6.29246474723741
"Malawi",8.15107653938274,8.37639800377329,8.72338165869415,9.0107957879144,9.05866811832431,9.15943046431237,9.41736637279814,9.56324990437649,9.70380007733319,9.6829162989172,9.33786316036019,9.16488438175184,8.99803112889323,12.2621850522056,11.4962960532577,11.0615302061631,13.8754143602638,13.0068239860107,12.4821789940561,15.3100563526776,14.9107194472584,16.2488748117131,15.500692482022,14.5235617946985,16.2161989507595,14.9306256236106,13.892878487766,13.0856024827677
"Malaysia",7.81692292469818,8.2559814313261,8.7834201630681,9.29733790389696,9.92884866392747,10.6798649482209,11.445343068262,12.1842057906274,12.8967867636947,13.5836902867861,14.2151064259076,14.7398414768364,15.0675171549287,15.303911202822,15.6003999229159,16.1840209415256,16.0182635087191,15.8946296550491,15.8387774013226,15.8392928962899,15.8870918896033,15.7740613173668,15.6851316358069,18.3976284731519,17.6639118881251,16.8006983222253,15.8023594853312,14.9017696036415
"Maldives",7.9212845143766,8.7121434587694,9.45175569162967,10.0052014640088,10.6312465094587,11.1516195523599,11.4155313776417,11.5827293852216,11.8274579111846,12.1287663267016,12.4612089856007,12.6913209849651,12.9488112663648,12.6197176928603,11.8833064841276,11.3505396570998,7.29342444057126,7.04906604317094,6.95858794344696,6.98510972577689,7.09944057755718,7.28062188132533,7.50423151170762,7.75880782739273,8.03565803016038,8.32809976080632,8.68648908066422,9.05642830482827
"Mali",5.99864877457402,6.18675017840241,6.17287531212613,6.18195012376628,6.10865097333136,6.00058603407843,6.07305554613593,6.09346186677747,6.03811281471718,5.89341094106697,5.73192430472783,5.7043755415469,8.55152734900665,5.93404711842863,5.14652562089076,9.68048570110239,7.36012012975469,6.2165849413438,9.81344435846967,7.78575708089994,6.92574197184121,6.40475449327833,8.71489914105773,10.3795478861904,8.33782846273837,7.33984894310663,6.79678720179187,6.53305015410565
"Malta",8.55015731062168,9.23459029080668,10.012468562306,10.7598132655474,11.2581939192365,11.4066539292983,11.5174891403155,11.7804906728835,12.0876306669705,12.5024069073435,13.029152681873,13.602476331868,14.1232124166733,14.7699398527788,15.5744812446477,16.3466682032644,17.0510265718133,17.7255014956233,18.3037937454216,18.8991171958596,19.4628699801643,20.0661686160455,20.8026779116301,21.6120064282887,22.4299273106838,23.2402834428436,23.9926545051862,24.744728415609
"Marshall Islands",6.48055535931531,6.95491233141585,7.57305909686255,7.68795910087936,7.63110693285423,7.716308681374,7.70328474244094,7.4682811246513,7.58972280890764,8.11301650028866,8.54133535858006,8.00648169007984,7.38344327231461,7.75619646367505,4.71434266265577,3.56884833154793,3.6382948934495,3.85299111901937,3.69498083635116,3.26726616581428,3.40639462558161,3.63651356356106,3.46611266787419,3.18297798762518,3.07213946084429,3.11358054842692,3.18484404344097,3.2899494913552
"Mauritania",6.36240453344178,6.29539505339177,6.32111893289468,6.44462510012548,6.56361674071751,6.74777339873532,7.05576877451322,7.33948715838529,7.59909288899882,7.84679576100021,7.8859856392842,9.34826076970206,9.51025499267668,9.96632379274356,10.1600800018454,13.587780532925,10.9002543265051,9.54592534159451,8.82613342526357,14.0762009237552,11.4594072752349,10.1789414542932,11.5404693374432,12.5643244925949,10.7144233767295,9.65371696174337,8.99137683733234,8.61183370868248
"Mauritius",9.98836494945451,10.2473400892974,10.5051461933198,10.6083116345852,10.6414888711843,10.7111808461095,10.2028750871768,9.92352348405743,10.092771629731,9.99915859908915,9.87835343463821,9.75724861927534,9.52976420642448,9.43357035694679,9.8906939434062,9.76475439238033,9.77072457223491,9.74797601356965,9.72244467097474,9.71203969446592,9.72669075733475,9.66772466799659,9.62680808714633,9.60926454078427,9.61935529925861,9.65663527793768,9.64882784320145,9.6643230847691
"Mexico",8.67058308003146,8.97920872131242,9.2303393014233,9.18769699025859,9.18263259349122,9.36205946065033,9.78666068270237,10.22638052574,10.7115566921823,11.2475492038163,11.7788603433705,12.3374206987933,12.8877887420419,13.1262361840333,13.4897865739832,13.9437176251449,14.3373486376136,10.7584776371623,11.1568808170216,11.4896775098929,11.9072849405281,12.308051880427,12.8590414914856,13.0908556953244,13.2043631164841,13.3394311080546,13.4407668780582,13.5758288467265
"Micronesia, Federated States of",8.20355631341599,8.64792991731311,9.06238244589934,9.51523991857385,10.0134419647668,10.6093993310028,11.2258141061658,11.6568397515125,12.1064782738047,12.611218886969,13.1536913596151,13.7244788778092,14.3180841747026,14.9728410219875,15.5738375954531,17.1650164436309,17.6444161716183,18.0807813867112,18.5455607461889,18.9184627277462,19.1952326672965,20.2377001092922,22.0060015221366,22.4493812693093,23.2405642620215,23.6544656090288,24.0306343671845,24.3999912448751
"Moldova",6.19672382585946,6.44827915685867,7.06302782391893,7.87611186543359,8.69886801226108,9.56959601196275,10.4347351534293,11.3292479032299,12.2404488570045,13.1379196335949,14.0014386774107,14.8594169335679,15.7533543101523,19.6288474419241,20.3272987417365,21.0341805310117,21.5573818566662,22.0876067605192,22.6210420026068,23.0671112321585,24.5499030159389,25.0384295087587,25.449864941024,25.8535974545645,26.2417859095898,26.6134966657889,26.8430850489997,27.0868896596939
"Monaco",9.6485370671397,10.4413788102203,11.2438282455997,11.8908232214827,12.3856236797073,12.8867898441495,13.3435036480339,13.8085066798873,2.49405543380629,2.10040539694966,2.27253894099419,2.61576265801029,3.02349175206735,3.46645404875974,3.93179678494152,4.41266663274402,4.89109839484119,5.376037005122,5.8679461022439,6.36730118334716,6.87490343775386,7.37584695607211,7.87648075782039,8.37875367985725,8.88547067792579,9.39872302177803,9.9248724055504,10.4514577776796
"Mongolia",8.05758825244141,8.75288880665613,9.32648543734396,9.88793599793041,10.378134882774,10.8651863133182,11.4249968539299,12.0379285000563,12.688626561458,13.3565754860566,14.0036382339168,16.3403230425077,13.226068732175,13.1410362297592,13.1269452727894,13.1776148333127,12.955400813534,12.8000822085438,13.6323774809115,13.3475698441079,13.151349762711,13.0767477627537,13.0428459011012,13.0932646845512,13.11807176739,13.1816892168838,13.3398130031656,13.3784356936988
"Montenegro",6.66634692188932,6.75940207838775,6.95088879188075,7.21293849639886,7.52782804364238,7.88896110717643,8.25209041800735,8.64380430974252,9.05478668843635,9.48214448932302,9.923693388346,10.3671976781513,10.8228622544995,11.289860360807,11.7675703837798,12.2556439938574,12.9169282975516,13.7947223012625,14.6647578235045,15.5172956583125,16.3683434275336,17.2720732811058,18.1679249789835,19.050364092763,19.9258724656237,20.8014917766284,21.6444236805789,22.4794568698502
"Morocco",8.93008254090529,9.29604308010459,9.66699434143012,10.0429457327269,10.4321294186057,10.8148534343146,11.3194692013419,11.8616447210311,12.3451121691277,12.7458793308306,13.1173185478931,13.4727139644145,13.8009007923236,13.9396730736969,14.0581291576431,14.2496217448803,14.2792861233893,14.2914726405847,14.3172940646043,17.5086476226788,16.9531141762663,16.5105421292819,16.1717237462187,15.9199923048534,15.7467630351015,15.6458211232608,15.6054890207348,15.608185068405
"Mozambique",6.6171485904665,6.65526047473142,6.6382195958051,6.70919370107476,6.87505258005282,7.06239863417166,7.17811877177158,7.19700297083253,7.21733489705805,7.21156867423198,7.26536300657857,7.41149493149469,7.60644402036076,7.844227189575,8.0129769859875,8.12508806770405,11.0388557699156,8.81542716185608,7.75961593586468,11.6661095157193,9.87152961827101,8.94749202895877,12.1039793932896,10.5817963249829,12.5809573385373,11.1687570478396,10.2440069431355,9.64258018329654
