"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32"
"AFG",63614.27161604,30620.6689838395,27860.3950411953,23267.9102639022,20214.4903990539,10329.9183410413,13126.6925367323,5316.16487588572,1749.7511124924,1519.14880191217,1055.18547985846,1.30408100397937e-08,0.0220744055209538,198.066541686818,611.397546721649,228.645122636977,17.9764728596853,3973.67082972059,4559.05320996064,8172.07209036998,11398.7748841043,4957.13337453553,7.78772907829674e-09,7.48700084454848e-09,287.76876938472,1153.80811902049,6.83453265513797e-09,6.66335692362889e-09,1396.08248775106,547.641952364443,1653.01798122212,1154.31176029807
"AGO",8130.31297197952,11803.2485635326,8493.60887164844,8517.62086786515,8579.20020198652,5636.25527434577,4641.85023659397,7920.00358092636,7291.01935013699,11452.1935009155,6886.84413187565,6087.70429641599,3431.34295802339,2034.42671109064,693.275034866754,224.53107455996,2270.62239725502,1167.03223435752,441.98524850672,594.828621842247,2646.46182458998,3965.4700702503,1205.37573823244,3.60694266849236e-09,2.77917237180151,180.05104825847,3.768263981934e-09,10.7656693573655,330.020306386895,2.9481613429005e-09,83.5327681704768,236.987394306548
"ALB",NA,NA,1.02058011613125e-08,1.00520226777613e-08,9.69878375771945e-09,9.52911606788594e-09,9.23922075895683e-09,9.01521631714139e-09,115.839220663522,8.67913523576295e-09,0.0446482377203454,0.00529566185009625,0.0794476878180794,1.16425703261897e-08,1.16918821307128e-08,9.0017138033873e-09,0.0511002382877237,0.116430540770892,0.0421803071222412,9.08029357498747e-09,9.13831489826151e-09,9.20568682800936e-09,9.32085430486273e-09,9.27770489145707e-09,9.40945614404739e-09,9.44031170340534e-09,9.47092163318231e-09,9.47161720444639e-09,9.50160803645468e-09,9.51791945435272e-09,9.53121406300215e-09,9.48820768864601e-09
"AND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.87072034446899e-11,3.89288432452901e-11,3.95560154533258e-11,4.06343530249445e-11,2.6545972688374e-11,2.02031822102286e-11,2.04054013235521e-11,2.0625805965968e-11,2.07179004912912e-11,2.09016926449857e-11,2.09331314450159e-11,2.10764306477244e-11,2.11192813530838e-11,2.11658173038729e-11,2.12393001017975e-11,2.13864737136078e-11,2.14692402207606e-11,2.15844724560293e-11,2.15723192266139e-11,2.15268093582613e-11,2.15274125353555e-11,2.1579138176886e-11
"ATG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AZE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.345595330368,3.79910873708245,10.6855084194449,77.3797419131903,2.29743861095951,1.07885770155195,3.32558466774076,17.3957447862019,4.73986000367599,0.941708670731171,0.497093198271018,36.6061063349232,9.69296863664285,2.24374756857975,3.98936007864618,0.223039004863947,9.66274752203961e-10,9.44550892963319e-10,9.35018623544393e-10,9.22664875586135e-10,9.17602886645458e-10,9.1030984266642e-10
"BDI",8394.82307362633,5198.46175644407,6327.36560908797,3547.79863799311,4482.3930718355,4880.89243601929,2822.26913341449,4009.27454539653,3308.15962979421,1603.61422346033,1001.71094513424,2182.46866147978,2385.42011593047,1085.27094259173,1336.25999689667,1502.88797826132,402.217956789291,234.803361688903,260.376088652828,1726.40384602134,725.08158586963,23.5918565100071,2.24972194980646e-08,2.17324326780832e-08,3.43906477757034,16.7896517394668,1.96109694334024e-08,3.15301807587731,14.1603511761658,1.4354687921546e-08,1.38837907184198e-08,0.315283517119821
"BEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEN",10172.7346209238,8818.97367987817,8779.55188362855,10210.2019504846,10028.1279547833,5368.06851281641,10181.7060111254,3991.63642075506,2277.29732781283,118.076525744124,3497.50511758162,1997.43549064824,2163.23115896584,4599.11378726428,6683.45625918,1502.19020781955,6340.6051546664,1214.01685885788,1276.24005730077,2231.1556220277,3358.02560474233,728.192168279911,364.261432075947,2.49792553677964e-08,52.4579672966227,2.3406649245463e-08,55.7849781968491,335.906057959042,146.200958387604,328.380490943964,272.77931837317,1.96478804118385e-08
