"AFG",105244.648793283,285492.404059607,391597.082930751,432179.300176769,427588.755207697,421914.639431911,416151.381304455,367700.981669478,342483.273022218,364816.912948816,382757.291033021,400104.326027424,413517.978591173,432037.82471944,416358.701561002,317864.586877623,244398.074897067,385825.213202725,509486.501332532,578159.516800439,632592.957080823,614048.603630146,-1312.21342729588,5858.36633834168,104742.220600469,227102.627343336,45403.9100282562,42101.221946595,97950.4024414772,76117.7775641931,119358.755430114,104420.703684529
"AGO",35983.5056261733,113102.087192767,191504.955412628,215047.484624678,220354.482914412,215159.541206275,216078.383917836,204539.587566777,199318.17756409,209789.331904569,232973.127637058,247601.976356066,258997.491517153,255590.495002807,262601.620068195,267030.708257466,245802.988869615,210544.427984946,219767.027263374,257333.717455728,294486.307280171,257658.174665816,236872.330265577,-735.243428923188,19356.9149465025,86798.9097798132,22556.8828790346,44242.1792915654,79364.5022022875,13847.3187049525,29829.6310356553,8277.07607376647
"ALB",122568.279140759,-2129.31453815606,15480.7035634295,14263.7698864984,14597.6705125604,14692.9779367991,14829.3452021371,15004.6136426778,15234.7537361397,15459.580771918,21915.5940821571,27393.8837863379,20431.0084051234,29944.3740227359,16580.1407617002,17642.4971259789,16141.243439381,13748.7861000941,17200.2356894316,18484.8435378039,-3307.33018632584,-6742.93209293915,-7925.31898548477,-4429.39358563001,-610.898435608242,656.936502793207,1108.50825415584,949.878730352842,709.04322851166,627.921526405556,500.798619714408,418.11272805082
"AND",301.72936936661,373.004180191062,410.504719345943,433.18267794338,451.269585299465,469.714767072937,485.530702151819,495.519405185061,499.063065582716,497.097807861448,491.837845954933,489.04964430041,493.528440242228,509.158721922279,534.113897231192,564.818197247299,595.280481345324,339.667378264548,235.856371936025,168.506833390753,123.801509959689,92.7536243814565,70.5506256493398,55.961727878559,45.5439005309651,39.8464212726249,37.1092739872957,35.3261759709573,32.2888135329467,30.2320200999101,27.7432129431441,28.7318659700452
"ARE",7982.74263585524,12915.3692566392,16909.2186673505,17988.1515942047,18698.7391861233,13103.0226570737,9986.42717034609,8106.30772603476,6858.30572013012,5839.67005607973,5092.49352276083,4488.56419925216,3917.91995707906,3297.51679970863,2864.15376573941,2531.81890390967,2260.30718926525,1903.13838327972,-55.3277944314709,-486.341451737331,-459.881151958966,-199.378399103982,-317.024993661819,-439.692560173479,-573.480708575594,-721.433526225193,-958.643192700651,-1205.40969593213,-1404.62159600067,-1612.85829810653,-1735.89398839618,-1810.369927723
"ARG",236838.516495997,231046.956016315,252257.035415542,263712.538138553,239890.363100106,290948.089071822,235353.264990156,224721.521260309,203356.097660542,187580.268990281,170316.257558734,148165.524218359,148776.208801956,-4883.74776866658,-6353.68705619526,-715.898463613466,10212.9002267852,30104.0265696473,28700.6455004831,26836.0980070996,25649.0257516072,35425.1841296728,9951.74354867754,10907.6698790051,11934.7952646761,-2887.05559570821,-1721.33012327698,-266.269613793438,1502.06540068909,-6815.30507867756,-6332.11223054957,-5384.88425446701
"ARM",2522.16679552144,5539.36724246441,9550.86515670783,14346.6986762748,19667.9519246847,25205.8513704055,30692.027104469,35953.275449318,40930.7757136079,45580.7767732893,49835.9354573765,53549.196673638,46644.5893023381,40989.134287498,36194.74269984,32024.5189564802,28580.2897503847,25526.7845377395,22879.1689418666,20584.2866575113,18612.7307105743,16879.6350497325,15674.2577683272,14351.3257624878,13200.9776823808,12205.7729693495,11393.9344814665,-26.6232610744836,-23.6179777132393,-26.5297762025818,-24.7567138708358,-23.160302939641
"ATG",608.386239373531,940.453257132187,1126.89023669991,916.75326487976,696.002026621732,616.159808395431,522.327798874059,432.474447524876,357.245075306855,311.180514789943,301.448266159785,300.497590047964,258.3453037199,233.419244967876,245.965760995625,250.654953773295,235.239453716547,178.345613685494,136.781347149174,110.162384853261,96.1426793579573,84.5301560885011,74.4776015955656,66.827693595534,62.2176707627566,74.5382782130731,75.848600335931,72.2786711667017,67.3645794652948,59.4078045619772,53.354519189011,49.9310243908944
"AUS",124225.662035878,171915.324814167,199956.866892372,146027.792228516,123078.566677058,111919.595777667,106237.440070445,103467.959949534,95117.747352696,84568.4255440771,77962.2458550931,74170.1300978221,71926.7222926172,70506.2637160011,53580.66706084,42819.6727171941,35705.3493458445,31287.3069922568,14233.2310033385,14148.9583191033,13581.2422826727,12974.863018177,12333.0467307511,11649.5460729372,11186.588915013,10698.4001521063,10230.7716097583,9719.33368530921,9912.23941070363,9894.46348930192,9534.29275775817,9174.08268645679
"AUT",64834.1609242124,60216.1317326259,57826.3655810551,56544.1502901871,53360.1081612326,47246.4034156042,37332.4005039823,31676.8897325297,28182.6313957957,25913.4682192175,24381.5667440998,23323.8786241989,22595.7410329555,22111.3775224614,21794.8086534431,21578.695335021,17411.390402056,14349.2152531819,13265.3366949035,13977.5484531351,15245.4365235249,15793.4005903777,15960.5592101661,15554.9961444769,15580.4487619886,12874.6612406791,12341.2161409474,12267.3827893611,11677.9960053185,11535.8214457348,11441.0793883534,11387.706275573
