"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32"
"AFG",10908.378472166,5452.24370517735,5042.20404696694,4304.54883857614,3822.804124324,2183.07106405988,2733.42808798889,1333.75999711448,645.96754287309,634.149169722798,511.661397185308,1453.43591895917,2231.78601593663,2482.60879258983,2693.25444685905,2181.64601702183,1803.08348781319,1020.6083227281,1171.69158914494,1811.12221548837,2348.34855993061,1176.33634034177,77.9609431519612,118.660216370945,412.690236527546,611.732020693311,289.848519701886,379.015549255927,750.565121039056,535.768184353315,792.456487097171,735.854876150559
"AGO",3968.77386499036,5277.12345128922,3872.76454735836,3918.00065823271,3949.82957723668,2686.7258025915,2294.25177796333,3732.70073447507,3398.42250943146,5160.57066594496,3185.15798824841,2880.8083149001,1729.07221779459,1130.48220370905,501.525377669256,286.343029856166,1521.34844207917,734.282794758923,413.934775924188,536.595356953269,1571.09618037218,2041.376520618,721.650007137686,11.9112685487965,144.653206806755,293.010425506636,134.460313783766,159.363526602306,474.938668347159,164.440065656056,278.757057307608,621.517764408721
"ALB",NA,NA,0.1988095791398,0.321234257608793,0.38743630277778,0.418719438803997,19.067749882034,0.443209101275911,45.6313847817083,0.65659451363987,0.748388645987076,0.670888410604908,0.795688613149363,0.539561633230892,0.484041678959825,0.720216475784772,0.93465971047651,0.952373208117117,0.796362595933141,0.615517435217502,0.00820133287888146,0.0248874786241807,0.0475825357936794,0.0671271089578292,0.0823024071768283,0.10580480443158,0.113222046663797,0.424954067670102,0.255028130963264,0.191486104307342,0.626940290123329,0.313346499797671
"AND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.823911012446431,0.809702184789515,0.796875669242071,0.783616784608384,0.530451898273004,0.474904523853026,0.462537678653765,0.446993312595902,0.430688666285092,0.414961554231811,0.39943125151411,0.39276763794066,0.37851103007742,0.368177353275206,0.383843535195619,0.372775400793699,0.360541862921301,0.00228175049138086,0.00252443634963563,0.0023006211375898,0.00249519054022308,0.00269932993407309
"ATG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AZE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0967654244634,4.25196974899297,7.81742382639958,36.3498555023924,3.5260073114381,2.5051806721163,4.26606841175605,11.0247897428586,4.39258129004981,1.92647253103005,2.19598803634981,20.9525493785954,7.87065420937349,3.22566903827185,4.63508869677203,1.46414682762856,0.0217456241187303,0.0768504938874709,0.291044921686557,0.230753681455822,0.23515235695227,0.238962998454243
