,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
TTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9405,0,0,0.6327,0.88445,0,0,0,0,0,0,0,0,0,0
TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83885,0.133,0.912,0,0,0,0,0,0,0
TUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9405,0,0,0,0,0,0,0.912,0,0,0,0,0,0,0
TZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25365,0,0,0,0.855,0,0,0,0,0,0.9207274,0
UGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855,0,0.6156,0,0,0.9405,0,0,0,0,0,0.9405,0,0,0.9405
UKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01805,0,0,0,0
URY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5909,0,0,0,0.9025,0,0,0,0,0.893,0,0,0,0,0,0,0,0,0
USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UZB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06935,0.9272,0,0,0,0.9405,0
VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9405,0,0,0,0.8265,0,0,0,0.9405,0,0,0,0.9405,0,0,0.28595,0,0,0
VNM,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912,0,0,0,0,0,0,0,0,0.4009,0.52535,0,0,0,0,0,0,0.9405,0,0
VUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9025,0,0,0,0,0,0,0,0.9405,0,0,0.92625,0,0,0
WSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9215,0,0,0,0,0.6137,0,0,0,0,0.8645,0.722,0,0,0
YEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931,0,0,0,0,0.0152,0.8866525
ZAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23845,0.7543,0,0,0.68115,0,0,0,0.78755,0,0,0.8683,0,0.0019,0,0,0
ZMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14345,0.9405,0,0,0,0.9405,0,0,0,0,0.9405
ZWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8835,0,0,0,0.8075,0,0,0,0.9025,0,0,0.5,0,0,0.93005
