"","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"TCD",NA,5160,6921,11422.5945767921,23988.4354653861,34314.3222943665,45076.9321536421,54747.8083005426,79984.9100748934,100278.411580796,214305.540729059,285080.956702752,336830.112360946,270177.957776597,324757.257000555,378969.606993621,300717.467131937,276379.45723192,216600.119873492,165884.206723984,240825.542023275,197425.309055906,212129.269298731,197789.189870755,139370.009516874,38836.7596448445,6748.73699767472,10586.2591730903,988.969371372519,8650,265.114096714548,307.506882530918
"TGO",167517.60849834,158884.610054285,140291.445806301,191728.249975537,188663.332271135,97198.2052643794,73278.2545685432,134091.186416781,37558.2640165821,33938.9955812523,74440.7225502576,52508.1985623612,33773.9895366414,52656.43106469,46544.8800569435,16982.2455000606,11854.2132000505,27762.9870239284,22881.3049046042,27616.656339843,21306.6153077354,363,3127.26701140957,4016.81090294222,873.821730837366,2229.03250751463,3504.3584504118,5464.97322260123,3096.83151152021,4636.4306511525,2097.9405675488,4383.77776944494
"THA",791793.213884888,906475.720845804,1131160.95786071,1557170.43805392,1056739.80749765,661432.381595,1497031.1292815,1177526.71827133,532822.620930187,1020681.49501963,870758.476384068,332314.899592578,600410.131705633,1439501.10094878,445091.17626556,221142.625016907,531146.933543696,447516.328326261,151433.317127186,133114.601226621,243650.540289788,211167.762202896,152508.586267886,128510.13765253,115414.027104897,115844.945453254,124919.234197399,251239.334274755,199569.436220837,101357.702522482,99390.0400390736,167955.569843476
"TJK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58345.310067405,60263.2119892973,71358.692149692,60823.546411164,52353.6003355009,44307.1466541693,53423.3525605413,58303.2752114022,46741.6666942068,38354.7292003364,32532.6431919937,30589.4647612897,32823.9082611927,27828.0738150978,122.061439489049,210.744063278791,313.889260772497,459.437759682599,612.918507266861,3.19672319442218,15.5421157037319,46.2884985249678
"TKM",NA,NA,NA,NA,NA,NA,NA,NA,NA,14030,6730,3460,12430,13065,1965,480,1885,5175,2260,565,45,55,5,5,0,240,295,0,0,0,0,0
"TLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,470,205,1015,450,0,0,50,250,3815,80
"TON",935,95,180,25,2060,1165,0,0,125,325,90,50,0,NA,0,0,5405,180,30,0,20,0,0,0,0,0,0,0,0,0,0,0
"TTO",18005,6420,11960,17780,17745,13300,2205,1940,10850,2555,705,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",15035,9140,7320,12405,23830,18700,2865,1440,5735,2735,6250,59360,7065,2985,3380,2665,1855,615,505,235,1155,490,110,5,75,15,20,10,5,5,55,240
"TUR",519350.548268418,389461.068281843,512584.140622252,670090.136377373,512044.113588579,323236.844222779,252809.01046251,261485.208448431,391496.676792948,349226.050690622,467643.206599452,536003.883137249,703328.081260392,610887.969266556,479946.089068597,580964.329500426,516498.005516333,540234.978637485,416095.648313086,364551.668855988,491337.587254319,313898.847429546,228718.54268317,8927,9384.38811270393,2264.27075248733,2678.87227779274,3072.0495464701,3524.99438738847,3951.83384011131,4469.28742590175,4888.52872196002
"TUV",37.7638282992411,67.8951784151036,73.4001947836256,75.9297144090945,70.5630348859566,76.9494163738132,284,83.7609727708426,82.8434207992422,75.2884019222553,81.3854902363785,85.6139869515088,88.9321571383698,86.0592661911921,78.2201549809695,73.1759560253738,66.47470230377,61.6901813418447,0.213630222086092,1.09163429110701,1.16736227469517,1.2735177688484,1.34636660395274,1.41056264799123,1.63483089780418,0.0150903210801616,0.0283740933168541,0.0507211384803503,0.0930083760423461,0.15261592310496,0.18919127238743,0.219709925740433
"TZA",1063188.0642017,1116145.97538349,731301.580974141,432805.033558463,489166.884421631,405729.468250954,447374.838117691,193845.36519491,109101.240923756,159520.364422876,288286.660147879,168101.785740057,182388.728262124,87852.3742779138,65468.7404133435,116538.766144348,104283.75088889,123212.730267798,98735.2428790011,158938.787642849,127328.609628758,67106.0868360085,44282.2973570781,38149.9855222909,30408.8531083772,15295.6698725515,71482.4266902444,48162.0859070219,31236.9633405221,20166.4430833207,20778.9363197392,8038.57324984326
"UGA",38169.6706752766,105212.423031295,227115.966706702,264566.520436612,282485.575613749,294682.547483549,300848.446043624,111444.467509016,74062.748947366,66990.2976907798,81313.2379185469,451966.946849577,436716.055406155,662917.825088284,591118.115277958,420385.098858288,266065.526922713,491342.850141214,541809.587041534,567198.265683691,414112.196479336,619598.655491134,460548.193377672,1644.24559044606,5585.05898305525,18123.8544876586,32612.9253381759,36518.8629142328,39587.6270068384,9168.34377261922,18940.2811512656,26679.711287407
"UKR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44776.7394495612,47339.3744295512,61528.0744931613,63328.8922879114,61987.9948816265,65446.0573897744,68159.6653978633,69621.8304054755,67147.2434399563,64168.0847023919,80755.7164472801,86054.8356506549,79786.3121704438,73876.3582447853,71943.0474410296,131246.224117959,123316.46876046,114534.476082635,107578.10957293,101183.892472869,98659.2781383626,112333.502382229
"URY",77325,675,90,1760,800,990,5950,380,100,550,10200,935,80,0,25,10,10,30,170,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA",15620,8570,7485,12935,14110,31410,18275,16980,90965,138930,48215,11155,1560,4790,1545,2445,690,500,500,425,580,205,280,185,330,275,215,700,355,315,1110,0
"UZB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605427.744112582,315585.224820536,371220.009552151,259579.272197641,79567.2507674713,46416.4276353852,42032.4060386565,129446.319418988,182258.19287258,49972.7398271257,21785.3315775852,13489.2598225077,13834.0439093569,13241.9950570831,102933.315829003,124386.945371773,128252.158147986,590.649120725198,2636.99548235301,11175.0604547667,62984.4204055445,211.414228524832
"VCT",95,3785,315,75,25,10,5,50,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN",156275,71000,56315,59165,109870,70130,96305,61695,50800,49405,76365,59745,101220,76820,860,445,135,20,0,110,575,11960,0,0,0,390,160,0,0,0,0,5
"VNM",2895753.95364116,1526917.5010724,2646846.27723134,1835482.45854017,1718060.48680564,1430843.71576166,1391461.20447463,1069966.04744066,1018039.04066771,425526.236917242,456371.762641482,539696.077064678,548293.746848009,540044.41459794,311685.445435603,251209.987977783,298560.69355971,543052.996687438,647061.928961719,761989.073147643,551386.679778631,329774.052863145,125311.01639332,33550.877355048,38591.0804383715,88478.95483699,52766.9350240365,29386.1868664173,376550.869341964,170825.670483063,49349.9646757908,43104.6130029229
"VUT",650.215777126699,6603.79749651156,2973.79429507166,12792.3898782459,6266.77466645777,7130.15502706618,2293.92480789543,1286.4747405975,1253.70652389669,735.629182171699,3890.60031454185,1486.61954146781,767.322368921533,540.335624523185,454.370427783087,346.14647535228,740.566889230379,1150.43330611264,19.3059538248919,135.984463291717,219.371223775812,653.991589072772,1113.20363077958,1630.00354153602,641.882928004702,450.415837921897,35.9148155071235,42.8165982057213,46.1803175580947,10.422932042594,21.9698065143686,41.7944261501424
"WSM",208.885494525184,194.541113166629,302.570282873046,397.021920862393,2895.8989105739,2419.07697668461,2230.46007030636,2121.04319823949,1960.77852190904,1765.93401390108,1730.0794863791,1577.5767449995,1442.10343720885,1319.46479949439,1208.20062978358,1131.67103420582,1037.70737618476,962.842194746054,6.11851191573522,18.4197667980959,38.396145397974,39.6472293974214,135.888206001462,67.2980215077016,126.140855014002,258.961681885005,337.122024797819,434.846970475186,127.808389924403,59.5815967636668,89.911151413627,106.447236950606
"YEM",516113.648282231,514899.537548918,719464.539879104,862003.317424504,587805.84051449,340364.56358267,366080.770278827,235681.549378013,602015.864852703,388857.031139304,86709.5899597051,75986.0495208457,48853.7981663894,43112.7767809809,39863.4005521413,124104.581111823,57246.1558245136,185962.297399403,212988.194750536,235228.067460557,68764.8900441779,31209.1652419635,187228.044247931,270105.953209749,149573.469831263,170393.957640788,815.863690346235,3336.15300540246,8914.49243933427,15120.7740223515,50794.3868874634,48904.0107423171
"ZAF",616299.672656712,540086.00853233,656422.709803184,629671.345703365,699114.544254365,531715.757292721,918843.822341232,602698.568907957,720208.21878928,430653.412881826,222342.94900679,218871.461167086,521896.841621485,283403.966571474,342415.997051211,257998.625607203,74193.9600070821,12507.3587339763,18833.5552433495,48654.9432337173,37146.3670061455,46448.9389663967,31325.3765274591,37538.9835432911,23752.6818586412,26315.1126987296,26250.9827684273,9651.23019572635,62412.7010712808,278977.7037101,83198.0202597444,40868.9253936479
"ZMB",726029.00308358,248078.303975607,172211.800207424,125921.718493791,172434.16802556,89407.6118378394,55712.8780957683,46470.1297073283,29098.2485565015,26537.4729527728,19414.4468860454,37530.8663478554,41449.3196150802,48429.0200061059,35834.3636281539,36285.11429014,30982.4760531575,58966.636645255,79512.4951953099,104091.703375904,66185.184295517,85131.2155738556,23130.868785823,212.795734220171,4268.13207575492,9006.99395211719,9715.86481113458,3272.37429408318,6869.15943080013,54986.9412026854,53565.2042818649,27768.6310602258
"ZWE",29689.7709211538,39289.7827057174,299254.952355466,173277.715238038,161290.329588269,147819.554665576,129406.648089269,384042.890302037,341354.537519235,138380.206324581,167878.741375523,131503.538521952,238820.988823558,268185.117884414,105660.31499086,263328.053764265,125589.33671085,54174.6572369259,1006.12721321644,5813.23982682469,9111.49204730397,10921.0048631161,5469.70999941092,8830.45053504797,11766.3242863676,12898.9208862963,4249.68182566385,7790.82180799614,11636.7098374743,28504.0691796376,16724.317806277,13369.8629595172
