"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32"
"AFG",76446.9614506417,38216.6068281042,35338.1068107777,30158.8353356378,26800.7893127428,15308.1252216533,19178.0667612227,9349.14339572208,4529.80102792484,4447.35934581253,3585.79757044105,10190.5975099742,15646.5936724457,17406.2433379548,18883.440824631,15289.9632293089,12638.1593769804,7158.95070147729,8219.06127078594,12701.215768506,16490.6162618068,8251.56677509006,546.491403841246,832.211058184955,2893.6184638594,4290.26403607062,2032.76160943596,2656.87682780558,5260.55657473864,3754.99046018873,5557.24091302216,4362.60837888398
"AGO",10659.6400951318,14170.7268114358,10394.4433798922,10525.0275174975,10606.4956926786,7211.60958971835,6165.73229298837,10022.2114712223,9127.91306943576,13858.6901948141,8548.22169380023,7734.03568948394,4646.27242215038,3035.64481713119,1346.47060513536,768.024253449446,4083.78865430624,1972.30649071692,962.725388224452,1249.46722464113,4218.58259268874,5484.36600876655,1937.94757153408,27.7264956542328,336.442820198398,681.825767553411,361.159405991401,370.987958413314,1105.26255561415,382.941645354783,649.151441377961,1446.58939952808
"ALB",NA,NA,0.655199814894851,1.05789429789344,1.27735309753066,1.38117793183206,62.805730626792,1.46165803765203,150.31436074723,2.16292531429351,2.4693715507805,2.21071798754049,2.62371742844487,2.60600520826036,2.33565122602881,2.37426380680967,3.08237598572033,3.13832770475856,2.62801383608754,2.02902815980542,0.0270047013309037,0.082230973478633,0.156825809789207,0.221611452687797,0.271115829293784,0.349165047897122,0.373254742486808,1.39870887509397,0.842098668388296,0.631123427617879,2.06779697683073,1.03262977461832
"AND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01501196137448,2.97195765505037,2.91407166943785,2.87275545518347,1.66041054869337,1.08903608939883,1.06037915542175,1.02621195808741,0.99158358293721,0.950854237841971,0.917713699262319,0.902916131037287,0.868275658380762,0.846073536699218,0.881916138549454,0.856762519790357,0.826765918623871,0.00523609166595256,0.00580260119030923,0.00528416299038631,0.00573559571411727,0.00619524077567836
"ATG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AZE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.902927804864,15.5458478734263,28.5626171680197,133.137099161914,12.8642431521915,9.18398009931029,15.6198332624392,34.4659195148365,13.7348436639757,6.03729106054525,6.87060311247506,65.5660094508924,24.640343572616,10.068516859786,14.466561773866,4.58304322275004,0.0683277079883091,0.239983534828369,0.910207486152502,0.724239073449533,0.734913668643447,0.748126559265968
"BDI",9853.18359702234,6167.95620040319,7457.87391390337,4302.08928024671,5381.60409445515,5861.64980886772,3514.69710370633,4880.7741893627,4102.55557090067,2140.80997232828,1419.83895676453,2826.41400891983,2998.98271558525,1448.39250650098,1858.75377477391,2030.67403093963,665.128621888461,484.271744213847,542.527409626242,2408.38022921909,2736.60493814352,223.089989203945,20.1117709566784,107.367900709667,146.530328612767,203.161047191776,59.9828221647402,135.227472265028,168.049161042371,89.5789987733078,89.1460772575938,118.251530870793
"BEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEN",12538.7391138122,10700.6911262486,10639.5176727671,12220.0605097686,12076.5670588923,6775.59488460428,12301.8134630925,5167.80691550728,3284.77753490779,3432.32040358912,4858.58164015611,2988.60817205423,3174.69836567367,6075.1034314744,8249.93642240451,2159.22797905735,8115.82168695806,1804.40595982567,2094.91537786763,3271.1339531705,4517.28956414218,1415.03223310821,834.414002048443,168.274080597874,436.159712275137,198.311695683974,470.198257085136,913.308332425372,1030.01249710964,812.980757464768,757.286678261755,271.297472290347
"BFA",13168.5129673575,15919.7766038572,16277.1665296614,23340.7975351907,13291.3601187125,8964.65700740786,22747.5927038178,6314.6990894777,5771.69666976032,7440.08605199985,5237.89449347686,15161.4181080813,9416.00051187889,3299.33358226358,4858.31492200604,14198.5082746751,3539.45881487261,10614.0311581096,5613.63111802291,5110.36147267025,3999.87203592174,425.293028557308,2273.57251183775,1166.77974718807,334.298309217886,546.694394680406,541.843555606508,242.255103291713,3903.578263295,2110.21230077182,1291.64718426525,446.458167309329
"BGD",36118.4673926013,63620.5179573253,37795.1153916274,43121.4539211723,43082.391853246,51194.3182788174,49277.7408762029,42452.8283131429,31479.3869264265,13507.0215362615,29919.6774191027,22386.5674841613,17307.7645570629,26701.0934346889,17277.3482398799,16175.4891969587,28619.4374660245,21172.6840060864,18335.3820359776,16620.1869897285,14686.9013220959,13007.1393386672,13526.6859998188,25850.4629779374,25577.8188172208,18824.191679298,1626.82435273454,4408.95523699065,3679.66240096031,3643.38965360776,5178.68497996344,2628.10680087761
"BGR",43.9336303402866,36.0292499464456,31.1814580696019,33.680061269878,32.4902580966414,33.1195936387703,32.6495391751767,32.5467344018113,32.3493197475545,32.0281907158423,32.0263922970906,69.2589948769945,12.7135049032272,35.1097750551724,28.2461410127786,31.2859862433972,29.3986573090791,29.7555464239941,28.8178734405664,29.8043824794126,28.8169387210391,29.1306415957495,27.9841217612129,28.2703123801238,27.6725595705082,27.5950250555553,27.3880770788546,27.1278614185521,27.4279291231006,72.1116869056811,5.72481990469948,25.4131728144324
"BHR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BHS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3900379105799,12.6663843612664,19.5808981624984,82.4498630355715,17.7762381810547,14.8933589712299,24.8196919277047,12.6468827364833,8.94621079415375,4.5576183579817,4.23176221960425,2.63788680512756,1.53649567372863,1.51787633111614,1.37839318116154,1.24248164716869,6.37555019066846,2.32527503587679,1.71292605651514,2.02570402655824,1.2892340545116,1.23844353276581
"BLR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BLZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BTN",115.476235635564,195.445670283972,142.016792751881,138.585270033384,86.0502454808328,99.2163871198558,71.1443180243016,43.6179782291509,58.1531265076572,18.8958778901466,39.392466372521,15.0090244983897,41.3831938134833,55.9504343334545,16.329321182907,3.8958397804706,15.8061966193512,12.7623454029457,132.521768507611,37.7706616018273,68.0979927541086,11.9968378999046,6.53654204751829,5.56293897508216,5.01757661647421,2.30414506296661,0.0682147808747347,0.580462656097725,0.854646985447992,1.86134768704455,1.6049976531407,1.18556017034229
"BWA",299.209317031196,258.145852845949,1107.15305315469,653.772565017321,316.382768973865,199.673701996593,98.666718839326,106.826566856937,486.790350170855,229.251398528203,134.323178276568,110.902258377789,717.718215347266,380.023619394496,158.104259902456,155.877765944886,655.511849936116,90.5917299449363,45.4733416298603,272.617085683083,101.377328477591,64.3865188962056,52.0321514704434,42.5812465432542,37.9257807027626,11.3948992396789,17.8692582966573,22.007404171774,32.928030529086,23.4519603338054,26.839948721435,28.4190888880054
