"AFG",105244.648793283,285492.404059607,412380.549791888,464215.829299659,475659.605544257,474500.505825496,469712.095942269,465459.828089526,463089.805263106,465040.595834591,472980.804623161,487003.092016455,512522.251000817,551127.054673085,600414.347797623,655828.10548513,711861.68917118,763059.542741752,804512.731091803,835134.252223054,857172.028434664,876589.063912173,893587.988974071,909683.168357155,924744.809671966,937232.226543069,947028.341086427,952377.314108898,952708.878900705,948695.268812206,941881.84277034,933711.644593091
"AGO",35983.5056261733,113102.087192767,191504.955412628,249734.805715614,288176.195716043,314021.219223755,332874.361602072,347797.483692711,360205.246740976,370993.997172048,380836.464835599,390956.525925642,401653.316456555,413299.613375996,425928.280635113,439397.066286963,454560.419210094,470363.398735263,486143.885912052,501814.712390412,517763.559005405,534851.422595752,553279.673761407,573140.667814061,594182.606877156,615682.92960194,636579.391198162,656431.73424472,674903.951982666,691857.465826803,707457.905346788,722343.707012432
"ALB",122568.279140759,65561.3974131977,79637.6613209907,76977.3508426095,78980.0024102217,79656.3786877087,80608.1347864431,81224.9841562803,81592.8282632197,81565.2115978241,81113.475353526,80257.8047839681,78978.0294456489,77335.6591687093,75413.9474261713,73285.6955930299,70973.5139918914,68472.2834167225,65835.5537569426,63080.2801401773,60173.6950913093,57068.046693687,53894.862910183,50725.8993094316,47702.8588212546,45020.9825640456,42731.3541694725,41013.5170895863,39852.7825350938,39247.444132704,39125.3686935781,39321.2087843474
"AND",301.72936936661,373.004180191062,410.504719345943,433.18267794338,451.269585299465,469.714767072937,485.530702151819,495.519405185061,499.063065582716,497.097807861448,491.837845954933,489.04964430041,493.528440242228,509.158721922279,534.113897231192,564.818197247299,595.280481345324,218.911400134128,360.35383755241,460.084508415354,514.596029983222,541.049876547703,556.401903847353,571.877056424343,590.821538520343,611.909713182839,632.088527239683,650.47204201791,665.563942140858,677.135961125893,686.478709995938,797.845430122911
"ARE",7982.74263585524,18940.1227453176,26969.8470856812,31654.1128918464,34505.9489400257,36495.0730819167,38074.7834532336,39380.2301721909,40501.1912832991,41452.9127999116,42182.9910245686,42662.5466232766,42946.8666290596,43103.842053292,43199.118735099,43136.0885225861,42933.3606667707,42829.4527080487,43045.6377746166,43677.2344703404,45262.313360387,47803.8840063295,50625.1711282823,53058.1769140552,55381.1194705913,58047.2461539574,62066.1136875352,68228.8523697778,76973.4524846649,87862.0801326275,99716.1714144567,110690.883141878
"ARG",236838.516495997,452122.581607449,570256.659796951,617135.786057946,634254.540360351,642159.952376612,647976.061234009,653826.197165014,659782.659325445,665584.302499097,670871.560003744,675326.372053208,678788.365792854,681180.635207472,682432.174760288,682402.190971943,681223.300885361,678911.206784047,675734.803633955,672010.81703603,668214.482741861,664737.270720636,662072.315694521,660515.910367646,660244.948710758,661304.825519598,663292.534861477,665872.180414937,668578.385827744,671045.578290768,672982.188591537,674266.915653875
"ARM",2522.16679552144,5539.36724246441,9550.86515670783,14346.6986762748,19667.9519246847,25205.8513704055,30692.027104469,35953.275449318,40930.7757136079,45580.7767732893,49835.9354573765,53549.196673638,56454.143552394,58239.5487532694,58750.8259346918,58115.1970827426,56658.761147046,54728.3144896425,52673.100976638,50747.8093366163,49067.0497089085,47646.6849108381,46517.3471122726,45662.6996116514,45039.684521751,44598.1913252383,44272.5887951045,44001.0722620606,43727.8657647928,43415.6890686225,43045.9798586246,42623.5727173567
"ATG",608.386239373531,940.453257132187,1126.89023669991,1208.63327824333,1235.45658792759,1237.51588740347,1226.99867197934,1210.07155066944,1190.19052994746,1170.57580023258,1156.44487365069,1151.51730081825,1158.75823673512,1179.64736155595,1212.94747867633,1254.45031121263,1299.22680028287,1345.89150143631,1391.21400418396,1432.66936206862,1467.42472296353,1492.20019594062,1506.7050562245,1511.34639285144,1506.9107246644,1496.9076376672,1484.0100017616,1470.76890080167,1458.40537434244,1449.05853783666,1442.58435724048,1438.68627222005
"AUS",124225.662035878,171915.324814167,199956.866892372,215043.719236527,223357.685263927,228373.67325952,231867.706278594,234854.161244666,237849.748701056,240952.885091793,243997.314722495,246661.34962634,248633.562868883,249697.351713054,249831.805301663,249140.216869572,247806.523508542,246129.560429305,244474.138967008,243141.372726592,242518.817906503,242895.102588451,244376.161197023,246923.919242748,250517.457165797,255019.850222761,260273.521006628,266061.541579759,272137.734963973,278163.140806587,283768.692441843,288667.634659508
"AUT",64834.1609242124,75624.6721919979,81744.7716529954,84970.0110707891,86506.1410951929,87097.897232228,87199.4806081399,87130.5701314635,87088.7173730334,87180.4270550388,87376.0067145681,87603.6412980461,87786.4754353039,87851.4845585017,87694.6941955074,87232.9767948253,86390.529713455,85194.5506998148,83712.8176708724,82083.4219985863,80485.7732503943,79076.7521549449,77927.2104512162,77074.8712772135,76516.2938533808,76206.2812792824,76093.4678200604,76156.5157500603,76365.507877766,76699.3425631272,77153.1438808313,77719.7287820315
