,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
LCA,164,156.2,148.4,140.6,132.8,125,120.6,116.2,111.8,107.4,103,98.4,93.8,89.2,84.6,80,76.4,72.8,69.2,65.6,62,59.8,57.6,55.4,53.2,51,49.6,48.2,46.8,45.4,44,42.6,41.2
LKA,18478,17573.6,16669.2,15764.8,14860.4,13956,13223.6,12491.2,11758.8,11026.4,10294,9832.2,9370.4,8908.6,8446.8,7985,7682.8,7380.6,7078.4,6776.2,6474,6272.6,6071.2,5869.8,5668.4,5467,5310.6,5154.2,4997.8,4841.4,4685,4554.2,4423.4
LSO,7869,7705,7541,7377,7213,7049,6837.2,6625.4,6413.6,6201.8,5990,5967,5944,5921,5898,5875,5995,6115,6235,6355,6475,6408,6341,6274,6207,6140,5962.8,5785.6,5608.4,5431.2,5254,5060.6,4867.2
LTU,1322,1292.2,1262.4,1232.6,1202.8,1173,1146.8,1120.6,1094.4,1068.2,1042,978.4,914.8,851.2,787.6,724,657.6,591.2,524.8,458.4,392,367.6,343.2,318.8,294.4,270,263.2,256.4,249.6,242.8,236,233.4,230.8
LUX,62,60.2,58.4,56.6,54.8,53,51.6,50.2,48.8,47.4,46,45,44,43,42,41,39.4,37.8,36.2,34.6,33,31.4,29.8,28.2,26.6,25,23.8,22.6,21.4,20.2,19,19,19
LVA,926,911.6,897.2,882.8,868.4,854,826.4,798.8,771.2,743.6,716,668.4,620.8,573.2,525.6,478,442.4,406.8,371.2,335.6,300,286.2,272.4,258.6,244.8,231,225.4,219.8,214.2,208.6,203,200.4,197.8
MAR,103382,98847.2,94312.4,89777.6,85242.8,80708,76237.6,71767.2,67296.8,62826.4,58356,55227.4,52098.8,48970.2,45841.6,42713,40607.6,38502.2,36396.8,34291.4,32186,30950.6,29715.2,28479.8,27244.4,26009,25762,25515,25268,25021,24774,24559.2,24344.4
MCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDA,4064,3987.2,3910.4,3833.6,3756.8,3680,3521.4,3362.8,3204.2,3045.6,2887,2699,2511,2323,2135,1947,1816.2,1685.4,1554.6,1423.8,1293,1224.2,1155.4,1086.6,1017.8,949,920.4,891.8,863.2,834.6,806,781.6,757.2
MDG,71244,72003.6,72763.2,73522.8,74282.4,75042,76959.2,78876.4,80793.6,82710.8,84628,83749.4,82870.8,81992.2,81113.6,80235,77408.2,74581.4,71754.6,68927.8,66101,63503.8,60906.6,58309.4,55712.2,53115,51630.8,50146.6,48662.4,47178.2,45694,44610.2,43526.4
MDV,1219,1209.8,1200.6,1191.4,1182.2,1173,1126.2,1079.4,1032.6,985.8,939,879.8,820.6,761.4,702.2,643,585.8,528.6,471.4,414.2,357,321,285,249,213,177,164.2,151.4,138.6,125.8,113,108,103
MEX,155838,149598.4,143358.8,137119.2,130879.6,124640,121367.2,118094.4,114821.6,111548.8,108276,105136.2,101996.4,98856.6,95716.8,92577,88492,84407,80322,76237,72152,68569.2,64986.4,61403.6,57820.8,54238,52076.8,49915.6,47754.4,45593.2,43432,41848.4,40264.8
MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MKD,2513,2398.6,2284.2,2169.8,2055.4,1941,1812.8,1684.6,1556.4,1428.2,1300,1190.4,1080.8,971.2,861.6,752,687.8,623.6,559.4,495.2,431,407,383,359,335,311,302,293,284,275,266,256.6,247.2
MLI,102486,102007.6,101529.2,101050.8,100572.4,100094,99813.6,99533.2,99252.8,98972.4,98692,99210.2,99728.4,100246.6,100764.8,101283,102365.4,103447.8,104530.2,105612.6,106695,108007.6,109320.2,110632.8,111945.4,113258,114120,114982,115844,116706,117568,117593,117618
MLT,129,125.2,121.4,117.6,113.8,110,105.4,100.8,96.2,91.6,87,82.2,77.4,72.6,67.8,63,59,55,51,47,43,41,39,37,35,33,32.2,31.4,30.6,29.8,29,28.2,27.4
MMR,170087,165954,161821,157688,153555,149422,143821.2,138220.4,132619.6,127018.8,121418,117433.2,113448.4,109463.6,105478.8,101494,98071.8,94649.6,91227.4,87805.2,84383,81566,78749,75932,73115,70298,68597,66896,65195,63494,61793,60467.2,59141.4
MNE,324,311.6,299.2,286.8,274.4,262,248.8,235.6,222.4,209.2,196,188.6,181.2,173.8,166.4,159,152.2,145.4,138.6,131.8,125,119.2,113.4,107.6,101.8,96,93.4,90.8,88.2,85.6,83,80.6,78.2
MNG,10303,10373,10443,10513,10583,10653,10102.4,9551.8,9001.2,8450.6,7900,7210.6,6521.2,5831.8,5142.4,4453,4120,3787,3454,3121,2788,2677.2,2566.4,2455.6,2344.8,2234,2213,2192,2171,2150,2129,2096.2,2063.4
MOZ,137959,138668.8,139378.6,140088.4,140798.2,141508,141589.8,141671.6,141753.4,141835.2,141917,142026,142135,142244,142353,142462,142182.4,141902.8,141623.2,141343.6,141064,139986,138908,137830,136752,135674,133110,130546,127982,125418,122854,120199.2,117544.4
MRT,10487,10429.8,10372.6,10315.4,10258.2,10201,10248.6,10296.2,10343.8,10391.4,10439,10581,10723,10865,11007,11149,11357.6,11566.2,11774.8,11983.4,12192,12423.8,12655.6,12887.4,13119.2,13351,13492,13633,13774,13915,14056,14086.8,14117.6
MUS,872,817.2,762.4,707.6,652.8,598,585.4,572.8,560.2,547.6,535,521,507,493,479,465,448.2,431.4,414.6,397.8,381,358.6,336.2,313.8,291.4,269,256.2,243.4,230.6,217.8,205,197.4,189.8
MWI,89637,91405,93173,94941,96709,98477,99065.6,99654.2,100242.8,100831.4,101420,100255.6,99091.2,97926.8,96762.4,95598,94107.4,92616.8,91126.2,89635.6,88145,86810.8,85476.6,84142.4,82808.2,81474,80786,80098,79410,78722,78034,77536.4,77038.8
MYS,13126,12735.6,12345.2,11954.8,11564.4,11174,10804.6,10435.2,10065.8,9696.4,9327,8973.6,8620.2,8266.8,7913.4,7560,7128.2,6696.4,6264.6,5832.8,5401,5031.6,4662.2,4292.8,3923.4,3554,3402.2,3250.4,3098.6,2946.8,2795,2747.4,2699.8
NAM,4979,4916.4,4853.8,4791.2,4728.6,4666,4655,4644,4633,4622,4611,4592.6,4574.2,4555.8,4537.4,4519,4508,4497,4486,4475,4464,4347.4,4230.8,4114.2,3997.6,3881,3684.4,3487.8,3291.2,3094.6,2898,2786.2,2674.4
NER,102471,105432,108393,111354,114315,117276,120100.2,122924.4,125748.6,128572.8,131397,132028.6,132660.2,133291.8,133923.4,134555,132996.8,131438.6,129880.4,128322.2,126764,124432,122100,119768,117436,115104,114110,113116,112122,111128,110134,110097.4,110060.8
NGA,756468,767709.2,778950.4,790191.6,801432.8,812674,829860.8,847047.6,864234.4,881421.2,898608,913362.4,928116.8,942871.2,957625.6,972380,974505.8,976631.6,978757.4,980883.2,983009,972992.8,962976.6,952960.4,942944.2,932928,923963.2,914998.4,906033.6,897068.8,888104,881606,875108
NIC,18392,17829.2,17266.4,16703.6,16140.8,15578,14796.8,14015.6,13234.4,12453.2,11672,10949,10226,9503,8780,8057,7526,6995,6464,5933,5402,5127.8,4853.6,4579.4,4305.2,4031,3866.6,3702.2,3537.8,3373.4,3209,3060.8,2912.6
NIU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLD,1896,1862,1828,1794,1760,1726,1696.6,1667.2,1637.8,1608.4,1579,1536,1493,1450,1407,1364,1334.8,1305.6,1276.4,1247.2,1218,1183.2,1148.4,1113.6,1078.8,1044,1003.8,963.6,923.4,883.2,843,819.8,796.6
NOR,544,540.8,537.6,534.4,531.2,528,524.4,520.8,517.2,513.6,510,483.2,456.4,429.6,402.8,376,356.6,337.2,317.8,298.4,279,271,263,255,247,239,233.2,227.4,221.6,215.8,210,206,202
NPL,117266,115491.4,113716.8,111942.2,110167.6,108393,105352.2,102311.4,99270.6,96229.8,93189,90171.4,87153.8,84136.2,81118.6,78101,75194,72287,69380,66473,63566,60171.4,56776.8,53382.2,49987.6,46593,43547.2,40501.4,37455.6,34409.8,31364,29346.6,27329.2
NRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NZL,808,791.8,775.6,759.4,743.2,727,710,693,676,659,642,612.2,582.4,552.6,522.8,493,475.8,458.6,441.4,424.2,407,404.2,401.4,398.6,395.8,393,388.2,383.4,378.6,373.8,369,359.6,350.2
OMN,5979,5758.6,5538.2,5317.8,5097.4,4877,4576.2,4275.4,3974.6,3673.8,3373,3112,2851,2590,2329,2068,1897.6,1727.2,1556.8,1386.4,1216,1131,1046,961,876,791,770.6,750.2,729.8,709.4,689,686,683
PAK,502398,512388.6,522379.2,532369.8,542360.4,552351,552313.2,552275.4,552237.6,552199.8,552162,543549,534936,526323,517710,509097,493650.6,478204.2,462757.8,447311.4,431865,419756.8,407648.6,395540.4,383432.2,371324,365614.2,359904.4,354194.6,348484.8,342775,336501.4,330227.8
PAN,2970,2891.6,2813.2,2734.8,2656.4,2578,2519.4,2460.8,2402.2,2343.6,2285,2257.4,2229.8,2202.2,2174.6,2147,2119.2,2091.4,2063.6,2035.8,2008,1957.6,1907.2,1856.8,1806.4,1756,1705.2,1654.4,1603.6,1552.8,1502,1462.2,1422.4
PER,80859,78163,75467,72771,70075,67379,65164.8,62950.6,60736.4,58522.2,56308,53749.8,51191.6,48633.4,46075.2,43517,40970,38423,35876,33329,30782,29099.6,27417.2,25734.8,24052.4,22370,21441.6,20513.2,19584.8,18656.4,17728,16972,16216
PHL,138327,134906.8,131486.6,128066.4,124646.2,121226,117357,113488,109619,105750,101881,100177.2,98473.4,96769.6,95065.8,93362,91959.4,90556.8,89154.2,87751.6,86349,84288.6,82228.2,80167.8,78107.4,76047,74358.4,72669.8,70981.2,69292.6,67604,66811.6,66019.2
PLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNG,14616,14448,14280,14112,13944,13776,13843.2,13910.4,13977.6,14044.8,14112,14246.2,14380.4,14514.6,14648.8,14783,14812.6,14842.2,14871.8,14901.4,14931,14750.8,14570.6,14390.4,14210.2,14030,13874.4,13718.8,13563.2,13407.6,13252,13186.2,13120.4
POL,16954,16315.8,15677.6,15039.4,14401.2,13763,13102.2,12441.4,11780.6,11119.8,10459,9723,8987,8251,7515,6779,6167.4,5555.8,4944.2,4332.6,3721,3549.8,3378.6,3207.4,3036.2,2865,2831.4,2797.8,2764.2,2730.6,2697,2663.2,2629.4
PRK,15396,15316,15236,15156,15076,14996,15832.6,16669.2,17505.8,18342.4,19179,21291.6,23404.2,25516.8,27629.4,29742,28559.4,27376.8,26194.2,25011.6,23829,21681.8,19534.6,17387.4,15240.2,13093,12683.2,12273.4,11863.6,11453.8,11044,10639.6,10235.2
PRT,4983,4543.4,4103.8,3664.2,3224.6,2785,2575.6,2366.2,2156.8,1947.4,1738,1625.6,1513.2,1400.8,1288.4,1176,1108,1040,972,904,836,781.8,727.6,673.4,619.2,565,528,491,454,417,380,361,342
PRY,7893,8003.6,8114.2,8224.8,8335.4,8446,8399.4,8352.8,8306.2,8259.6,8213,8086.8,7960.6,7834.4,7708.2,7582,7434.8,7287.6,7140.4,6993.2,6846,6710,6574,6438,6302,6166,6112.8,6059.6,6006.4,5953.2,5900,5883.4,5866.8
QAT,306,302.2,298.4,294.6,290.8,287,274,261,248,235,222,212.6,203.2,193.8,184.4,175,170.4,165.8,161.2,156.6,152,150.8,149.6,148.4,147.2,146,150.6,155.2,159.8,164.4,169,174.2,179.4
ROU,13801,13476.4,13151.8,12827.2,12502.6,12178,11749.2,11320.4,10891.6,10462.8,10034,9310.2,8586.4,7862.6,7138.8,6415,6120.8,5826.6,5532.4,5238.2,4944,4712,4480,4248,4016,3784,3626.2,3468.4,3310.6,3152.8,2995,2924.6,2854.2
RUS,75042,74544.2,74046.4,73548.6,73050.8,72553,68918.2,65283.4,61648.6,58013.8,54379,50664.4,46949.8,43235.2,39520.6,35806,34619.8,33433.6,32247.4,31061.2,29875,28932.2,27989.4,27046.6,26103.8,25161,24345,23529,22713,21897,21081,20847.8,20614.6
RWA,55039,56240.4,57441.8,58643.2,59844.6,61046,69588.6,78131.2,86673.8,95216.4,103759,102202.8,100646.6,99090.4,97534.2,95978,87933,79888,71843,63798,55753,53328.8,50904.6,48480.4,46056.2,43632,41545,39458,37371,35284,33197,32289.2,31381.4
SAU,40681,39567.6,38454.2,37340.8,36227.4,35114,33464.6,31815.2,30165.8,28516.4,26867,25381.2,23895.4,22409.6,20923.8,19438,18315.8,17193.6,16071.4,14949.2,13827,13095.8,12364.6,11633.4,10902.2,10171,9711.8,9252.6,8793.4,8334.2,7875,7547,7219
SDN,127099,129401,131703,134005,136307,138609,140679,142749,144819,146889,148959,150284.8,151610.6,152936.4,154262.2,155588,155717.2,155846.4,155975.6,156104.8,156234,155097,153960,152823,151686,150549,149415.6,148282.2,147148.8,146015.4,144882,144485.4,144088.8
SEN,55837,54655.6,53474.2,52292.8,51111.4,49930,49384.6,48839.2,48293.8,47748.4,47203,47731.8,48260.6,48789.4,49318.2,49847,49922.8,49998.6,50074.4,50150.2,50226,48865.8,47505.6,46145.4,44785.2,43425,42615.8,41806.6,40997.4,40188.2,39379,39550.8,39722.6
SGP,542,519.2,496.4,473.6,450.8,428,413.2,398.4,383.6,368.8,354,345.4,336.8,328.2,319.6,311,291.6,272.2,252.8,233.4,214,199.6,185.2,170.8,156.4,142,138.8,135.6,132.4,129.2,126,123.8,121.6
SLB,1105,1147.6,1190.2,1232.8,1275.4,1318,1351.2,1384.4,1417.6,1450.8,1484,1454.4,1424.8,1395.2,1365.6,1336,1298.8,1261.6,1224.4,1187.2,1150,1118.2,1086.4,1054.6,1022.8,991,967.8,944.6,921.4,898.2,875,854.8,834.6
SLE,40675,41014.6,41354.2,41693.8,42033.4,42373,43064.6,43756.2,44447.8,45139.4,45831,45728.2,45625.4,45522.6,45419.8,45317,45153,44989,44825,44661,44497,44580.6,44664.2,44747.8,44831.4,44915,44491.8,44068.6,43645.4,43222.2,42799,42352.4,41905.8
SLV,22702,21575,20448,19321,18194,17067,15840.4,14613.8,13387.2,12160.6,10934,10176.4,9418.8,8661.2,7903.6,7146,6695,6244,5793,5342,4891,4617.8,4344.6,4071.4,3798.2,3525,3416.2,3307.4,3198.6,3089.8,2981,2893.4,2805.8
SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOM,58392,59184.8,59977.6,60770.4,61563.2,62356,62951,63546,64141,64736,65331,65212.6,65094.2,64975.8,64857.4,64739,63832,62925,62018,61111,60204,60358.6,60513.2,60667.8,60822.4,60977,60927.2,60877.4,60827.6,60777.8,60728,60382.8,60037.6
SRB,7172,6797.4,6422.8,6048.2,5673.6,5299,4919,4539,4159,3779,3399,3238.6,3078.2,2917.8,2757.4,2597,2513,2429,2345,2261,2177,2085.2,1993.4,1901.6,1809.8,1718,1643.4,1568.8,1494.2,1419.6,1345,1292.8,1240.6
STP,383,385.6,388.2,390.8,393.4,396,395.4,394.8,394.2,393.6,393,393,393,393,393,393,396,399,402,405,408,411.4,414.8,418.2,421.6,425,423.6,422.2,420.8,419.4,418,415.2,412.4
SUR,624,610.8,597.6,584.4,571.2,558,538,518,498,478,458,449.2,440.4,431.6,422.8,414,404.6,395.2,385.8,376.4,367,355,343,331,319,307,296.6,286.2,275.8,265.4,255,245.2,235.4
SVK,2216,2098.2,1980.4,1862.6,1744.8,1627,1538.2,1449.4,1360.6,1271.8,1183,1106.4,1029.8,953.2,876.6,800,746.2,692.4,638.6,584.8,531,513.6,496.2,478.8,461.4,444,437.2,430.4,423.6,416.8,410,402.8,395.6
SVN,469,448.4,427.8,407.2,386.6,366,340,314,288,262,236,217.2,198.4,179.6,160.8,142,132.8,123.6,114.4,105.2,96,93,90,87,84,81,79.4,77.8,76.2,74.6,73,72,71
SWE,813,805.2,797.4,789.6,781.8,774,778.6,783.2,787.8,792.4,797,749.8,702.6,655.4,608.2,561,525.4,489.8,454.2,418.6,383,380.8,378.6,376.4,374.2,372,367.8,363.6,359.4,355.2,351,348,345
SWZ,4138,4114.2,4090.4,4066.6,4042.8,4019,3963.8,3908.6,3853.4,3798.2,3743,3736,3729,3722,3715,3708,3792.6,3877.2,3961.8,4046.4,4131,4153,4175,4197,4219,4241,4148,4055,3962,3869,3776,3673.2,3570.4
SYC,52,48.6,45.2,41.8,38.4,35,33.2,31.4,29.6,27.8,26,25.4,24.8,24.2,23.6,23,22.6,22.2,21.8,21.4,21,21.2,21.4,21.6,21.8,22,21.4,20.8,20.2,19.6,19,18,17
SYR,25783,24830.2,23877.4,22924.6,21971.8,21019,20073.8,19128.6,18183.4,17238.2,16293,15707.4,15121.8,14536.2,13950.6,13365,12974.2,12583.4,12192.6,11801.8,11411,11051.8,10692.6,10333.4,9974.2,9615,9680,9745,9810,9875,9940,9976.4,10012.8
TCD,50989,51807,52625,53443,54261,55079,56436.2,57793.4,59150.6,60507.8,61865,63512.4,65159.8,66807.2,68454.6,70102,71879.8,73657.6,75435.4,77213.2,78991,80759.2,82527.4,84295.6,86063.8,87832,88508.8,89185.6,89862.4,90539.2,91216,90941.6,90667.2
TGO,22906,23014.6,23123.2,23231.8,23340.4,23449,23507.2,23565.4,23623.6,23681.8,23740,23724.4,23708.8,23693.2,23677.6,23662,23790.8,23919.6,24048.4,24177.2,24306,24542.6,24779.2,25015.8,25252.4,25489,25576.4,25663.8,25751.2,25838.6,25926,25796.6,25667.2
THA,79557,74762.8,69968.6,65174.4,60380.2,55586,51818.4,48050.8,44283.2,40515.6,36748,34130.6,31513.2,28895.8,26278.4,23661,22255.2,20849.4,19443.6,18037.8,16632,15800,14968,14136,13304,12472,11833.2,11194.4,10555.6,9916.8,9278,8823.2,8368.4
TJK,22106,22779,23452,24125,24798,25471,25504.4,25537.8,25571.2,25604.6,25638,24948.2,24258.4,23568.6,22878.8,22189,21272,20355,19438,18521,17604,17226.6,16849.2,16471.8,16094.4,15717,16204,16691,17178,17665,18152,18582,19012
TKM,11648,11802.8,11957.6,12112.4,12267.2,12422,12487.8,12553.6,12619.4,12685.2,12751,12269.6,11788.2,11306.8,10825.4,10344,9808.8,9273.6,8738.4,8203.2,7668,7536.8,7405.6,7274.4,7143.2,7012,6973.2,6934.4,6895.6,6856.8,6818,6754.2,6690.4
TLS,7584,7451,7318,7185,7052,6919,6792.6,6666.2,6539.8,6413.4,6287,6152.6,6018.2,5883.8,5749.4,5615,5272.8,4930.6,4588.4,4246.2,3904,3694.4,3484.8,3275.2,3065.6,2856,2741.6,2627.2,2512.8,2398.4,2284,2184,2084
TON,128,124.8,121.6,118.4,115.2,112,109.2,106.4,103.6,100.8,98,96,94,92,90,88,86.6,85.2,83.8,82.4,81,80.6,80.2,79.8,79.4,79,77.6,76.2,74.8,73.4,72,69.8,67.6
TTO,1365,1329.4,1293.8,1258.2,1222.6,1187,1128,1069,1010,951,892,855.4,818.8,782.2,745.6,709,702.2,695.4,688.6,681.8,675,677.8,680.6,683.4,686.2,689,679.8,670.6,661.4,652.2,643,626.8,610.6
TUN,21987,20675,19363,18051,16739,15427,14478,13529,12580,11631,10682,9940.6,9199.2,8457.8,7716.4,6975,6549.4,6123.8,5698.2,5272.6,4847,4669.2,4491.4,4313.6,4135.8,3958,3865,3772,3679,3586,3493,3393.6,3294.2
TUR,206385,196920.6,187456.2,177991.8,168527.4,159063,150601.6,142140.2,133678.8,125217.4,116756,110256,103756,97256,90756,84256,78773,73290,67807,62324,56841,52975.2,49109.4,45243.6,41377.8,37512,35218.2,32924.4,30630.6,28336.8,26043,24691.4,23339.8
TUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TZA,153646,156366.8,159087.6,161808.4,164529.2,167250,170825.6,174401.2,177976.8,181552.4,185128,187140.4,189152.8,191165.2,193177.6,195190,193782.4,192374.8,190967.2,189559.6,188152,184908.8,181665.6,178422.4,175179.2,171936,167519.4,163102.8,158686.2,154269.6,149853,146588,143323
UGA,113420,117239.2,121058.4,124877.6,128696.8,132516,136478.2,140440.4,144402.6,148364.8,152327,154640.2,156953.4,159266.6,161579.8,163893,163518.8,163144.6,162770.4,162396.2,162022,160049.2,158076.4,156103.6,154130.8,152158,150370.8,148583.6,146796.4,145009.2,143222,141720.6,140219.2
UKR,20471,20000.6,19530.2,19059.8,18589.4,18119,17401.2,16683.4,15965.6,15247.8,14530,13699,12868,12037,11206,10375,9862,9349,8836,8323,7810,7729.4,7648.8,7568.2,7487.6,7407,7370.4,7333.8,7297.2,7260.6,7224,7127,7030
URY,2375,2246.8,2118.6,1990.4,1862.2,1734,1667,1600,1533,1466,1399,1355.2,1311.4,1267.6,1223.8,1180,1138,1096,1054,1012,970,947.6,925.2,902.8,880.4,858,835.8,813.6,791.4,769.2,747,727.4,707.8
USA,53817,53075.4,52333.8,51592.2,50850.6,50109,49368.2,48627.4,47886.6,47145.8,46405,45007.2,43609.4,42211.6,40813.8,39416,38484.8,37553.6,36622.4,35691.2,34760,34663,34566,34469,34372,34275,33846.8,33418.6,32990.4,32562.2,32134,31419.6,30705.2
UZB,52478,52673.2,52868.4,53063.6,53258.8,53454,53315,53176,53037,52898,52759,51236.2,49713.4,48190.6,46667.8,45145,43390,41635,39880,38125,36370,35932.4,35494.8,35057.2,34619.6,34182,34195.6,34209.2,34222.8,34236.4,34250,33828,33406
VCT,142,136,130,124,118,112,106.4,100.8,95.2,89.6,84,80.6,77.2,73.8,70.4,67,65,63,61,59,57,55.4,53.8,52.2,50.6,49,47.6,46.2,44.8,43.4,42,40.8,39.6
VEN,23616,23065.2,22514.4,21963.6,21412.8,20862,20275.2,19688.4,19101.6,18514.8,17928,17500.6,17073.2,16645.8,16218.4,15791,15556.2,15321.4,15086.6,14851.8,14617,14426.4,14235.8,14045.2,13854.6,13664,13413,13162,12911,12660,12409,12115.4,11821.8
VNM,111091,109785.8,108480.6,107175.4,105870.2,104565,102342.6,100120.2,97897.8,95675.4,93453,87755,82057,76359,70661,64963,60120.4,55277.8,50435.2,45592.6,40750,39504.2,38258.4,37012.6,35766.8,34521,33952.2,33383.4,32814.6,32245.8,31677,30805.8,29934.6
VUT,492,482,472,462,452,442,433.8,425.6,417.4,409.2,401,391.2,381.4,371.6,361.8,352,339.8,327.6,315.4,303.2,291,280.4,269.8,259.2,248.6,238,231.2,224.4,217.6,210.8,204,199.2,194.4
WSM,429,413.2,397.4,381.6,365.8,350,335.2,320.4,305.6,290.8,276,265.2,254.4,243.6,232.8,222,214,206,198,190,182,176.4,170.8,165.2,159.6,154,149.4,144.8,140.2,135.6,131,126.2,121.4
YEM,87547,86495.8,85444.6,84393.4,83342.2,82291,81699.8,81108.6,80517.4,79926.2,79335,78644.8,77954.6,77264.4,76574.2,75884,74544.2,73204.4,71864.6,70524.8,69185,67938.2,66691.4,65444.6,64197.8,62951,62117.6,61284.2,60450.8,59617.4,58784,58385.8,57987.6
ZAF,91597,89496.2,87395.4,85294.6,83193.8,81093,79112.2,77131.4,75150.6,73169.8,71189,71023.6,70858.2,70692.8,70527.4,70362,72077.6,73793.2,75508.8,77224.4,78940,79505.4,80070.8,80636.2,81201.6,81767,78951.6,76136.2,73320.8,70505.4,67690,64460.6,61231.2
ZMB,45126,46550,47974,49398,50822,52246,54136.2,56026.4,57916.6,59806.8,61697,63587.4,65477.8,67368.2,69258.6,71149,71530.4,71911.8,72293.2,72674.6,73056,71909.4,70762.8,69616.2,68469.6,67323,66695.2,66067.4,65439.6,64811.8,64184,63620.8,63057.6
ZWE,36817,36369.6,35922.2,35474.8,35027.4,34580,34344.4,34108.8,33873.2,33637.6,33402,33991.8,34581.6,35171.4,35761.2,36351,36905.8,37460.6,38015.4,38570.2,39125,38385.4,37645.8,36906.2,36166.6,35427,33865.4,32303.8,30742.2,29180.6,27619,26556.2,25493.4
