"","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"MLT",302.5,3825,1550,145,437.5,4610,115,42.5,42.5,15,20,107.5,7.5,20,67.5,40,12.5,7.5,2.5,5,5,17.5,10,10,15,2.5,5,2.5,2.5,0,7.5,0
"MMR",67052.5,62755,47297.5,41450,40965,9575,13850,10807.5,9707.5,19750,11092.5,4485,6705,4637.5,2925,4210,2587.5,3662.5,1977.5,2112.5,6297.5,1840,2075,3322.5,785,1900,2720,832.5,822.5,475,5115,5437.5
"MNE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,12.5,12.5,0
"MNG",1737.5,522.5,4837.5,74345,1312.5,332.5,945,7610,5440,740,1640,2672.5,177.5,442.5,1387.5,320,10,20,25,2312.5,26692.5,3012.5,45,0,0,65,30,77.5,20,17.5,0,0
"MOZ",40895,29772.5,29335,31270,41267.5,40272.5,31872.5,30355,57080,45205,12647.5,7730,14497.5,24045,10415,23127.5,38310,39232.5,9840,18437.5,17712.5,17887.5,72245,23490,31495,457.5,667.5,10,150,5802.5,442.5,362.5
"MRT",21645,16857.5,39275,28007.5,37807.5,13295,5807.5,1085,12580,3447.5,11502.5,12475,14385,6670,487.5,NA,1247.5,3257.5,13157.5,NA,3495,2207.5,9027.5,12597.5,317.5,55,27.5,10,805,3230,585,87.5
"MUS",0,10,0,15,5,12.5,0,5,0,2.5,0,17.5,220,25,15,0,0,NA,0,0,0,NA,1942.5,70,17.5,7.5,32.5,30,37.5,30,5,0
"MWI",2.52165481016244,13127.9043981298,78738.9985863661,69077.0405720506,96071.5004352927,88322.6123980993,80431.7789239608,57172.9627054139,53508.5397464202,21645.7517345523,8795.05031221964,5366.70850585733,1110.64193117599,66.2769600148154,2.02509716995536e-07,1.98735091716529e-07,1.93941730231018e-07,1.88578135884576e-07,1.83226522176838e-07,1.78229096925442e-07,1.73603303288417e-07,1.69184000697875e-07,1.64871562513547e-07,1.60538262128362e-07,1.56120671945814e-07,1.5162988753481e-07,1.47138372930122e-07,1.42721070961471e-07,1.38459702814231e-07,3.06790558972711,1.3053960923326e-07,1.2685519856781e-07
"MYS",14225,23170,23282.5,20367.5,12907.5,11747.5,13572.5,5760,2567.5,1407.5,687.5,907.5,1355,865,1635,1150,1567.5,1207.5,6440,15467.5,5495,1020,1580,14322.5,3517.5,1410,985,835,382.5,182.5,3922.5,4670
"NAM",NA,NA,NA,NA,NA,NA,42185,11205,NA,NA,NA,17185,3320,332.5,4307.5,12252.5,13397.5,1237.5,740,1172.5,1040,3195,655,10,10,7.5,52.5,0,10190,7845,197.5,215
"NER",90347.5,99537.5,75720,105497.5,161722.5,44065,35725,42160,57330,51157.5,225177.5,78352.5,91392.5,121712.5,169965,172302.5,81622.5,28510,90390,53297.5,153020,78960,135475,157642.5,5457.5,147.5,705,3292.5,2002.5,930,1927.5,680
"NGA",324177.5,349462.5,341945,456477.5,404420,289357.5,193915,189770,84195,289205,110065,214912.5,136835,265202.5,30982.5,221687.5,53462.5,357745,542877.5,530457.5,420267.5,105017.5,353145,78802.5,277317.5,1760,6532.5,24900,3180,21227.5,47107.5,16117.5
"NIC",560,565,280,382.5,2390,6375,1980,785,0,0,0,5830,847.5,7.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",5,0,0,0,52.5,17.5,0,2.5,2.5,NA,302.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
"NLD",192.5,237.5,1200,205,60,225,567.5,3797.5,310,40,147.5,1180,1170,755,460,142.5,52.5,22.5,5920,2547.5,NA,7.5,10,27.5,10,2.5,25,272.5,37.5,37.5,127.5,25
"NOR",11465,27435,15452.5,4437.5,3280,3047.5,1407.5,332.5,32.5,237.5,42.5,182.5,17.5,15,45,57.5,27.5,NA,NA,0,10,12.5,20,17.5,0,0,NA,10,5,7.5,97.5,10
"NPL",635,3170,2792.5,5105,2380,170,475,482.5,427.5,455,232.5,340,147.5,3502.5,12025,18032.5,31692.5,14427.5,NA,23492.5,27122.5,16872.5,33360,30185,12557.5,7095,3537.5,5222.5,472.5,475,5897.5,8405
"NRU",0,2.5,NA,NA,NA,2.5,0,NA,0,750,NA,NA,NA,NA,0,NA,145,NA,2.5,0,0,0,NA,0,0,0,0,0,0,NA,0,27.5
"NZL",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,23097.5,NA,172.5,82.5,NA,NA,5102.5,410,265,162.5,162.5,52.5,165,82.5,50,50,62.5,NA,495,107.5,1492.5,170
"OMN",101697.5,41612.5,22877.5,24130,10402.5,5002.5,9510,15130,10637.5,3155,550,4585,7770,452.5,170,115,30,12.5,22.5,37.5,37.5,12.5,2.5,45,62.5,32.5,60,45,47.5,7.5,12.5,32.5
"PAK",72525,49725,52510,43305,66715,105760,114990,138857.5,5872.5,54462.5,1542.5,7417.5,4917.5,3552.5,4300,2725,4620,5832.5,7350,5160,9622.5,9757.5,11850,10620,7452.5,19102.5,7002.5,2822.5,2157.5,10802.5,10965,20115
"PAN",10830,10035,1487.5,895,10737.5,10497.5,4712.5,945,752.5,4727.5,6075,2112.5,225,7.5,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"PER",25177.5,31770,19047.5,32597.5,23482.5,15247.5,15600,14462.5,2862.5,1842.5,2535,56512.5,4325,1675,882.5,262.5,237.5,25,30,2.5,0,0,0,0,0,0,0,2.5,0,0,0,0
"PHL",67577.5,89972.5,109210,188225,157397.5,148437.5,204740,177002.5,172465,107345,72592.5,98260,18852.5,7515,9782.5,NA,23045,4960,7452.5,17800,18400,17507.5,26277.5,7562.5,295,22.5,1325,852.5,3672.5,15920,16345,3840
"PLW",0,0,0,0,0,0,0,0,2.5,0,0,0,232.5,0,0,0,0,2.5,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0
"PNG",41297.5,31927.5,25057.5,24685,14200,47560,25515,16357.5,24497.5,11437.5,6850,16585,20530,17052.5,9325,5782.5,1695,2870,15760,17837.5,10057.5,44050,9657.5,3462.5,3055,2.5,0,0,0,0,0,0
"POL",88207.5,19050,28177.5,136007.5,89200,17015,3215,2512.5,18062.5,141177.5,6047.5,9237.5,3525,2160,1880,1597.5,845,5637.5,247.5,192.5,332.5,85,120,27.5,32.5,300,100,NA,287.5,32.5,NA,0
"PRK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,8875,0,0,0,0,0
"PRT",NA,NA,NA,NA,NA,NA,2032.5,5712.5,29477.5,1017.5,687.5,520,2202.5,8075,480,280,322.5,240,125,112.5,NA,20,20,12.5,17.5,0,0,2.5,7.5,12.5,5,57.5
"PRY",1070,1327.5,3147.5,2447.5,1665,1525,4355,1887.5,965,3490,1315,2160,5165,305,182.5,32.5,357.5,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",3722.5,1265,2040,2215,3525,5237.5,1022.5,955,2707.5,785,1407.5,170,215,77.5,0,95,1097.5,290,NA,115,57.5,85,60,72.5,185,360,902.5,NA,280,737.5,252.5,400
"ROU",53960,154205,11807.5,5270,12517.5,85092.5,29582.5,4525,9675,11727.5,4432.5,15152.5,70802.5,15570,5470,2265,58947.5,23867.5,600,87.5,25,35,22.5,292.5,12607.5,7990,882.5,30,20,482.5,10472.5,18625
"RUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,45925,51122.5,46425,186157.5,71680,16575,17800,7185,15537.5,18570,12000,5180,1450,8227.5,6110,1135,2867.5,432.5,67.5,252.5,322.5,1572.5,5307.5
"RWA",198460,91980,50002.5,43172.5,41900,106872.5,30967.5,10910,13572.5,22425,14550,43572.5,24652.5,14997.5,72185,9970,1967.5,NA,10897.5,5237.5,2240,6845,2660,965,322.5,1235,65,15,12.5,302.5,77.5,187.5
"SAU",89475,83235,111582.5,76142.5,45982.5,57075,73050,20562.5,8970,13597.5,15920,28247.5,7955,3132.5,6435,6017.5,9945,13797.5,7037.5,NA,387.5,777.5,3020,4700,932.5,2017.5,11620,395,205,835,905,735
"SDN",162010,170427.5,7015,5975,168972.5,67840,4087.5,18665,37785,35187.5,75035,42542.5,1707.5,2407.5,2102.5,6397.5,875,1375,8367.5,7187.5,10905,11322.5,10952.5,23905,3435,570,817.5,322.5,170,1700,17180,26187.5
"SEN",86290,80950,66202.5,NA,NA,17077.5,8632.5,3990,27350,12510,28567.5,38417.5,36732.5,14860,NA,20172.5,16485,16485,9170,14597.5,61972.5,45460,3797.5,77.5,0,7.5,27.5,15,2497.5,1070,45,115
"SGP",1927.5,4912.5,1692.5,6042.5,340,545,307.5,480,365,357.5,540,1515,0,397.5,462.5,NA,3532.5,285,162.5,352.5,1020,527.5,82.5,240,82.5,57.5,37.5,45,40,125,370,0
"SLB",5260,8327.5,2307.5,595,5,0,1085,1482.5,34447.5,857.5,112.5,215,3817.5,1600,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",8520,10255,10817.5,10040,8377.5,410,2500,517.5,1562.5,2075,710,2285,5720,285,860,NA,902.5,NA,NA,8937.5,1622.5,1420,1465,17.5,72.5,82.5,0,110,77.5,2722.5,4662.5,1695
"SLV",31385,9160,6017.5,11937.5,3532.5,695,1012.5,1967.5,0,0,0,1272.5,95,0,0,2.5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"SMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,17.5,15,NA,NA,NA,55,NA,0,2.5,NA,NA,7.5,0,0,0,0,NA,0,0,0,2.5
"SOM",NA,NA,1555,1217.5,320,175,555,740,2470,NA,NA,NA,NA,NA,NA,4575,NA,7687.5,13807.5,9912.5,8927.5,23897.5,20642.5,30020,NA,17.5,2872.5,2702.5,32.5,287.5,43245,24957.5
"SRB",52195,34565,32417.5,50582.5,63312.5,35370,21597.5,16572.5,40372.5,12445,2477.5,5270,41942.5,2000,1310,1145,11730,2305,720,95,87.5,157.5,37.5,27.5,5,5,502.5,5,2.5,50,925,0
"STP",485,7.5,540,1440,155,172.5,0,295,NA,25,0,0,220,797.5,57.5,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",1790,1617.5,42.5,100,275,92.5,12.5,170,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",NA,NA,NA,NA,NA,NA,NA,NA,NA,117.5,527.5,1037.5,1377.5,72.5,5,0,1550,1325,0,0,0,0,2.5,5,0,0,0,0,0,0,0,0
"SVN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,25,17.5,335,995,20,22.5,32.5,2.5,NA,0,0,0,0,0,0,0,0,0,5,55,5
"SWE",8850,15557.5,11565,2507.5,815,432.5,NA,95,155,72.5,62.5,142.5,62.5,52.5,57.5,110,155,NA,NA,147.5,12.5,22.5,7.5,12.5,32.5,47.5,2.5,62.5,7.5,15,65,75
"SWZ",6480,22962.5,8167.5,11985,8132.5,5632.5,10652.5,3952.5,3652.5,3662.5,3667.5,5105,17870,1525,427.5,5502.5,1522.5,450,0,25,122.5,92.5,875,0,0,0,0,2.5,65,782.5,0,0
"SYC",10,867.5,667.5,47.5,25,10,5,0,12.5,32.5,15,0,0,0,0,5,7.5,1565,5,NA,0,0,0,0,0,25,2.5,0,0,0,0,0
"SYR",4322.5,2000,2197.5,3512.5,1062.5,5385,730,145,1822.5,1337.5,897.5,935,5750,3335,3405,5150,17125,13500,7.5,365,725,1345,2002.5,472.5,937.5,1292.5,1007.5,47.5,55,65,32.5,32.5
"TCD",90,3057.5,12900,17302.5,16075,8750,9057.5,9112.5,18622.5,18065,52955,47587.5,52235,24240,54880,60405,26115,30927.5,17170,8865,62270,18192.5,39502.5,25810,5,3985,1102.5,157.5,412.5,485,21625,300
"TGO",47607.5,54812.5,48507.5,64672.5,64322.5,32797.5,25277.5,43942.5,8747.5,11370,24835,17397.5,10042.5,18245,15360,557.5,1125,9427.5,6350,8945,4582.5,907.5,737.5,152.5,95,65,20,467.5,1062.5,300,467.5,595
"THA",60745,69227.5,86782.5,118012.5,80390,48862.5,105430,90230,37155,73110,66772.5,19730,44627.5,96647.5,27780,14392.5,37805,34335,7917.5,10185,18297.5,NA,11412.5,9750,8815,8970,9732.5,18662.5,15177.5,6335,7665,12992.5
"TJK",NA,NA,NA,NA,NA,NA,NA,NA,NA,17242.5,3102.5,6097.5,12612.5,1327.5,140,105,9705,7675,442.5,480,95,2317.5,5360,10,NA,7.5,5,0,0,0,2.5,40
"TKM",NA,NA,NA,NA,NA,NA,NA,NA,NA,7015,3365,1730,6215,6532.5,982.5,240,942.5,2587.5,1130,282.5,22.5,27.5,2.5,2.5,0,120,147.5,0,0,0,0,0
"TLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,235,102.5,507.5,225,0,0,25,125,1907.5,40
"TON",467.5,47.5,90,12.5,1030,582.5,0,0,62.5,162.5,45,25,0,NA,0,0,2702.5,90,15,0,10,0,0,0,0,0,0,0,0,0,0,0
"TTO",9002.5,3210,5980,8890,8872.5,6650,1102.5,970,5425,1277.5,352.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",7517.5,4570,3660,6202.5,11915,9350,1432.5,720,2867.5,1367.5,3125,29680,3532.5,1492.5,1690,1332.5,927.5,307.5,252.5,117.5,577.5,245,55,2.5,37.5,7.5,10,5,2.5,2.5,27.5,120
"TUR",66367.5,21945,78787.5,76665,36737.5,5667.5,5485,23197.5,48182.5,28430,56302.5,61565,85712.5,59332.5,33860,67927.5,56987.5,67800,40822.5,40610,76272.5,19557.5,14610,22317.5,15500,85,7.5,0,10,17.5,277.5,0
"TUV",7.5,50,0,5,0,0,710,0,0,NA,0,2.5,0,0,2.5,127.5,35,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
"TZA",199410,255317.5,172010,98277.5,115080,95572.5,105272.5,36420,17582.5,37300,67970,32600,41177.5,8895,7900,26690,18217.5,25057.5,14717.5,36622.5,29617.5,12827.5,4182.5,3547.5,57.5,5905,19315,8532.5,3935,417.5,4055,4170
"UGA",46575,28520,107540,50180,NA,NA,NA,4165,1650,6592.5,NA,91277.5,NA,124537.5,106647.5,65495,31405,106320,106842.5,106385,121357.5,124677.5,73572.5,352.5,55,14340,9440,3297.5,4002.5,3282.5,8280,5067.5
"UKR",NA,NA,NA,NA,NA,NA,NA,NA,NA,17102.5,13302.5,33222.5,58630,24592.5,4807.5,21695,17500,12767.5,3472.5,2042.5,42425,18967.5,1027.5,365,5980,106810,2512.5,120,NA,97.5,3332.5,31865
"URY",38662.5,337.5,45,880,400,495,2975,190,50,275,5100,467.5,40,0,12.5,5,5,15,85,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA",7810,4285,3742.5,6467.5,7055,15705,9137.5,8490,45482.5,69465,24107.5,5577.5,780,2395,772.5,1222.5,345,250,250,212.5,290,102.5,140,92.5,165,137.5,107.5,350,177.5,157.5,555,0
"UZB",NA,NA,NA,NA,NA,NA,NA,NA,NA,9857.5,9695,5050,5885,4152.5,735,570,652.5,2187.5,2982.5,200,55,62.5,212.5,187.5,1842.5,2057.5,2157.5,5,0,292.5,1190,0
"VCT",47.5,1892.5,157.5,37.5,12.5,5,2.5,25,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN",78137.5,35500,28157.5,29582.5,54935,35065,48152.5,30847.5,25400,24702.5,38182.5,29872.5,50610,38410,430,222.5,67.5,10,0,55,287.5,5980,0,0,0,195,80,0,0,0,0,2.5
"VNM",156000,181165,312940,219490,205577.5,171157.5,76150,58270,55830,20437.5,24685,29575,30037.5,29632.5,15427.5,12890,16267.5,29225,35335,41280,30145,16887.5,5742.5,542.5,1025,4945,42.5,880,16455,7022.5,1875,1445
"VUT",112.5,2080,1002.5,4085,2350,2660,632.5,350,422.5,167.5,1352.5,385,167.5,67.5,67.5,10,282.5,NA,30,22.5,17.5,252.5,412.5,NA,7.5,0,0,0,0,0,0,0
"WSM",180,70,17.5,0,2737.5,2.5,0,0,2.5,0,0,10,17.5,0,0,217.5,0,20,NA,NA,NA,NA,0,0,0,0,NA,NA,0,20,0,2.5
"YEM",53387.5,61205,83370,99282.5,69992.5,38990,43520,26060,66702.5,NA,187.5,6050,1502.5,87.5,562.5,NA,127.5,21962.5,65315,NA,1212.5,2225,21340,31770,15712.5,20197.5,32.5,17.5,325,1275,6690,5442.5
"ZAF",39522.5,32265,41837.5,40400,44710,33647.5,56397.5,38145,45670,26560,11942.5,56862.5,32175,17112.5,22112.5,16252.5,3342.5,2442.5,962.5,3647.5,2915,2607.5,627.5,1802.5,1537.5,215,52.5,97.5,14642.5,60982.5,230,80
"ZMB",460525,183747.5,127850,92202.5,127500,59665,36982.5,31217.5,14367.5,16870,7055,27515,29572.5,35637.5,21332.5,23647.5,17850,NA,58795,77325,42492.5,62590,2202.5,87.5,112.5,1147.5,1337.5,350,65,39385,33085,2240
"ZWE",12487.5,12352.5,90632.5,54155,55725,50970,44187.5,124530,118772.5,34320,60225,43365,85177.5,94462.5,21322.5,93517.5,32427.5,5122.5,1930,3707.5,1322.5,760,2495,77.5,1050,530,605,0,2132.5,24240,0,0
